!iexp    x       qsq      rat     drat(frac)  norm(frac)
  5.  0.7260   19.475    0.9007    0.1230    0.0060
  5.  0.6730   18.202    0.7073    0.0615    0.0060
  5.  0.6170   16.825    0.7514    0.0714    0.0060
  5.  0.5760   15.795    0.7167    0.0684    0.0060
  5.  0.5260   14.525    0.8100    0.0684    0.0060
  5.  0.4710   13.117    0.7420    0.0694    0.0060
  5.  0.4320   12.103    0.8898    0.0883    0.0060
  5.  0.4050   11.394    0.9702    0.1081    0.0060
  5.  0.3770   10.663    1.1076    0.4960    0.0060
  5.  0.7360   16.305    0.6651    0.1458    0.0060
  5.  0.6970   15.541    0.6185    0.0923    0.0060
  5.  0.6470   14.558    0.7306    0.0754    0.0060
  5.  0.5930   13.467    0.7073    0.0923    0.0060
  5.  0.5490   12.558    0.7108    0.0923    0.0060
  5.  0.5050   11.649    0.7614    0.0804    0.0060
  5.  0.4620   10.739    0.7817    0.0655    0.0060
  5.  0.4300   10.058    0.7867    0.0863    0.0060
  5.  0.4050    9.515    0.7772    0.1488    0.0060
  5.  0.7240    7.481    0.5054    0.1349    0.0060
  5.  0.6780    7.101    0.8318    0.0873    0.0060
  5.  0.6220    6.619    0.7509    0.0794    0.0060
  5.  0.5680    6.152    0.7311    0.0655    0.0060
  5.  0.5240    5.748    0.7519    0.0714    0.0060
  5.  0.4830    5.374    0.7971    0.0625    0.0060
  5.  0.4420    4.977    0.6909    0.0556    0.0060
  5.  0.4020    4.583    0.7544    0.0496    0.0060
  5.  0.3630    4.193    0.7450    0.0427    0.0060
  5.  0.3290    3.850    0.6632    0.0883    0.0060
  6.  0.4200    1.681    0.8045    0.0109    0.0040
  6.  0.3640    1.641    0.7872    0.0179    0.0040
  6.  0.3240    1.606    0.8179    0.0188    0.0040
  6.  0.2130    1.457    0.8735    0.0169    0.0040
  6.  0.1340    1.256    0.8918    0.0188    0.0040
  6.  0.0820    1.019    0.9280    0.0149    0.0040
  6.  0.0630    0.887    0.9330    0.0169    0.0040
  6.  0.5190    2.377    0.7247    0.0347    0.0040
  6.  0.4480    2.320    0.7767    0.0278    0.0040
  6.  0.4040    2.277    0.8025    0.0208    0.0040
  6.  0.3440    2.206    0.8794    0.0169    0.0040
  6.  0.2810    2.105    0.8447    0.0109    0.0040
  6.  0.2290    1.993    0.8561    0.0159    0.0040
  6.  0.1870    1.869    0.8794    0.0139    0.0040
  6.  0.1520    1.736    0.8943    0.0129    0.0040
  6.  0.1230    1.592    0.9126    0.0119    0.0040
  6.  0.0780    1.272    0.9236    0.0149    0.0040
  6.  0.6010    3.502    0.7177    0.0179    0.0040
  6.  0.5480    3.449    0.7638    0.0179    0.0040
  6.  0.4930    3.384    0.7519    0.0179    0.0040
  6.  0.4400    3.310    0.7693    0.0139    0.0040
  6.  0.3720    3.189    0.8085    0.0119    0.0040
  6.  0.3130    3.055    0.8283    0.0119    0.0040
  6.  0.2490    2.852    0.8368    0.0109    0.0040
  6.  0.1850    2.576    0.8854    0.0159    0.0040
  6.  0.1530    2.391    0.8730    0.0179    0.0040
  6.  0.1270    2.193    0.9007    0.0208    0.0040
  6.  0.1030    1.983    0.9017    0.0139    0.0040
  6.  0.0830    1.759    0.9250    0.0159    0.0040
  6.  0.0660    1.523    0.8983    0.0298    0.0040
  6.  0.7470    7.319    0.7167    0.0169    0.0040
  6.  0.7030    7.144    0.7103    0.0119    0.0040
  6.  0.6590    6.955    0.7078    0.0119    0.0040
  6.  0.6160    6.757    0.7266    0.0129    0.0040
  6.  0.5360    6.341    0.7495    0.0119    0.0040
  6.  0.4260    5.648    0.7663    0.0089    0.0040
  6.  0.3530    5.090    0.8070    0.0089    0.0040
  6.  0.2630    4.252    0.8482    0.0139    0.0040
  6.  0.1740    3.198    0.8586    0.0238    0.0040
  6.  0.8040   10.125    0.7351    0.0159    0.0040
  6.  0.7590    9.881    0.7103    0.0159    0.0040
  6.  0.6900    9.471    0.7266    0.0179    0.0040
  6.  0.6070    8.912    0.7261    0.0139    0.0040
  6.  0.5290    8.314    0.7336    0.0139    0.0040
  6.  0.4210    7.332    0.7748    0.0139    0.0040
  6.  0.3500    6.558    0.7872    0.0159    0.0040
  6.  0.2620    5.416    0.8447    0.0149    0.0040
  6.  0.1740    4.018    0.8923    0.0218    0.0040
  6.  0.8200   13.904    0.7281    0.0258    0.0040
  6.  0.7870   13.641    0.7018    0.0218    0.0040
  6.  0.7490   13.318    0.7132    0.0159    0.0040
  6.  0.6750   12.643    0.7142    0.0149    0.0040
  6.  0.5960   11.844    0.7028    0.0169    0.0040
  6.  0.5210   10.978    0.7430    0.0159    0.0040
  6.  0.4150    9.576    0.7713    0.0139    0.0040
  6.  0.5190    2.501    0.7812    0.0089    0.0040
  6.  0.4850    2.435    0.7976    0.0159    0.0040
  6.  0.4210    2.291    0.7906    0.0129    0.0040
  6.  0.3260    2.028    0.8189    0.0109    0.0040
  6.  0.2430    1.727    0.8358    0.0119    0.0040
  6.  0.1730    1.395    0.8997    0.0159    0.0040
  6.  0.7200    6.037    0.7177    0.0268    0.0040
  6.  0.6510    5.775    0.7271    0.0436    0.0040
  6.  0.6140    5.621    0.7351    0.0367    0.0040
  6.  0.5440    5.303    0.7380    0.0258    0.0040
  6.  0.4320    4.693    0.7673    0.0278    0.0040
  6.  0.3580    4.208    0.7852    0.0188    0.0040
  6.  0.2670    3.488    0.8611    0.0169    0.0040
  6.  0.1760    2.598    0.9022    0.0228    0.0040
  6.  0.7910    9.224    0.7013    0.0208    0.0040
  6.  0.7470    8.979    0.7197    0.0258    0.0040
  6.  0.6900    8.633    0.7103    0.0149    0.0040
  6.  0.6090    8.098    0.6999    0.0179    0.0040
  6.  0.5330    7.521    0.7549    0.0139    0.0040
  6.  0.4240    6.571    0.7718    0.0169    0.0040
  6.  0.3530    5.836    0.8110    0.0179    0.0040
  6.  0.2640    4.773    0.8417    0.0198    0.0040
  6.  0.1760    3.500    0.8690    0.0258    0.0040
  6.  0.8180   12.404    0.7113    0.0268    0.0040
  6.  0.7620   11.955    0.6934    0.0169    0.0040
  6.  0.6780   11.236    0.7083    0.0169    0.0040
  6.  0.5990   10.475    0.7177    0.0139    0.0040
  6.  0.5230    9.656    0.7395    0.0179    0.0040
  6.  0.4170    8.349    0.7901    0.0149    0.0040
  6.  0.3470    7.355    0.7946    0.0188    0.0040
  6.  0.2590    5.941    0.8377    0.0198    0.0040
  6.  0.1720    4.290    0.8933    0.0258    0.0040
  6.  0.8650   17.103    0.6850    0.0605    0.0040
  6.  0.8070   16.460    0.7008    0.0327    0.0040
  6.  0.7420   15.706    0.7113    0.0288    0.0040
  6.  0.6700   14.778    0.7023    0.0238    0.0040
  6.  0.5920   13.694    0.7256    0.0198    0.0040
  6.  0.5170   12.547    0.7271    0.0208    0.0040
  6.  0.4130   10.743    0.7614    0.0228    0.0040
  6.  0.3430    9.391    0.8090    0.0218    0.0040
  6.  0.2570    7.502    0.8581    0.0258    0.0040
  6.  0.1710    5.350    0.8809    0.0298    0.0040
  6.  0.8600   19.106    0.8372    0.0446    0.0040
  6.  0.8060   18.359    0.7633    0.0317    0.0040
  6.  0.7400   17.398    0.7157    0.0367    0.0040
  7.  0.0015    0.160    0.9825    0.0235    0.0050
  7.  0.0015    0.250    1.0040    0.0250    0.0050
  7.  0.0015    0.350    0.9685    0.0242    0.0050
  7.  0.0015    0.450    1.0340    0.0313    0.0050
  7.  0.0015    0.600    0.9922    0.0216    0.0050
  7.  0.0030    0.170    1.0090    0.0284    0.0050
  7.  0.0030    0.250    0.9834    0.0181    0.0050
  7.  0.0030    0.350    0.9835    0.0181    0.0050
  7.  0.0030    0.450    0.9746    0.0167    0.0050
  7.  0.0030    0.630    0.9714    0.0135    0.0050
  7.  0.0030    0.880    0.9931    0.0132    0.0050
  7.  0.0030    1.120    0.9969    0.0141    0.0050
  7.  0.0050    0.160    1.0060    0.0613    0.0050
  7.  0.0050    0.250    1.0010    0.0253    0.0050
  7.  0.0050    0.350    1.0150    0.0210    0.0050
  7.  0.0050    0.450    0.9955    0.0179    0.0050
  7.  0.0050    0.610    0.9805    0.0134    0.0050
  7.  0.0050    0.880    0.9976    0.0161    0.0050
  7.  0.0050    1.130    0.9903    0.0143    0.0050
  7.  0.0050    1.380    0.9969    0.0133    0.0050
  7.  0.0050    1.710    0.9852    0.0111    0.0050
  7.  0.0080    0.160    0.9827    0.0559    0.0050
  7.  0.0080    0.250    1.0120    0.0249    0.0050
  7.  0.0080    0.350    1.0003    0.0215    0.0050
  7.  0.0080    0.450    1.0210    0.0180    0.0050
  7.  0.0080    0.640    0.9628    0.0102    0.0050
  7.  0.0080    0.860    0.9785    0.0100    0.0050
  7.  0.0080    1.120    0.9652    0.0107    0.0050
  7.  0.0080    1.370    0.9724    0.0113    0.0050
  7.  0.0080    1.750    0.9901    0.0086    0.0050
  7.  0.0080    2.240    0.9760    0.0091    0.0050
  7.  0.0080    2.730    0.9847    0.0108    0.0050
  7.  0.0080    3.460    0.9934    0.0149    0.0050
  7.  0.0125    0.160    0.9693    0.0565    0.0050
  7.  0.0125    0.260    1.0090    0.0320    0.0050
  7.  0.0125    0.350    0.9540    0.0246    0.0050
  7.  0.0125    0.450    0.9700    0.0213    0.0050
  7.  0.0125    0.620    0.9882    0.0131    0.0050
  7.  0.0125    0.880    0.9690    0.0115    0.0050
  7.  0.0125    1.120    0.9634    0.0102    0.0050
  7.  0.0125    1.370    0.9807    0.0106    0.0050
  7.  0.0125    1.740    0.9757    0.0080    0.0050
  7.  0.0125    2.230    0.9748    0.0097    0.0050
  7.  0.0125    2.740    0.9823    0.0106    0.0050
  7.  0.0125    3.460    0.9854    0.0091    0.0050
  7.  0.0125    4.470    0.9744    0.0107    0.0050
  7.  0.0125    5.410    0.9831    0.0149    0.0050
  7.  0.0175    0.250    0.9583    0.0426    0.0050
  7.  0.0175    0.350    0.9757    0.0311    0.0050
  7.  0.0175    0.450    1.0080    0.0268    0.0050
  7.  0.0175    0.620    0.9949    0.0164    0.0050
  7.  0.0175    0.880    0.9655    0.0162    0.0050
  7.  0.0175    1.120    0.9695    0.0136    0.0050
  7.  0.0175    1.370    0.9844    0.0124    0.0050
  7.  0.0175    1.750    0.9935    0.0088    0.0050
  7.  0.0175    2.240    0.9773    0.0092    0.0050
  7.  0.0175    2.730    0.9690    0.0103    0.0050
  7.  0.0175    3.480    0.9771    0.0096    0.0050
  7.  0.0175    4.470    0.9726    0.0107    0.0050
  7.  0.0175    5.490    0.9827    0.0148    0.0050
  7.  0.0175    6.830    0.9952    0.0115    0.0050
  7.  0.0250    0.260    0.9502    0.0401    0.0050
  7.  0.0250    0.350    0.9611    0.0307    0.0050
  7.  0.0250    0.450    0.9417    0.0335    0.0050
  7.  0.0250    0.620    0.9630    0.0138    0.0050
  7.  0.0250    0.860    0.9595    0.0162    0.0050
  7.  0.0250    1.130    0.9641    0.0131    0.0050
  7.  0.0250    1.370    0.9859    0.0112    0.0050
  7.  0.0250    1.740    0.9812    0.0081    0.0050
  7.  0.0250    2.240    0.9687    0.0076    0.0050
  7.  0.0250    2.740    0.9591    0.0080    0.0050
  7.  0.0250    3.450    0.9800    0.0070    0.0050
  7.  0.0250    4.470    0.9774    0.0089    0.0050
  7.  0.0250    5.480    0.9602    0.0103    0.0050
  7.  0.0250    6.920    0.9903    0.0092    0.0050
  7.  0.0250    8.920    0.9748    0.0112    0.0050
  7.  0.0350    0.360    0.9567    0.0398    0.0050
  7.  0.0350    0.450    0.9273    0.0373    0.0050
  7.  0.0350    0.640    0.9317    0.0225    0.0050
  7.  0.0350    0.860    0.9628    0.0188    0.0050
  7.  0.0350    1.130    0.9733    0.0190    0.0050
  7.  0.0350    1.380    0.9643    0.0146    0.0050
  7.  0.0350    1.740    0.9564    0.0097    0.0050
  7.  0.0350    2.240    0.9582    0.0094    0.0050
  7.  0.0350    2.740    0.9776    0.0094    0.0050
  7.  0.0350    3.460    0.9575    0.0075    0.0050
  7.  0.0350    4.450    0.9621    0.0093    0.0050
  7.  0.0350    5.470    0.9679    0.0116    0.0050
  7.  0.0350    6.920    0.9827    0.0105    0.0050
  7.  0.0350    8.960    0.9696    0.0121    0.0050
  7.  0.0350   11.450    0.9582    0.0113    0.0050
  7.  0.0350   14.360    0.9448    0.0156    0.0050
  7.  0.0500    0.460    0.9110    0.0458    0.0050
  7.  0.0500    0.610    0.9549    0.0234    0.0050
  7.  0.0500    0.880    0.9213    0.0234    0.0050
  7.  0.0500    1.130    0.9748    0.0174    0.0050
  7.  0.0500    1.370    0.9409    0.0149    0.0050
  7.  0.0500    1.740    0.9542    0.0100    0.0050
  7.  0.0500    2.250    0.9536    0.0084    0.0050
  7.  0.0500    2.740    0.9652    0.0083    0.0050
  7.  0.0500    3.460    0.9607    0.0063    0.0050
  7.  0.0500    4.460    0.9561    0.0074    0.0050
  7.  0.0500    5.460    0.9587    0.0090    0.0050
  7.  0.0500    6.900    0.9692    0.0080    0.0050
  7.  0.0500    8.930    0.9588    0.0103    0.0050
  7.  0.0500   11.440    0.9542    0.0093    0.0050
  7.  0.0500   14.820    0.9708    0.0094    0.0050
  7.  0.0500   19.190    0.9645    0.0126    0.0050
  7.  0.0700    0.680    0.9497    0.0467    0.0050
  7.  0.0700    0.860    0.9605    0.0365    0.0050
  7.  0.0700    1.110    1.0020    0.0546    0.0050
  7.  0.0700    1.380    0.9820    0.0203    0.0050
  7.  0.0700    1.740    0.9720    0.0124    0.0050
  7.  0.0700    2.240    0.9486    0.0120    0.0050
  7.  0.0700    2.750    0.9458    0.0105    0.0050
  7.  0.0700    3.470    0.9495    0.0076    0.0050
  7.  0.0700    4.470    0.9379    0.0086    0.0050
  7.  0.0700    5.470    0.9459    0.0102    0.0050
  7.  0.0700    6.910    0.9376    0.0089    0.0050
  7.  0.0700    8.910    0.9403    0.0113    0.0050
  7.  0.0700   11.400    0.9337    0.0114    0.0050
  7.  0.0700   14.890    0.9441    0.0110    0.0050
  7.  0.0700   19.630    0.9380    0.0111    0.0050
  7.  0.0700   26.070    0.9602    0.0165    0.0050
  7.  0.0900    0.900    0.9688    0.0563    0.0050
  7.  0.0900    1.110    0.9360    0.0579    0.0050
  7.  0.0900    1.380    0.9394    0.0302    0.0050
  7.  0.0900    1.760    0.9422    0.0152    0.0050
  7.  0.0900    2.240    0.9322    0.0149    0.0050
  7.  0.0900    2.750    0.9454    0.0134    0.0050
  7.  0.0900    3.490    0.9369    0.0091    0.0050
  7.  0.0900    4.470    0.9406    0.0097    0.0050
  7.  0.0900    5.460    0.9429    0.0114    0.0050
  7.  0.0900    6.910    0.9254    0.0101    0.0050
  7.  0.0900    8.920    0.9227    0.0125    0.0050
  7.  0.0900   11.370    0.9263    0.0126    0.0050
  7.  0.0900   14.870    0.9300    0.0126    0.0050
  7.  0.0900   19.740    0.9328    0.0123    0.0050
  7.  0.0900   26.360    0.9564    0.0155    0.0050
  7.  0.0900   34.740    0.9242    0.0241    0.0050
  7.  0.1100    1.130    0.9273    0.0738    0.0050
  7.  0.1100    1.380    0.9014    0.0342    0.0050
  7.  0.1100    1.750    0.9236    0.0186    0.0050
  7.  0.1100    2.240    0.9159    0.0168    0.0050
  7.  0.1100    2.740    0.9301    0.0167    0.0050
  7.  0.1100    3.490    0.9214    0.0108    0.0050
  7.  0.1100    4.470    0.9123    0.0110    0.0050
  7.  0.1100    5.460    0.9418    0.0126    0.0050
  7.  0.1100    6.900    0.9300    0.0111    0.0050
  7.  0.1100    8.920    0.9275    0.0138    0.0050
  7.  0.1100   11.370    0.9272    0.0137    0.0050
  7.  0.1100   14.850    0.9281    0.0141    0.0050
  7.  0.1100   19.740    0.9132    0.0137    0.0050
  7.  0.1100   26.520    0.9281    0.0159    0.0050
  7.  0.1100   35.320    0.9059    0.0231    0.0050
  7.  0.1100   44.940    0.9048    0.0383    0.0050
  7.  0.1400    1.400    0.9149    0.0342    0.0050
  7.  0.1400    1.750    0.9436    0.0157    0.0050
  7.  0.1400    2.240    0.9065    0.0144    0.0050
  7.  0.1400    2.740    0.9232    0.0139    0.0050
  7.  0.1400    3.470    0.8975    0.0104    0.0050
  7.  0.1400    4.480    0.9141    0.0098    0.0050
  7.  0.1400    5.470    0.9251    0.0105    0.0050
  7.  0.1400    6.900    0.9221    0.0090    0.0050
  7.  0.1400    8.920    0.9156    0.0111    0.0050
  7.  0.1400   11.370    0.8990    0.0110    0.0050
  7.  0.1400   14.840    0.9077    0.0113    0.0050
  7.  0.1400   19.760    0.9027    0.0110    0.0050
  7.  0.1400   26.550    0.8933    0.0124    0.0050
  7.  0.1400   35.280    0.9059    0.0165    0.0050
  7.  0.1400   46.950    0.8461    0.0226    0.0050
  7.  0.1800    1.820    0.8868    0.0224    0.0050
  7.  0.1800    2.240    0.8790    0.0172    0.0050
  7.  0.1800    2.750    0.9182    0.0168    0.0050
  7.  0.1800    3.470    0.8992    0.0122    0.0050
  7.  0.1800    4.470    0.8820    0.0135    0.0050
  7.  0.1800    5.490    0.9143    0.0134    0.0050
  7.  0.1800    6.920    0.8878    0.0108    0.0050
  7.  0.1800    8.930    0.8631    0.0127    0.0050
  7.  0.1800   11.370    0.8685    0.0127    0.0050
  7.  0.1800   14.850    0.8796    0.0131    0.0050
  7.  0.1800   19.750    0.8629    0.0126    0.0050
  7.  0.1800   26.610    0.8693    0.0141    0.0050
  7.  0.1800   35.370    0.8650    0.0178    0.0050
  7.  0.1800   47.010    0.8724    0.0232    0.0050
  7.  0.1800   63.040    0.8979    0.0332    0.0050
  7.  0.2250    2.280    0.8561    0.0211    0.0050
  7.  0.2250    2.740    0.8770    0.0191    0.0050
  7.  0.2250    3.480    0.8723    0.0130    0.0050
  7.  0.2250    4.470    0.8711    0.0143    0.0050
  7.  0.2250    5.470    0.8453    0.0165    0.0050
  7.  0.2250    6.970    0.8616    0.0121    0.0050
  7.  0.2250    8.930    0.8472    0.0135    0.0050
  7.  0.2250   11.380    0.8543    0.0133    0.0050
  7.  0.2250   14.850    0.8558    0.0138    0.0050
  7.  0.2250   19.740    0.8626    0.0132    0.0050
  7.  0.2250   26.640    0.8660    0.0147    0.0050
  7.  0.2250   35.420    0.8679    0.0180    0.0050
  7.  0.2250   46.950    0.8351    0.0224    0.0050
  7.  0.2250   63.230    0.8226    0.0302    0.0050
  7.  0.2750    2.780    0.8227    0.0261    0.0050
  7.  0.2750    3.460    0.8646    0.0189    0.0050
  7.  0.2750    4.470    0.8551    0.0170    0.0050
  7.  0.2750    5.470    0.8514    0.0195    0.0050
  7.  0.2750    6.890    0.8310    0.0173    0.0050
  7.  0.2750    8.940    0.8385    0.0163    0.0050
  7.  0.2750   11.370    0.8210    0.0158    0.0050
  7.  0.2750   14.870    0.8467    0.0162    0.0050
  7.  0.2750   19.740    0.8277    0.0155    0.0050
  7.  0.2750   26.600    0.8342    0.0169    0.0050
  7.  0.2750   35.430    0.8328    0.0204    0.0050
  7.  0.2750   46.980    0.8452    0.0254    0.0050
  7.  0.2750   63.480    0.8112    0.0328    0.0050
  7.  0.2750   90.680    0.8035    0.0435    0.0050
  7.  0.3500    3.570    0.8213    0.0216    0.0050
  7.  0.3500    4.510    0.7961    0.0178    0.0050
  7.  0.3500    5.480    0.8340    0.0179    0.0050
  7.  0.3500    6.900    0.7947    0.0156    0.0050
  7.  0.3500    8.910    0.8230    0.0203    0.0050
  7.  0.3500   11.430    0.8196    0.0148    0.0050
  7.  0.3500   14.850    0.7836    0.0148    0.0050
  7.  0.3500   19.740    0.7928    0.0141    0.0050
  7.  0.3500   26.630    0.8063    0.0151    0.0050
  7.  0.3500   35.450    0.8205    0.0181    0.0050
  7.  0.3500   47.120    0.7628    0.0213    0.0050
  7.  0.3500   63.520    0.7740    0.0276    0.0050
  7.  0.3500   96.350    0.7622    0.0333    0.0050
  7.  0.4500    4.540    0.7779    0.0333    0.0050
  7.  0.4500    5.470    0.7616    0.0334    0.0050
  7.  0.4500    6.930    0.7706    0.0217    0.0050
  7.  0.4500    8.920    0.7801    0.0275    0.0050
  7.  0.4500   11.340    0.7762    0.0295    0.0050
  7.  0.4500   14.890    0.7634    0.0213    0.0050
  7.  0.4500   19.770    0.7537    0.0197    0.0050
  7.  0.4500   26.640    0.7713    0.0210    0.0050
  7.  0.4500   35.500    0.7481    0.0252    0.0050
  7.  0.4500   47.260    0.7583    0.0294    0.0050
  7.  0.4500   63.650    0.7640    0.0369    0.0050
  7.  0.4500   98.050    0.7261    0.0409    0.0050
  7.  0.5500    5.530    0.7216    0.0504    0.0050
  7.  0.5500    6.880    0.7330    0.0412    0.0050
  7.  0.5500    8.910    0.7449    0.0381    0.0050
  7.  0.5500   11.340    0.7287    0.0415    0.0050
  7.  0.5500   14.850    0.7352    0.0388    0.0050
  7.  0.5500   19.740    0.7426    0.0281    0.0050
  7.  0.5500   26.640    0.7270    0.0300    0.0050
  7.  0.5500   35.570    0.7288    0.0368    0.0050
  7.  0.5500   47.160    0.7649    0.0434    0.0050
  7.  0.5500   63.560    0.6633    0.0521    0.0050
  7.  0.5500   98.820    0.7630    0.0602    0.0050
  7.  0.6750    7.040    0.6996    0.0526    0.0050
  7.  0.6750    8.880    0.7372    0.0636    0.0050
  7.  0.6750   11.360    0.7425    0.0480    0.0050
  7.  0.6750   14.850    0.7996    0.0499    0.0050
  7.  0.6750   19.790    0.7364    0.0388    0.0050
  7.  0.6750   26.490    0.6724    0.0354    0.0050
  7.  0.6750   35.400    0.7201    0.0461    0.0050
  7.  0.6750   47.030    0.6966    0.0538    0.0050
  7.  0.6750   63.530    0.7027    0.0733    0.0050
  7.  0.6750   99.030    0.7732    0.0837    0.0050
  8.  0.0640    0.208    0.9743    0.0468    0.0100
  8.  0.0650    0.211    0.9862    0.0468    0.0100
  8.  0.0660    0.214    0.9465    0.0469    0.0100
  8.  0.0680    0.217    0.9500    0.0468    0.0100
  8.  0.0690    0.220    0.9633    0.0468    0.0100
  8.  0.0700    0.223    0.9411    0.0469    0.0100
  8.  0.0720    0.226    0.9639    0.0469    0.0100
  8.  0.0730    0.229    0.9658    0.0469    0.0100
  8.  0.0740    0.231    0.9622    0.0469    0.0100
  8.  0.0760    0.234    0.9565    0.0469    0.0100
  8.  0.0770    0.237    0.7478    0.0511    0.0100
  8.  0.0810    0.246    0.9718    0.0491    0.0100
  8.  0.0830    0.249    0.9466    0.0491    0.0100
  8.  0.0840    0.252    0.9679    0.0491    0.0100
  8.  0.0860    0.255    0.9557    0.0491    0.0100
  8.  0.0880    0.258    1.0047    0.0491    0.0100
  8.  0.0890    0.261    0.9292    0.0491    0.0100
  8.  0.0910    0.264    0.9747    0.0490    0.0100
  8.  0.0920    0.267    0.9709    0.0490    0.0100
  8.  0.0940    0.270    0.9301    0.0491    0.0100
  8.  0.0960    0.273    0.9326    0.0493    0.0100
  8.  0.0970    0.276    0.9806    0.0495    0.0100
  8.  0.1010    0.281    0.6631    0.0525    0.0100
  8.  0.1040    0.287    0.9483    0.0482    0.0100
  8.  0.1060    0.290    0.9804    0.0481    0.0100
  8.  0.1080    0.293    0.9703    0.0482    0.0100
  8.  0.1100    0.296    0.9731    0.0481    0.0100
  8.  0.1110    0.299    0.9611    0.0482    0.0100
  8.  0.1130    0.302    0.9539    0.0481    0.0100
  8.  0.1150    0.305    0.9585    0.0481    0.0100
  8.  0.1170    0.308    1.0039    0.0482    0.0100
  8.  0.1190    0.311    0.9647    0.0482    0.0100
  8.  0.1210    0.314    0.9671    0.0482    0.0100
  8.  0.1230    0.317    0.9516    0.0482    0.0100
  8.  0.1250    0.320    0.9466    0.0483    0.0100
  8.  0.1270    0.323    0.9275    0.0483    0.0100
  8.  0.1300    0.326    0.9349    0.0470    0.0100
  8.  0.1340    0.332    0.9312    0.0490    0.0100
  8.  0.1360    0.335    0.8813    0.0489    0.0100
  8.  0.1380    0.338    0.8731    0.0489    0.0100
  8.  0.1410    0.341    0.8788    0.0488    0.0100
  8.  0.1430    0.343    0.8584    0.0488    0.0100
  8.  0.1450    0.346    0.8398    0.0488    0.0100
  8.  0.1480    0.349    0.8153    0.0488    0.0100
  8.  0.1500    0.352    0.7768    0.0488    0.0100
  8.  0.1530    0.355    0.7702    0.0487    0.0100
  8.  0.1550    0.358    0.8005    0.0488    0.0100
  8.  0.1580    0.361    0.7741    0.0490    0.0100
  8.  0.1600    0.364    0.8248    0.0489    0.0100
  8.  0.1630    0.367    0.7994    0.0489    0.0100
  8.  0.1660    0.370    0.8508    0.0490    0.0100
  8.  0.1680    0.373    0.8778    0.0491    0.0100
  8.  0.1740    0.379    0.9121    0.0463    0.0100
  8.  0.1770    0.382    0.9254    0.0471    0.0100
  8.  0.1800    0.385    0.9834    0.0485    0.0100
  8.  0.1830    0.388    0.9247    0.0487    0.0100
  8.  0.1860    0.391    0.9536    0.0486    0.0100
  8.  0.1890    0.394    0.9472    0.0486    0.0100
  8.  0.1920    0.397    0.9451    0.0486    0.0100
  8.  0.1950    0.399    0.9588    0.0485    0.0100
  8.  0.1990    0.402    0.9335    0.0486    0.0100
  8.  0.2020    0.405    0.9492    0.0485    0.0100
  8.  0.2050    0.408    0.9168    0.0485    0.0100
  8.  0.2090    0.411    0.9235    0.0484    0.0100
  8.  0.2120    0.414    0.9243    0.0485    0.0100
  8.  0.2160    0.417    0.9156    0.0489    0.0100
  8.  0.2190    0.420    0.8855    0.0465    0.0100
  8.  0.2230    0.423    0.8593    0.0465    0.0100
  8.  0.2270    0.426    0.8449    0.0465    0.0100
  8.  0.2310    0.429    0.7928    0.0465    0.0100
  8.  0.2350    0.432    0.7519    0.0465    0.0100
  8.  0.2390    0.435    0.7236    0.0466    0.0100
  8.  0.2430    0.438    0.7324    0.0467    0.0100
  8.  0.2470    0.441    0.7305    0.0467    0.0100
  8.  0.2560    0.447    0.8047    0.0511    0.0100
  8.  0.2600    0.450    0.8679    0.0510    0.0100
  8.  0.2650    0.453    0.8416    0.0511    0.0100
  8.  0.2700    0.456    0.9111    0.0511    0.0100
  8.  0.2740    0.458    0.9200    0.0513    0.0100
  8.  0.2790    0.461    0.9084    0.0514    0.0100
  8.  0.2840    0.464    0.9422    0.0486    0.0100
  8.  0.2890    0.467    0.9367    0.0478    0.0100
  8.  0.2950    0.470    0.9708    0.0479    0.0100
  8.  0.3000    0.473    0.9308    0.0479    0.0100
  8.  0.3060    0.476    0.9778    0.0480    0.0100
  8.  0.3110    0.479    0.9677    0.0481    0.0100
  8.  0.3170    0.482    0.9621    0.0480    0.0100
  8.  0.3230    0.485    0.9939    0.0480    0.0100
  8.  0.3290    0.488    0.9583    0.0481    0.0100
  8.  0.3420    0.494    0.9939    0.0514    0.0100
  8.  0.3480    0.497    1.0742    0.0517    0.0100
  8.  0.3550    0.500    1.0293    0.0514    0.0100
  8.  0.3620    0.503    0.9844    0.0512    0.0100
  8.  0.3690    0.506    1.0499    0.0511    0.0100
  8.  0.3760    0.508    1.0697    0.0509    0.0100
  8.  0.3840    0.511    1.0364    0.0508    0.0100
  8.  0.4000    0.517    1.0024    0.0476    0.0100
  8.  0.4080    0.520    0.9602    0.0475    0.0100
  8.  0.4160    0.523    0.9493    0.0475    0.0100
  8.  0.4250    0.526    0.9148    0.0473    0.0100
  8.  0.4340    0.529    0.8596    0.0473    0.0100
  8.  0.4430    0.532    0.8340    0.0474    0.0100
  8.  0.4530    0.535    0.7843    0.0473    0.0100
  8.  0.4620    0.538    0.7259    0.0473    0.0100
  8.  0.4730    0.541    0.6959    0.0474    0.0100
  8.  0.4830    0.544    0.6769    0.0482    0.0100
  8.  0.4940    0.547    0.6758    0.0512    0.0100
  8.  0.5050    0.550    0.7085    0.0518    0.0100
  8.  0.5170    0.553    0.8382    0.0841    0.0100
  8.  0.5290    0.556    0.9551    0.0843    0.0100
  8.  0.5410    0.559    1.1390    0.0846    0.0100
