!iexp    x       qsq      rat     drat(frac)  norm(frac)
  8.  0.5540    0.562    1.6477    0.0851    0.0100
  8.  0.5680    0.565    2.1673    0.0856    0.0100
  8.  0.5820    0.568    2.9124    0.0863    0.0100
  8.  0.1100    0.383    0.9579    0.0524    0.0100
  8.  0.1120    0.390    0.9901    0.0522    0.0100
  8.  0.1150    0.396    0.9877    0.0519    0.0100
  8.  0.1170    0.403    1.0119    0.0518    0.0100
  8.  0.1200    0.409    1.0017    0.0518    0.0100
  8.  0.1220    0.416    1.0082    0.0518    0.0100
  8.  0.1250    0.422    0.9969    0.0518    0.0100
  8.  0.1280    0.429    0.9631    0.0519    0.0100
  8.  0.1300    0.436    0.9937    0.0521    0.0100
  8.  0.1330    0.442    0.9945    0.0522    0.0100
  8.  0.1360    0.449    0.9807    0.0523    0.0100
  8.  0.1390    0.455    0.9664    0.0524    0.0100
  8.  0.1410    0.462    1.0027    0.0527    0.0100
  8.  0.1440    0.468    0.9711    0.0508    0.0100
  8.  0.1470    0.475    1.0039    0.0488    0.0100
  8.  0.1500    0.481    0.9829    0.0487    0.0100
  8.  0.1530    0.488    0.9310    0.0489    0.0100
  8.  0.1560    0.494    1.0064    0.0488    0.0100
  8.  0.1590    0.501    0.9852    0.0488    0.0100
  8.  0.1650    0.514    0.9678    0.0534    0.0100
  8.  0.1680    0.521    0.9984    0.0535    0.0100
  8.  0.1710    0.527    1.0174    0.0535    0.0100
  8.  0.1740    0.534    0.9715    0.0537    0.0100
  8.  0.1780    0.540    1.0255    0.0537    0.0100
  8.  0.1810    0.547    0.9577    0.0542    0.0100
  8.  0.1840    0.553    0.9751    0.0544    0.0100
  8.  0.1880    0.560    0.9803    0.0545    0.0100
  8.  0.1910    0.567    1.0537    0.0546    0.0100
  8.  0.1940    0.573    0.9978    0.0543    0.0100
  8.  0.1980    0.580    0.9921    0.0507    0.0100
  8.  0.2010    0.586    0.9601    0.0496    0.0100
  8.  0.2050    0.593    0.9746    0.0497    0.0100
  8.  0.2090    0.599    0.9874    0.0496    0.0100
  8.  0.2120    0.606    0.9774    0.0495    0.0100
  8.  0.2160    0.612    0.9492    0.0495    0.0100
  8.  0.2200    0.619    0.9708    0.0494    0.0100
  8.  0.2280    0.632    0.9203    0.0538    0.0100
  8.  0.2310    0.638    0.9116    0.0536    0.0100
  8.  0.2350    0.645    0.8923    0.0537    0.0100
  8.  0.2390    0.652    0.8770    0.0538    0.0100
  8.  0.2440    0.658    0.8304    0.0539    0.0100
  8.  0.2480    0.665    0.7685    0.0539    0.0100
  8.  0.2520    0.671    0.7365    0.0536    0.0100
  8.  0.2560    0.678    0.6981    0.0498    0.0100
  8.  0.2610    0.684    0.7463    0.0498    0.0100
  8.  0.2650    0.691    0.7624    0.0497    0.0100
  8.  0.2690    0.698    0.8029    0.0498    0.0100
  8.  0.2740    0.704    0.8610    0.0497    0.0100
  8.  0.2780    0.711    0.9042    0.0498    0.0100
  8.  0.2830    0.717    0.9349    0.0497    0.0100
  8.  0.2880    0.724    0.9721    0.0499    0.0100
  8.  0.2930    0.730    1.0003    0.0499    0.0100
  8.  0.2970    0.737    0.9617    0.0500    0.0100
  8.  0.3020    0.743    1.0052    0.0500    0.0100
  8.  0.3070    0.750    0.9760    0.0501    0.0100
  8.  0.3120    0.756    0.9951    0.0502    0.0100
  8.  0.3180    0.763    0.9760    0.0502    0.0100
  8.  0.3230    0.769    1.0003    0.0519    0.0100
  8.  0.3280    0.776    0.9988    0.0555    0.0100
  8.  0.3340    0.783    0.9737    0.0524    0.0100
  8.  0.3390    0.789    0.9590    0.0505    0.0100
  8.  0.3450    0.796    0.9507    0.0504    0.0100
  8.  0.3500    0.802    0.8659    0.0504    0.0100
  8.  0.3560    0.809    0.8125    0.0502    0.0100
  8.  0.3620    0.815    0.7767    0.0502    0.0100
  8.  0.3680    0.822    0.7032    0.0502    0.0100
  8.  0.3740    0.828    0.6637    0.0502    0.0100
  8.  0.3800    0.835    0.6300    0.0502    0.0100
  8.  0.3870    0.842    0.6543    0.0503    0.0100
  8.  0.3930    0.848    0.7224    0.0504    0.0100
  8.  0.3990    0.855    0.7990    0.0504    0.0100
  8.  0.4060    0.861    0.8259    0.0506    0.0100
  8.  0.4130    0.868    0.8799    0.0508    0.0100
  8.  0.4200    0.874    0.9432    0.0510    0.0100
  8.  0.4270    0.881    0.9286    0.0512    0.0100
  8.  0.4340    0.887    0.9489    0.0514    0.0100
  8.  0.4410    0.894    1.0087    0.0530    0.0100
  8.  0.4480    0.900    1.0212    0.0573    0.0100
  8.  0.4560    0.907    1.0990    0.0590    0.0100
  8.  0.4640    0.914    0.9981    0.0515    0.0100
  8.  0.4710    0.920    1.0118    0.0515    0.0100
  8.  0.4790    0.927    1.0615    0.0513    0.0100
  8.  0.4880    0.933    0.9938    0.0514    0.0100
  8.  0.4960    0.940    1.0136    0.0513    0.0100
  8.  0.5040    0.946    1.0271    0.0512    0.0100
  8.  0.5130    0.953    1.0952    0.0511    0.0100
  8.  0.5220    0.959    1.0929    0.0511    0.0100
  8.  0.5310    0.966    1.0593    0.0510    0.0100
  8.  0.5400    0.973    1.0691    0.0508    0.0100
  8.  0.5490    0.979    0.9689    0.0510    0.0100
  8.  0.5590    0.986    1.0137    0.0508    0.0100
  8.  0.5690    0.992    0.9919    0.0508    0.0100
  8.  0.5780    0.999    0.9294    0.0508    0.0100
  8.  0.5890    1.005    0.9020    0.0508    0.0100
  8.  0.5990    1.012    0.8316    0.0509    0.0100
  8.  0.6100    1.018    0.7781    0.0509    0.0100
  8.  0.6210    1.025    0.6938    0.0509    0.0100
  8.  0.6310    1.031    0.7483    0.0510    0.0100
  8.  0.6430    1.038    0.7418    0.0512    0.0100
  8.  0.6670    1.051    0.9541    0.0569    0.0100
  8.  0.6790    1.058    1.1725    0.0872    0.0100
  8.  0.6910    1.064    1.5276    0.0877    0.0100
  8.  0.7050    1.071    1.9687    0.0880    0.0100
  8.  0.7170    1.077    2.6268    0.0889    0.0100
  8.  0.7310    1.084    3.2068    0.0892    0.0100
  8.  0.7450    1.090    4.7352    0.0903    0.0100
  8.  0.7590    1.097    7.5610    0.0921    0.0100
  8.  0.7730    1.103   13.1616    0.0936    0.0100
  8.  0.7890    1.110   35.1221    0.0968    0.0100
  8.  0.2110    0.823    0.8997    0.0481    0.0100
  8.  0.2140    0.830    0.8739    0.0483    0.0100
  8.  0.2160    0.837    0.8826    0.0484    0.0100
  8.  0.2190    0.844    0.8667    0.0483    0.0100
  8.  0.2220    0.851    0.8712    0.0483    0.0100
  8.  0.2250    0.858    0.8820    0.0484    0.0100
  8.  0.2280    0.865    0.8596    0.0484    0.0100
  8.  0.2310    0.872    0.8851    0.0484    0.0100
  8.  0.2340    0.879    0.8261    0.0484    0.0100
  8.  0.2370    0.886    0.8765    0.0485    0.0100
  8.  0.2400    0.893    0.8941    0.0484    0.0100
  8.  0.2440    0.900    0.8836    0.0484    0.0100
  8.  0.2470    0.907    0.8459    0.0485    0.0100
  8.  0.2500    0.914    0.8806    0.0486    0.0100
  8.  0.2530    0.921    0.8855    0.0486    0.0100
  8.  0.2560    0.928    0.8565    0.0487    0.0100
  8.  0.2600    0.936    0.8494    0.0487    0.0100
  8.  0.2630    0.943    0.8976    0.0470    0.0100
  8.  0.2660    0.950    0.8628    0.0461    0.0100
  8.  0.2700    0.957    0.8796    0.0463    0.0100
  8.  0.2770    0.971    0.9179    0.0484    0.0100
  8.  0.2800    0.978    0.9214    0.0484    0.0100
  8.  0.2840    0.985    0.9009    0.0484    0.0100
  8.  0.2870    0.992    0.9168    0.0484    0.0100
  8.  0.2910    0.999    0.9081    0.0483    0.0100
  8.  0.2950    1.006    0.8900    0.0484    0.0100
  8.  0.2980    1.013    0.9290    0.0484    0.0100
  8.  0.3020    1.020    0.9283    0.0485    0.0100
  8.  0.3060    1.027    0.9040    0.0485    0.0100
  8.  0.3100    1.034    0.9057    0.0485    0.0100
  8.  0.3130    1.041    0.8869    0.0485    0.0100
  8.  0.3180    1.049    0.9286    0.0485    0.0100
  8.  0.3220    1.056    0.8905    0.0485    0.0100
  8.  0.3260    1.063    0.8720    0.0485    0.0100
  8.  0.3300    1.070    0.8481    0.0486    0.0100
  8.  0.3340    1.077    0.8366    0.0485    0.0100
  8.  0.3380    1.084    0.8256    0.0488    0.0100
  8.  0.3420    1.091    0.8067    0.0464    0.0100
  8.  0.3460    1.098    0.7823    0.0464    0.0100
  8.  0.3500    1.105    0.7718    0.0473    0.0100
  8.  0.3550    1.112    0.7293    0.0491    0.0100
  8.  0.3590    1.119    0.7185    0.0493    0.0100
  8.  0.3640    1.126    0.7034    0.0492    0.0100
  8.  0.3680    1.133    0.7305    0.0493    0.0100
  8.  0.3730    1.140    0.7614    0.0494    0.0100
  8.  0.3770    1.147    0.7827    0.0493    0.0100
  8.  0.3820    1.154    0.8168    0.0495    0.0100
  8.  0.3870    1.161    0.8396    0.0495    0.0100
  8.  0.3920    1.169    0.8600    0.0495    0.0100
  8.  0.3970    1.176    0.8981    0.0497    0.0100
  8.  0.4020    1.183    0.8954    0.0497    0.0100
  8.  0.4060    1.190    0.9153    0.0497    0.0100
  8.  0.4120    1.197    0.9137    0.0498    0.0100
  8.  0.4170    1.204    0.9232    0.0498    0.0100
  8.  0.4220    1.211    0.9226    0.0498    0.0100
  8.  0.4270    1.218    0.9245    0.0499    0.0100
  8.  0.4320    1.225    0.9341    0.0499    0.0100
  8.  0.4380    1.232    0.9036    0.0501    0.0100
  8.  0.4430    1.239    0.8750    0.0501    0.0100
  8.  0.4490    1.246    0.8842    0.0501    0.0100
  8.  0.4540    1.253    0.8809    0.0469    0.0100
  8.  0.4600    1.260    0.8235    0.0469    0.0100
  8.  0.4660    1.267    0.7727    0.0470    0.0100
  8.  0.4710    1.274    0.7476    0.0492    0.0100
  8.  0.4780    1.282    0.7006    0.0497    0.0100
  8.  0.4840    1.289    0.6313    0.0497    0.0100
  8.  0.4900    1.296    0.6280    0.0497    0.0100
  8.  0.4960    1.303    0.6532    0.0498    0.0100
  8.  0.5020    1.310    0.6850    0.0499    0.0100
  8.  0.5090    1.317    0.7369    0.0499    0.0100
  8.  0.5150    1.324    0.8078    0.0501    0.0100
  8.  0.5220    1.331    0.8549    0.0503    0.0100
  8.  0.5280    1.338    0.8555    0.0503    0.0100
  8.  0.5350    1.345    0.8903    0.0505    0.0100
  8.  0.5420    1.352    0.9215    0.0506    0.0100
  8.  0.5490    1.359    0.9195    0.0508    0.0100
  8.  0.5560    1.366    0.9065    0.0506    0.0100
  8.  0.5630    1.373    0.9798    0.0508    0.0100
  8.  0.5700    1.380    0.9245    0.0511    0.0100
  8.  0.5770    1.387    0.9680    0.0510    0.0100
  8.  0.5850    1.395    0.9411    0.0511    0.0100
  8.  0.5930    1.402    1.0134    0.0512    0.0100
  8.  0.6010    1.409    0.9257    0.0512    0.0100
  8.  0.6090    1.416    0.9416    0.0515    0.0100
  8.  0.6160    1.423    0.9299    0.0513    0.0100
  8.  0.6250    1.430    0.9588    0.0488    0.0100
  8.  0.6330    1.437    0.9497    0.0474    0.0100
  8.  0.6410    1.444    0.9292    0.0474    0.0100
  8.  0.6500    1.451    0.9376    0.0475    0.0100
  8.  0.6580    1.458    0.8875    0.0474    0.0100
  8.  0.6760    1.472    0.8485    0.0501    0.0100
  8.  0.6850    1.479    0.7955    0.0502    0.0100
  8.  0.6950    1.486    0.7490    0.0501    0.0100
  8.  0.7040    1.493    0.6713    0.0501    0.0100
  8.  0.7140    1.500    0.6805    0.0504    0.0100
  8.  0.7230    1.507    0.6975    0.0506    0.0100
  8.  0.7340    1.515    0.8037    0.0506    0.0100
  8.  0.7440    1.522    0.8982    0.0509    0.0100
  8.  0.7540    1.529    1.0682    0.0835    0.0100
  8.  0.7650    1.536    1.3883    0.0838    0.0100
  8.  0.7760    1.543    1.8083    0.0842    0.0100
  8.  0.7870    1.550    2.1371    0.0846    0.0100
  8.  0.7980    1.557    2.9675    0.0853    0.0100
  8.  0.8090    1.564    3.9123    0.0860    0.0100
  8.  0.8210    1.571    5.8798    0.0871    0.0100
  8.  0.8330    1.578   10.3152    0.0887    0.0100
  8.  0.8450    1.585   32.2571    0.0906    0.0100
  8.  0.2830    1.226    0.8370    0.0507    0.0100
  8.  0.2860    1.233    0.8288    0.0508    0.0100
  8.  0.2890    1.240    0.8337    0.0509    0.0100
  8.  0.2920    1.247    0.8409    0.0508    0.0100
  8.  0.2950    1.254    0.8468    0.0509    0.0100
  8.  0.2970    1.261    0.8705    0.0508    0.0100
  8.  0.3000    1.268    0.8263    0.0508    0.0100
  8.  0.3030    1.275    0.8084    0.0510    0.0100
  8.  0.3060    1.282    0.8125    0.0510    0.0100
  8.  0.3100    1.289    0.8277    0.0509    0.0100
  8.  0.3130    1.296    0.8327    0.0509    0.0100
  8.  0.3160    1.303    0.8274    0.0510    0.0100
  8.  0.3190    1.310    0.8161    0.0510    0.0100
  8.  0.3220    1.317    0.7910    0.0509    0.0100
  8.  0.3250    1.324    0.8220    0.0510    0.0100
  8.  0.3290    1.331    0.8100    0.0510    0.0100
  8.  0.3320    1.338    0.8132    0.0510    0.0100
  8.  0.3350    1.345    0.8427    0.0511    0.0100
  8.  0.3380    1.352    0.8175    0.0511    0.0100
  8.  0.3420    1.359    0.8381    0.0512    0.0100
  8.  0.3450    1.366    0.8379    0.0512    0.0100
  8.  0.3490    1.373    0.8463    0.0513    0.0100
  8.  0.3560    1.387    0.8506    0.0477    0.0100
  8.  0.3590    1.394    0.8374    0.0479    0.0100
  8.  0.3630    1.401    0.8241    0.0478    0.0100
  8.  0.3660    1.408    0.8417    0.0479    0.0100
  8.  0.3700    1.415    0.8176    0.0479    0.0100
  8.  0.3730    1.422    0.8327    0.0479    0.0100
  8.  0.3810    1.436    0.8578    0.0516    0.0100
  8.  0.3850    1.444    0.8377    0.0517    0.0100
  8.  0.3890    1.451    0.8540    0.0518    0.0100
  8.  0.3930    1.458    0.8188    0.0518    0.0100
  8.  0.3960    1.465    0.8017    0.0516    0.0100
  8.  0.4000    1.472    0.8262    0.0518    0.0100
  8.  0.4040    1.479    0.8097    0.0517    0.0100
  8.  0.4080    1.486    0.7980    0.0518    0.0100
  8.  0.4120    1.493    0.7616    0.0517    0.0100
  8.  0.4170    1.500    0.7665    0.0518    0.0100
  8.  0.4210    1.507    0.7356    0.0517    0.0100
  8.  0.4250    1.514    0.7188    0.0519    0.0100
  8.  0.4290    1.521    0.6736    0.0520    0.0100
  8.  0.4330    1.528    0.6715    0.0520    0.0100
  8.  0.4380    1.535    0.6576    0.0520    0.0100
  8.  0.4420    1.542    0.6715    0.0520    0.0100
  8.  0.4460    1.549    0.7104    0.0521    0.0100
  8.  0.4510    1.556    0.7512    0.0522    0.0100
  8.  0.4550    1.563    0.8006    0.0522    0.0100
  8.  0.4600    1.570    0.7609    0.0523    0.0100
  8.  0.4650    1.577    0.8263    0.0505    0.0100
  8.  0.4690    1.584    0.8238    0.0479    0.0100
  8.  0.4740    1.591    0.8595    0.0481    0.0100
  8.  0.4790    1.598    0.8436    0.0481    0.0100
  8.  0.4830    1.605    0.8634    0.0481    0.0100
  8.  0.4880    1.612    0.8409    0.0482    0.0100
  8.  0.4930    1.619    0.8541    0.0482    0.0100
  8.  0.5030    1.633    0.8621    0.0513    0.0100
  8.  0.5080    1.640    0.8451    0.0512    0.0100
  8.  0.5140    1.647    0.8673    0.0513    0.0100
  8.  0.5190    1.654    0.8320    0.0514    0.0100
  8.  0.5240    1.661    0.7987    0.0515    0.0100
  8.  0.5290    1.668    0.7783    0.0515    0.0100
  8.  0.5350    1.675    0.7590    0.0514    0.0100
  8.  0.5400    1.682    0.7079    0.0516    0.0100
  8.  0.5460    1.689    0.6375    0.0516    0.0100
  8.  0.5510    1.696    0.5983    0.0518    0.0100
  8.  0.5570    1.703    0.6007    0.0518    0.0100
  8.  0.5630    1.710    0.5683    0.0519    0.0100
  8.  0.5690    1.717    0.6071    0.0519    0.0100
  8.  0.5750    1.724    0.6319    0.0519    0.0100
  8.  0.5810    1.732    0.6818    0.0522    0.0100
  8.  0.5870    1.739    0.7549    0.0522    0.0100
  8.  0.5930    1.746    0.7618    0.0526    0.0100
  8.  0.5990    1.753    0.7877    0.0527    0.0100
  8.  0.6050    1.760    0.8671    0.0529    0.0100
  8.  0.6120    1.767    0.8641    0.0530    0.0100
  8.  0.6180    1.774    0.8755    0.0530    0.0100
  8.  0.6250    1.781    0.8645    0.0533    0.0100
  8.  0.6310    1.788    0.8893    0.0534    0.0100
  8.  0.6450    1.802    0.8814    0.0489    0.0100
  8.  0.6520    1.809    0.8966    0.0490    0.0100
  8.  0.6590    1.816    0.8854    0.0490    0.0100
  8.  0.6660    1.823    0.8575    0.0491    0.0100
  8.  0.6730    1.830    0.8771    0.0491    0.0100
  8.  0.6800    1.837    0.9131    0.0493    0.0100
  8.  0.6880    1.844    0.8989    0.0492    0.0100
  8.  0.6950    1.851    0.8779    0.0506    0.0100
  8.  0.7030    1.858    0.8852    0.0533    0.0100
  8.  0.7100    1.865    0.9083    0.0533    0.0100
  8.  0.7180    1.872    0.8233    0.0533    0.0100
  8.  0.7260    1.879    0.8392    0.0534    0.0100
  8.  0.7340    1.886    0.7470    0.0537    0.0100
  8.  0.7420    1.893    0.7338    0.0537    0.0100
  8.  0.7510    1.900    0.7038    0.0537    0.0100
  8.  0.7590    1.907    0.7255    0.0538    0.0100
  8.  0.7670    1.914    0.7266    0.0541    0.0100
  8.  0.7760    1.921    0.7545    0.0545    0.0100
  8.  0.7850    1.928    0.9263    0.0546    0.0100
  8.  0.7940    1.935    0.9684    0.0859    0.0100
  8.  0.8030    1.942    1.1024    0.0864    0.0100
  8.  0.8120    1.949    1.4220    0.0867    0.0100
  8.  0.8210    1.956    1.6299    0.0871    0.0100
  8.  0.8310    1.963    2.1344    0.0879    0.0100
  8.  0.8400    1.970    2.4067    0.0885    0.0100
  8.  0.8500    1.977    3.5240    0.0894    0.0100
  8.  0.8600    1.984    5.7299    0.0909    0.0100
  8.  0.8700    1.991   12.7731    0.0923    0.0100
  8.  0.4460    1.625    0.6856    0.0531    0.0100
  8.  0.4580    1.657    0.6814    0.0480    0.0100
  8.  0.4690    1.689    0.7313    0.0481    0.0100
  8.  0.4800    1.721    0.7760    0.0482    0.0100
  8.  0.4920    1.753    0.7912    0.0484    0.0100
  8.  0.5040    1.786    0.8619    0.0486    0.0100
  8.  0.5150    1.818    0.8320    0.0489    0.0100
  8.  0.5270    1.850    0.8480    0.0491    0.0100
  8.  0.5390    1.882    0.8043    0.0482    0.0100
  8.  0.5510    1.914    0.7789    0.0517    0.0100
  8.  0.6540    2.172    0.8710    0.0483    0.0100
  8.  0.6670    2.204    0.8491    0.0483    0.0100
  8.  0.6810    2.236    0.8730    0.0489    0.0100
  8.  0.6950    2.268    0.8742    0.0492    0.0100
  8.  0.7230    2.333    0.9105    0.0484    0.0100
  8.  0.7370    2.365    0.9009    0.0486    0.0100
  8.  0.7510    2.397    0.8879    0.0489    0.0100
  8.  0.7660    2.429    0.8122    0.0491    0.0100
  8.  0.7810    2.461    0.7565    0.0493    0.0100
  8.  0.7950    2.493    0.6681    0.0473    0.0100
  8.  0.8110    2.526    0.6143    0.0470    0.0100
  8.  0.8260    2.558    0.6751    0.0492    0.0100
  8.  0.8420    2.590    0.8364    0.0827    0.0100
  8.  0.8570    2.622    1.4753    0.0836    0.0100
  8.  0.8730    2.654    2.5159    0.0849    0.0100
  8.  0.9060    2.719  261.9427    0.1060    0.0100
  8.  0.3455    1.643    0.8394    0.0504    0.0100
  8.  0.3490    1.654    0.8057    0.0505    0.0100
  8.  0.3530    1.665    0.8094    0.0505    0.0100
  8.  0.3565    1.676    0.7954    0.0505    0.0100
  8.  0.3605    1.687    0.8075    0.0504    0.0100
  8.  0.3640    1.698    0.8389    0.0505    0.0100
  8.  0.3680    1.708    0.8447    0.0507    0.0100
  8.  0.3715    1.719    0.7917    0.0507    0.0100
  8.  0.3755    1.730    0.8109    0.0477    0.0100
  8.  0.3795    1.741    0.8000    0.0473    0.0100
  8.  0.3835    1.752    0.8057    0.0474    0.0100
  8.  0.3875    1.763    0.7958    0.0474    0.0100
  8.  0.3915    1.773    0.7740    0.0474    0.0100
  8.  0.3955    1.784    0.8130    0.0475    0.0100
  8.  0.4035    1.806    0.8474    0.0503    0.0100
  8.  0.4075    1.817    0.8456    0.0504    0.0100
  8.  0.4120    1.828    0.8260    0.0504    0.0100
  8.  0.4160    1.839    0.8039    0.0504    0.0100
  8.  0.4205    1.849    0.8135    0.0505    0.0100
  8.  0.4245    1.860    0.8107    0.0505    0.0100
  8.  0.4290    1.871    0.8444    0.0505    0.0100
  8.  0.4335    1.882    0.8156    0.0505    0.0100
  8.  0.4375    1.893    0.8393    0.0505    0.0100
  8.  0.4420    1.903    0.8375    0.0506    0.0100
  8.  0.4465    1.914    0.8574    0.0506    0.0100
  8.  0.4510    1.925    0.8220    0.0507    0.0100
  8.  0.4555    1.936    0.8850    0.0508    0.0100
  8.  0.4605    1.947    0.8281    0.0508    0.0100
  8.  0.4645    1.958    0.7865    0.0509    0.0100
  8.  0.4695    1.968    0.8185    0.0509    0.0100
  8.  0.4745    1.979    0.7813    0.0509    0.0100
  8.  0.4790    1.990    0.7941    0.0510    0.0100
  8.  0.4835    2.001    0.7435    0.0511    0.0100
  8.  0.4885    2.012    0.7682    0.0513    0.0100
  8.  0.4935    2.023    0.7003    0.0525    0.0100
  8.  0.5085    2.055    0.6565    0.0564    0.0100
  8.  0.5135    2.067    0.6799    0.0502    0.0100
  8.  0.5185    2.077    0.6975    0.0505    0.0100
  8.  0.5235    2.088    0.7474    0.0506    0.0100
  8.  0.5285    2.099    0.7738    0.0508    0.0100
  8.  0.5345    2.110    0.7818    0.0508    0.0100
  8.  0.5395    2.121    0.8425    0.0510    0.0100
  8.  0.5445    2.131    0.8178    0.0510    0.0100
  8.  0.5505    2.143    0.8302    0.0510    0.0100
  8.  0.5555    2.153    0.8096    0.0510    0.0100
  8.  0.5615    2.164    0.8078    0.0513    0.0100
  8.  0.5665    2.175    0.8624    0.0514    0.0100
  8.  0.5725    2.186    0.8134    0.0513    0.0100
  8.  0.5785    2.196    0.8026    0.0515    0.0100
  8.  0.5840    2.208    0.8090    0.0513    0.0100
  8.  0.5895    2.219    0.8297    0.0513    0.0100
  8.  0.5955    2.229    0.8119    0.0515    0.0100
  8.  0.6015    2.240    0.8217    0.0516    0.0100
  8.  0.6075    2.251    0.7432    0.0515    0.0100
  8.  0.6135    2.262    0.6999    0.0517    0.0100
  8.  0.6195    2.272    0.6430    0.0516    0.0100
  8.  0.6260    2.284    0.5935    0.0517    0.0100
  8.  0.6320    2.295    0.5824    0.0520    0.0100
  8.  0.6380    2.304    0.5734    0.0521    0.0100
  8.  0.6445    2.315    0.5811    0.0523    0.0100
  8.  0.6510    2.326    0.6116    0.0525    0.0100
  8.  0.6575    2.337    0.7014    0.0528    0.0100
  8.  0.6640    2.349    0.7376    0.0530    0.0100
  8.  0.6710    2.359    0.7922    0.0487    0.0100
  8.  0.6775    2.370    0.8325    0.0484    0.0100
  8.  0.6840    2.381    0.8333    0.0486    0.0100
  8.  0.6910    2.391    0.8397    0.0487    0.0100
  8.  0.6980    2.402    0.8902    0.0489    0.0100
  8.  0.7050    2.413    0.8952    0.0502    0.0100
  8.  0.7120    2.425    0.8596    0.0521    0.0100
  8.  0.7190    2.435    0.8943    0.0523    0.0100
  8.  0.7260    2.446    0.9100    0.0522    0.0100
  8.  0.7335    2.456    0.9021    0.0511    0.0100
  8.  0.7410    2.468    0.8859    0.0509    0.0100
  8.  0.7485    2.478    0.9361    0.0511    0.0100
  8.  0.7560    2.490    0.9133    0.0512    0.0100
  8.  0.7640    2.500    0.9037    0.0512    0.0100
  8.  0.7715    2.511    0.8791    0.0513    0.0100
  8.  0.7790    2.522    0.8458    0.0517    0.0100
  8.  0.7870    2.532    0.8385    0.0516    0.0100
  8.  0.7950    2.544    0.7785    0.0518    0.0100
  8.  0.8035    2.554    0.7641    0.0508    0.0100
  8.  0.8115    2.565    0.7437    0.0483    0.0100
  8.  0.8200    2.576    0.7216    0.0485    0.0100
  8.  0.8280    2.587    0.7883    0.0487    0.0100
  8.  0.8365    2.598    0.8607    0.0821    0.0100
  8.  0.8455    2.609    1.0282    0.0823    0.0100
  8.  0.8540    2.619    1.2116    0.0825    0.0100
  8.  0.8625    2.630    1.3870    0.0828    0.0100
  8.  0.8715    2.641    1.6055    0.0832    0.0100
  8.  0.8805    2.652    2.1090    0.0835    0.0100
  8.  0.8895    2.663    2.8082    0.0838    0.0100
  8.  0.8995    2.674    5.1771    0.0847    0.0100
  8.  0.4225    2.263    0.7914    0.0503    0.0100
  8.  0.4275    2.282    0.7830    0.0473    0.0100
  8.  0.4325    2.300    0.8059    0.0474    0.0100
  8.  0.4375    2.319    0.7823    0.0474    0.0100
  8.  0.4430    2.338    0.7992    0.0474    0.0100
  8.  0.4480    2.357    0.7863    0.0476    0.0100
  8.  0.4585    2.395    0.7819    0.0505    0.0100
  8.  0.4635    2.414    0.7952    0.0507    0.0100
  8.  0.4690    2.432    0.7321    0.0508    0.0100
  8.  0.4745    2.451    0.7510    0.0509    0.0100
  8.  0.4795    2.470    0.7941    0.0509    0.0100
  8.  0.4850    2.490    0.7928    0.0510    0.0100
  8.  0.4905    2.509    0.7911    0.0511    0.0100
  8.  0.4965    2.528    0.8208    0.0512    0.0100
  8.  0.5015    2.546    0.7883    0.0482    0.0100
  8.  0.5075    2.565    0.7827    0.0473    0.0100
  8.  0.5130    2.584    0.8149    0.0474    0.0100
  8.  0.5185    2.603    0.7952    0.0474    0.0100
  8.  0.5245    2.622    0.7699    0.0475    0.0100
  8.  0.5300    2.641    0.7806    0.0475    0.0100
  8.  0.5360    2.660    0.7948    0.0496    0.0100
  8.  0.5420    2.679    0.7749    0.0502    0.0100
  8.  0.5475    2.698    0.7641    0.0503    0.0100
  8.  0.5535    2.717    0.7634    0.0503    0.0100
  8.  0.5595    2.736    0.7268    0.0504    0.0100
  8.  0.5655    2.755    0.7216    0.0503    0.0100
  8.  0.5720    2.774    0.6288    0.0506    0.0100
  8.  0.5780    2.792    0.6625    0.0506    0.0100
  8.  0.5845    2.811    0.6524    0.0507    0.0100
  8.  0.5905    2.830    0.6784    0.0509    0.0100
  8.  0.5965    2.849    0.7044    0.0511    0.0100
  8.  0.6030    2.868    0.7292    0.0513    0.0100
  8.  0.6155    2.906    0.8041    0.0476    0.0100
  8.  0.6225    2.925    0.8050    0.0478    0.0100
  8.  0.6285    2.944    0.8236    0.0480    0.0100
  8.  0.6355    2.963    0.8279    0.0481    0.0100
  8.  0.6420    2.982    0.7975    0.0488    0.0100
  8.  0.6485    3.001    0.7955    0.0510    0.0100
  8.  0.6555    3.019    0.8110    0.0512    0.0100
  8.  0.6625    3.038    0.7792    0.0513    0.0100
  8.  0.6695    3.058    0.8035    0.0514    0.0100
  8.  0.6765    3.076    0.7677    0.0516    0.0100
  8.  0.6835    3.095    0.7670    0.0518    0.0100
  8.  0.6905    3.115    0.6731    0.0518    0.0100
  8.  0.6975    3.134    0.6142    0.0519    0.0100
  8.  0.7045    3.152    0.5667    0.0522    0.0100
  8.  0.7115    3.171    0.5581    0.0525    0.0100
  8.  0.7190    3.191    0.5902    0.0527    0.0100
  8.  0.7265    3.209    0.6387    0.0531    0.0100
  8.  0.7335    3.228    0.7393    0.0534    0.0100
  8.  0.7410    3.247    0.8344    0.0539    0.0100
  8.  0.7565    3.285    0.8445    0.0480    0.0100
  8.  0.7640    3.304    0.8360    0.0482    0.0100
  8.  0.7715    3.322    0.8374    0.0482    0.0100
  8.  0.7795    3.341    1.0424    0.0484    0.0100
