                                           ************ internal ***************  +++++++ internal  + external ++++++++
    E        Ep      Th       s_born       s_rad        s_elas       s_dis        s_rad        s_elas       s_dis
   10.5890   2.9789  23.9227  0.36435E+01  0.38637E+01  0.17353E-03  0.38341E+01  0.37620E+01  0.17398E-03  0.37299E+01
   10.5890   3.0087  24.1879  0.33115E+01  0.34879E+01  0.11575E-03  0.34635E+01  0.33905E+01  0.11601E-03  0.33640E+01
   10.5890   3.0443  24.5278  0.29232E+01  0.30533E+01  0.68295E-04  0.30341E+01  0.29619E+01  0.68418E-04  0.29411E+01
   10.5890   3.0800  24.9007  0.25423E+01  0.26326E+01  0.37925E-04  0.26178E+01  0.25482E+01  0.37976E-04  0.25322E+01
   10.5890   3.0960  25.3719  0.21740E+01  0.22341E+01  0.20752E-04  0.22227E+01  0.21584E+01  0.20773E-04  0.21460E+01
   10.5890   3.0996  25.9135  0.18325E+01  0.18697E+01  0.11154E-04  0.18608E+01  0.18030E+01  0.11163E-04  0.17935E+01
   10.5890   3.1091  26.3988  0.15539E+01  0.15742E+01  0.61268E-05  0.15674E+01  0.15154E+01  0.61302E-05  0.15080E+01
   10.5890   3.1420  26.7197  0.13438E+01  0.13512E+01  0.35200E-05  0.13457E+01  0.12981E+01  0.35205E-05  0.12923E+01
   10.5890   3.1807  26.9438  0.11842E+01  0.11826E+01  0.22308E-05  0.11781E+01  0.11341E+01  0.22302E-05  0.11293E+01
   10.5890   3.1990  27.2658  0.10307E+01  0.10230E+01  0.15103E-05  0.10193E+01  0.97944E+00  0.15094E-05  0.97552E+00
