 x    Q2    WSQ   XS_data   XS_stat_err  XS_sys_err    XS_f1f217    XS_ineft
   0.08000   0.57900   7.51000   1496000.00000         0.01800         0.01300       1474.62202       1496.14730
   0.74700  11.76800   4.87000       142.20000         0.03300         0.01900          0.14103          0.13545
   0.70200  11.42800   5.72000       205.10000         0.01900         0.01700          0.20454          0.19961
   0.64900  10.98900   6.84000       321.00000         0.01500         0.01500          0.30661          0.30496
   0.60300  10.59000   7.85000       422.10000         0.01300         0.01400          0.41818          0.41820
   0.55100  10.09500   9.09000       582.00000         0.01600         0.01300          0.58151          0.57618
   0.49800   9.54200  10.49000       773.80000         0.01700         0.01300          0.78746          0.77097
   0.44900   8.98400  11.90000       988.90000         0.01700         0.01200          0.97791          0.97849
   0.40600   8.45700  13.24000      1153.00000         0.01700         0.01200          1.16250          1.18038
   0.36800   7.94200  14.54000      1366.00000         0.01700         0.01200          1.31894          1.37883
   0.33500   7.46900  15.74000      1565.00000         0.01400         0.01200          1.47470          1.56183
   0.31300   7.14400  16.57000      1639.00000         0.02300         0.01200          1.59495          1.68800
   0.78500   9.04700   3.36000       218.80000         0.02100         0.02300          0.21404          0.21123
   0.73600   8.80700   4.04000       327.30000         0.01800         0.01900          0.32736          0.31939
   0.68200   8.52000   4.86000       492.30000         0.01800         0.01600          0.49445          0.48442
   0.62900   8.21400   5.72000       712.70000         0.02000         0.01500          0.70392          0.69311
   0.57700   7.88400   6.66000       978.50000         0.01900         0.01400          0.96668          0.95003
   0.52500   7.52100   7.69000      1275.00000         0.01800         0.01300          1.26619          1.25362
   0.47400   7.12800   8.80000      1605.00000         0.01400         0.01200          1.60097          1.59291
   0.43000   6.76100   9.84000      1916.00000         0.01300         0.01200          1.90256          1.91142
   0.38200   6.31700  11.10000      2288.00000         0.01400         0.01200          2.25794          2.28943
   0.35200   6.01800  11.96000      2440.00000         0.02100         0.01200          2.46464          2.53776
   0.72900   6.55300   3.32000       775.80000         0.02100         0.01900          0.76962          0.75495
   0.67900   6.37400   3.89000      1074.00000         0.01800         0.01600          1.07936          1.05326
   0.62500   6.16000   4.58000      1506.00000         0.01800         0.01400          1.49835          1.46411
   0.56800   5.91100   5.38000      1984.00000         0.01900         0.01300          2.03795          1.98165
   0.51300   5.64000   6.24000      2608.00000         0.01800         0.01300          2.62857          2.55663
   0.45900   5.34800   7.18000      3184.00000         0.01800         0.01200          3.25718          3.17167
   0.41600   5.08400   8.02000      3658.00000         0.02000         0.01200          3.76471          3.69967
   0.38400   4.87700   8.70000      4067.00000         0.10000         0.01200          4.17752          4.09739
   0.64500   4.35500   3.28000      3404.00000         0.01400         0.01500          3.46015          3.34368
   0.59600   4.22900   3.75000      4234.00000         0.01300         0.01300          4.35991          4.22096
   0.54300   4.08000   4.31000      5110.00000         0.01200         0.01300          5.37361          5.25644
   0.50600   3.96300   4.75000      5938.00000         0.02300         0.01200          6.09315          6.03999
   0.51600  13.40500  13.45000       195.70000         0.01800         0.01300          0.59762          0.19744
   0.47100  12.57300  15.00000       261.70000         0.01800         0.01200          0.23454          0.25852
   0.43600  11.89500  16.26000       312.90000         0.02200         0.01200          0.28766          0.31374
   0.41200  11.41200  17.17000       320.20000         0.09000         0.01200          0.34622          0.35622
   0.65000  13.54900   8.18000       110.00000         0.01800         0.01400          0.33648          0.10545
   0.59900  12.87500   9.50000       162.10000         0.01800         0.01300          0.16007          0.15587
   0.54600  12.12900  10.95000       230.10000         0.01700         0.01300          0.20438          0.22338
   0.49200  11.30400  12.57000       319.50000         0.01500         0.01200          0.31668          0.31169
   0.45600  10.74000  13.67000       381.60000         0.01100         0.01200          0.38341          0.37896
   0.43200  10.33800  14.47000       407.20000         0.03100         0.01200          0.43264          0.43062
   0.82000  11.88600   3.50000        41.89000         0.02900         0.02400          0.04687          0.04239
   0.77400  11.54000   4.24000        68.21000         0.02100         0.01900          0.07242          0.06718
   0.72300  11.12300   5.13000       108.20000         0.02100         0.01700          0.11381          0.10829
   0.66900  10.65000   6.15000       175.90000         0.01900         0.01500          0.17532          0.17117
   0.61700  10.16400   7.19000       256.70000         0.02000         0.01400          0.25328          0.25243
   0.56600   9.65100   8.29000       364.30000         0.01800         0.01300          0.35580          0.35500
   0.51400   9.10100   9.48000       480.40000         0.01800         0.01300          0.48844          0.48162
   0.47900   8.70300  10.34000       588.40000         0.04300         0.01200          0.58526          0.58169
   0.77900   8.81000   3.38000       146.80000         0.02100         0.02000          0.14198          0.13902
   0.72700   8.51500   4.08000       227.10000         0.02000         0.01700          0.22367          0.21666
   0.67100   8.17500   4.88000       346.80000         0.01700         0.01500          0.34147          0.33219
   0.62100   7.84500   5.67000       483.10000         0.01500         0.01400          0.48205          0.47062
   0.57300   7.50300   6.48000       658.40000         0.01900         0.01300          0.64912          0.63412
   0.53600   7.22900   7.14000       802.90000         0.05600         0.01300          0.79387          0.77870
   0.52200  13.91100  13.61000        89.47000         0.02200         0.01300          0.81677          0.08965
   0.48000  13.01800  14.96000       125.40000         0.02300         0.01200          0.18979          0.11813
   0.46000  12.57900  15.64000       124.80000         0.04500         0.01200          0.12155          0.13407
   0.69600  13.69600   6.87000        38.82000         0.02200         0.01500          0.15867          0.03815
   0.64100  12.92600   8.12000        64.26000         0.01900         0.01400          0.06045          0.06185
   0.58700  12.13300   9.40000        99.13000         0.01800         0.01300          0.08637          0.09425
   0.53800  11.37100  10.64000       135.90000         0.02000         0.01300          0.13659          0.13359
   0.49200  10.61600  11.86000       187.60000         0.02300         0.01200          0.18464          0.18029
   0.81100  11.07600   3.46000        26.93000         0.02600         0.02000          0.03050          0.02758
   0.77000  10.72000   4.09000        42.60000         0.02700         0.01700          0.04581          0.04224
   0.71200  10.20800   5.00000        80.39000         0.02200         0.01500          0.07619          0.07219
   0.64900   9.60800   6.07000       125.70000         0.02000         0.01400          0.12582          0.12223
   0.59000   9.00700   7.14000       203.90000         0.01900         0.01300          0.19141          0.18893
   0.53400   8.40400   8.22000       274.80000         0.02100         0.01300          0.27402          0.27236
   0.73500   6.72500   3.31000       204.30000         0.01700         0.01600          0.20285          0.19612
   0.68600   6.47000   3.84000       290.00000         0.02000         0.01400          0.29408          0.28226
   0.63600   6.18700   4.42000       403.00000         0.02100         0.01300          0.41356          0.39821
   0.59900   5.97000   4.87000       505.50000         0.09300         0.01300          0.51856          0.50175
   0.54600  12.82000  11.53000        58.25000         0.02700         0.01300          0.05988          0.05593
   0.80000  13.88300   4.35000         9.35600         0.02800         0.01800          0.04501          0.00894
   0.71900  12.81500   5.89000        22.68000         0.02500         0.01500          0.01566          0.02144
   0.64200  11.74700   7.43000        45.62000         0.02400         0.01400          0.04282          0.04347
   0.56900  10.67900   8.96000        82.86000         0.02400         0.01300          0.07878          0.07724
   0.78100  10.25200   3.76000        25.72000         0.02700         0.01700          0.02669          0.02440
   0.69100   9.39800   5.09000        60.71000         0.02300         0.01400          0.06024          0.05714
   0.60700   8.54300   6.41000       118.90000         0.02500         0.01300          0.11494          0.11166
   0.52900   7.68900   7.73000       192.80000         0.02900         0.01200          0.19404          0.19065
   0.58700  13.52200  10.38000        15.24000         0.06800         0.04200          0.04884          0.01346
   0.55200  12.77700  11.24000        20.19000         0.13600         0.05100          0.01779          0.01791
   0.79200  13.52600   4.43000         3.51700         0.03700         0.03200          0.00762          0.00327
   0.73600  12.68300   5.42000         6.69000         0.03700         0.03100          0.00507          0.00615
   0.68200  11.85100   6.40000        10.99000         0.03500         0.03100          0.01099          0.01068
   0.63400  11.10300   7.29000        17.91000         0.03500         0.03200          0.01714          0.01666
   0.59100  10.41500   8.10000        25.29000         0.03900         0.03400          0.02455          0.02403
   0.54500   9.68800   8.96000        37.14000         0.04600         0.03900          0.03474          0.03418
   0.50900   9.09300   9.66000        52.76000         0.09700         0.05000          0.04521          0.04452
   0.76000   7.59800   3.28000        21.95000         0.02500         0.03100          0.02212          0.02050
   0.70400   7.13600   3.88000        35.78000         0.02400         0.03100          0.03691          0.03412
   0.65600   6.72200   4.41000        53.50000         0.02200         0.03100          0.05477          0.05116
   0.61100   6.33500   4.91000        79.02000         0.02600         0.03100          0.07667          0.07211
   0.56600   5.93000   5.43000       110.40000         0.03400         0.03200          0.10588          0.09964
   0.53600   5.66000   5.78000       148.70000         0.08900         0.03400          0.12849          0.12162
   0.46900  13.07100  15.68000        30.43000         0.05400         0.05200          0.05742          0.03204
   0.43200  12.10300  16.81000        46.42000         0.05700         0.06200          0.03256          0.04121
   0.40500  11.39400  17.64000        57.25000         0.06300         0.07200          0.04515          0.04909
   0.37700  10.66300  18.49000        48.29000         0.25900         0.08500          0.05450          0.05835
   0.59600  13.52700  10.05000        17.63000         0.07200         0.03100          0.06567          0.01824
   0.54800  12.54000  11.23000        27.65000         0.07600         0.03100          0.02029          0.02688
   0.50300  11.61200  12.34000        39.35000         0.06100         0.03200          0.03665          0.03740
   0.46400  10.78000  13.33000        51.97000         0.04800         0.03400          0.04882          0.04906
   0.42900  10.02800  14.23000        63.50000         0.05700         0.03900          0.06074          0.06175
   0.40300   9.46400  14.91000        68.72000         0.09300         0.04700          0.07067          0.07279
   0.72700   7.50400   3.69000        33.87000         0.08900         0.03100          0.03994          0.03717
   0.68100   7.11900   4.22000        60.89000         0.05200         0.03100          0.05948          0.05566
   0.62400   6.64000   4.88000        93.41000         0.04900         0.03000          0.09217          0.08688
   0.56900   6.15500   5.55000       129.20000         0.04300         0.03000          0.13642          0.12885
   0.52400   5.74700   6.11000       177.60000         0.04700         0.03000          0.18157          0.17275
   0.48300   5.36600   6.63000       236.90000         0.04400         0.03000          0.23440          0.22136
   0.44400   4.99700   7.14000       278.20000         0.04400         0.03100          0.29086          0.27645
   0.40100   4.57500   7.72000       363.40000         0.03500         0.03200          0.37024          0.34946
   0.36100   4.17600   8.27000       433.80000         0.03200         0.03600          0.45535          0.42963
   0.33000   3.86100   8.71000       436.90000         0.06300         0.04500          0.52627          0.50183
   0.41800   1.68000   3.22000    356800.00000         0.01500         0.00900        357.03129        353.36513
   0.36500   1.64200   3.73000    355700.00000         0.01900         0.00900        366.89587        361.07978
   0.32400   1.60600   4.22000    375900.00000         0.02000         0.00900        349.33667        358.54619
   0.21300   1.45700   6.27000    321500.00000         0.01900         0.00900        309.33930        313.14818
   0.13400   1.25600   9.02000    256500.00000         0.01900         0.01200        246.91353        250.77345
   0.08200   1.01900  12.27000    209500.00000         0.01800         0.01200        198.38887        202.45279
   0.06300   0.88700  14.07000    190000.00000         0.01700         0.01200        180.53192        185.42334
   0.51800   2.37600   3.09000    154000.00000         0.03000         0.01200        156.35777        151.68522
   0.44700   2.32000   3.75000    165300.00000         0.02200         0.01000        175.59406        171.18406
   0.40400   2.27800   4.24000    185400.00000         0.01900         0.01000        176.48652        179.38433
   0.34400   2.20600   5.08000    185900.00000         0.01600         0.01000        183.59677        185.28234
   0.28100   2.10500   6.27000    186900.00000         0.01700         0.00900        181.97478        182.98422
   0.22900   1.99300   7.58000    175600.00000         0.01700         0.00900        173.83890        174.15076
   0.18700   1.86900   9.02000    164300.00000         0.01700         0.00900        160.82135        162.36842
   0.15200   1.73600  10.58000    151600.00000         0.01700         0.00800        147.94309        149.99192
   0.12300   1.59200  12.27000    140900.00000         0.01600         0.00800        134.77931        138.32121
   0.07800   1.27200  16.02000    124100.00000         0.01600         0.02600        112.96015        119.94272
   0.59900   3.50000   3.22000     49600.00000         0.02300         0.01900         53.41559         50.52116
   0.54800   3.44900   3.73000     59140.00000         0.02000         0.01600         61.34475         59.57897
   0.49400   3.38500   4.35000     68400.00000         0.01800         0.01400         70.43975         68.55424
   0.44000   3.31000   5.09000     75560.00000         0.01600         0.01200         77.02504         76.47601
   0.37200   3.18900   6.27000     85100.00000         0.01600         0.01200         84.65289         84.07667
   0.31300   3.05500   7.58000     87000.00000         0.01600         0.01100         88.22505         87.37170
   0.24000   2.81900   9.82000     85670.00000         0.01600         0.01000         85.95294         86.44491
   0.18500   2.57600  12.27000     81020.00000         0.01600         0.00900         81.91232         81.56999
   0.15300   2.39100  14.08000     78080.00000         0.01700         0.00900         77.72441         77.70793
   0.12700   2.19300  16.02000     73190.00000         0.02000         0.00800         72.62226         73.93393
   0.10300   1.98300  18.08000     69580.00000         0.01600         0.00700         67.64976         70.64847
   0.08300   1.75900  20.26000     67830.00000         0.01700         0.02600         62.95306         68.15834
   0.06600   1.52300  22.57000     68440.00000         0.02400         0.02600         58.89702         66.76330
   0.74400   7.30900   3.40000       513.10000         0.02200         0.01900          0.51980          0.50949
   0.70200   7.14000   3.91000       706.30000         0.01700         0.01700          0.70567          0.69004
   0.65800   6.95100   4.50000       961.20000         0.01500         0.01500          0.95018          0.92933
   0.61600   6.75700   5.09000      1223.00000         0.01500         0.01400          1.22153          1.19679
   0.53600   6.34100   6.37000      1835.00000         0.01400         0.01200          1.87330          1.82588
   0.42600   5.64800   8.50000      2868.00000         0.01400         0.01200          2.91795          2.88957
   0.35300   5.09000  10.21000      3720.00000         0.01400         0.01200          3.65492          3.67780
   0.26300   4.25200  12.78000      4697.00000         0.01600         0.00800          4.76043          4.72099
   0.17400   3.19800  16.02000      6189.00000         0.01900         0.00800          6.19034          5.98549
   0.80100  10.11100   3.39000       139.40000         0.02500         0.02300          0.13961          0.13519
   0.75800   9.87700   4.03000       209.10000         0.02000         0.01800          0.20837          0.19997
   0.69200   9.48200   5.10000       360.10000         0.01800         0.01600          0.35218          0.34491
   0.60700   8.91200   6.66000       637.90000         0.01600         0.01400          0.63182          0.62579
   0.52900   8.31400   8.28000       980.20000         0.01500         0.01200          0.98173          0.97663
   0.42100   7.33200  10.96000      1610.00000         0.01500         0.01200          1.59027          1.60395
   0.35000   6.55800  13.06000      2099.00000         0.01600         0.01200          2.00902          2.09402
   0.26200   5.41600  16.17000      2817.00000         0.01500         0.00700          2.69716          2.79095
   0.17400   4.01800  19.97000      3695.00000         0.02000         0.01100          3.79913          3.70600
   0.82000  13.90700   3.93000        44.78000         0.03000         0.02500          0.21374          0.04590
   0.78700  13.63800   4.57000        65.55000         0.02500         0.02000          0.18185          0.06556
   0.74900  13.31800   5.35000        98.96000         0.02000         0.01700          0.14763          0.09605
   0.67500  12.64300   6.98000       191.90000         0.01700         0.01300          0.13127          0.18463
   0.59600  11.84400   8.90000       324.10000         0.01600         0.01300          0.31817          0.32931
   0.52100  10.97800  10.99000       525.40000         0.01600         0.01200          0.54358          0.52405
   0.41500   9.57600  14.37000       888.50000         0.01500         0.01200          0.88397          0.88660
   0.51700   2.49600   3.22000     11840.00000         0.01300         0.00900         12.31735         12.08127
   0.48500   2.43400   3.46000     12900.00000         0.01500         0.00900         13.32979         13.18464
   0.42200   2.29200   4.02000     15170.00000         0.01500         0.00900         15.39302         15.38483
   0.32600   2.02800   5.07000     17970.00000         0.01500         0.00900         18.06579         18.37137
   0.24300   1.72700   6.26000     20020.00000         0.01500         0.00900         20.60647         20.51988
   0.17300   1.39500   7.57000     20970.00000         0.01600         0.00900         22.45281         22.28620
   0.71800   6.03000   3.25000       672.10000         0.02200         0.01600          0.68721          0.66704
   0.65600   5.79100   3.92000      1026.00000         0.03100         0.01400          1.02857          0.99796
   0.61500   5.62300   4.41000      1315.00000         0.02700         0.01300          1.30508          1.26910
   0.54400   5.30300   5.32000      1814.00000         0.02300         0.01300          1.87043          1.81896
   0.43200   4.69300   7.05000      2893.00000         0.02400         0.00800          2.97476          2.90239
   0.35800   4.20800   8.43000      3778.00000         0.01700         0.00800          3.81025          3.72504
   0.26700   3.48800  10.48000      4955.00000         0.01700         0.00800          5.00261          4.84699
   0.17600   2.59800  13.01000      6337.00000         0.01700         0.01200          6.43722          6.24820
   0.78700   9.20300   3.37000       129.30000         0.02200         0.02100          0.13329          0.13063
   0.74700   8.97900   3.92000       191.60000         0.02200         0.01800          0.19212          0.18570
   0.69000   8.63300   4.76000       299.60000         0.01600         0.01500          0.30207          0.29440
   0.60900   8.09800   6.07000       510.70000         0.01500         0.01300          0.52625          0.51640
   0.53300   7.52100   7.48000       830.20000         0.01500         0.01200          0.81835          0.80853
   0.42400   6.57100   9.80000      1358.00000         0.01600         0.01200          1.35292          1.35342
   0.35300   5.83600  11.59000      1834.00000         0.01700         0.00800          1.75965          1.79578
   0.26400   4.77300  14.19000      2471.00000         0.01700         0.00800          2.44981          2.45249
   0.17600   3.50000  17.29000      3322.00000         0.02000         0.01200          3.48304          3.35453
   0.81900  12.40700   3.63000        39.67000         0.02800         0.02400          0.04443          0.04262
   0.76200  11.95400   4.62000        76.94000         0.01900         0.01900          0.07981          0.07631
   0.67800  11.23600   6.21000       161.80000         0.01700         0.01500          0.16326          0.16004
   0.59900  10.47500   7.88000       290.00000         0.01400         0.01300          0.28787          0.28754
   0.52300   9.65600   9.68000       461.60000         0.01700         0.01200          0.47068          0.46216
   0.41700   8.34900  12.55000       802.60000         0.01500         0.01200          0.78660          0.79558
   0.34700   7.35500  14.74000      1087.00000         0.01800         0.00800          1.02466          1.07903
   0.25900   5.94100  17.85000      1539.00000         0.01700         0.00800          1.44936          1.52090
   0.17200   4.29000  21.48000      2119.00000         0.01900         0.01200          2.21826          2.16464
   0.59200  13.69400  10.32000       157.90000         0.01700         0.01300          0.76911          0.15742
   0.51700  12.54700  12.59000       256.10000         0.01800         0.01200          0.21333          0.25788
   0.41300  10.74300  16.17000       465.30000         0.01800         0.01200          0.45714          0.45771
   0.34300   9.39100  18.85000       629.40000         0.01800         0.00800          0.60054          0.63483
   0.25700   7.50200  22.60000       938.90000         0.02200         0.00800          0.84066          0.92352
   0.17100   5.35000  26.86000      1360.00000         0.02500         0.01200          1.34367          1.36335
   0.70000   5.00000   3.02000       764.40000         0.01200         0.00700          0.79214          0.75731
   0.30000   2.00000   5.55000     33460.00000         0.01200         0.00500         33.53485         33.86960
   0.40000   2.00000   3.88000     48380.00000         0.01200         0.00500         48.82741         48.24990
   0.50000   5.00000   5.88000      1860.00000         0.01100         0.00500          1.91410          1.85892
   0.22000   2.00000   7.97000     35810.00000         0.01200         0.00500         35.60456         35.28865
   0.30000   5.00000  12.55000      1760.00000         0.01100         0.00500          1.76467          1.75981
   0.13000   2.00000  14.26000     19480.00000         0.01200         0.00500         19.28829         19.49662
   0.40000   5.00000   8.38000      3415.00000         0.01000         0.00500          3.47300          3.40458
   0.50000   5.00000   5.88000      3934.00000         0.00900         0.00500          4.04741          3.95710
   0.60000   5.00000   4.21000      3528.00000         0.00900         0.00600          3.63312          3.53901
   0.70000   5.00000   3.02000      2633.00000         0.01300         0.01000          2.70040          2.61397
   0.08900   2.00000  21.35000     12210.00000         0.01200         0.00500         11.72811         12.43534
   0.30000   5.00000  12.55000      4747.00000         0.01200         0.00500          4.73722          4.78008
   0.70000  10.00000   5.17000       214.80000         0.01600         0.00800          0.21919          0.21252
   0.80000  10.00100   3.38000       117.90000         0.01900         0.01300          0.12379          0.11987
   0.22000   5.00000  18.61000      3698.00000         0.01200         0.00500          3.52596          3.64777
   0.50000  10.00000  10.88000       521.10000         0.01500         0.00500          0.53561          0.52118
   0.60000  10.00000   7.55000       487.50000         0.01200         0.00600          0.48279          0.48319
   0.40000   9.99900  15.88000       936.90000         0.01100         0.00500          0.94247          0.94585
   0.14000   5.00000  31.60000      3672.00000         0.00700         0.00500          3.63640          3.67251
   0.30000  10.00100  24.21000       930.80000         0.01400         0.00500          0.86488          0.91838
   0.20000   1.00000   4.88000     18200.00000         0.01000         0.00300         18.21723         18.72245
   0.20000   1.00000   4.88000     24720.00000         0.01000         0.00300         24.97730         25.62607
   0.20000   1.00000   4.88000     32480.00000         0.01000         0.00300         32.27758         33.09170
   0.20000   1.00000   4.88000     87080.00000         0.01000         0.00300         85.06669         86.90467
   0.20000   1.00000   4.88000    133400.00000         0.00900         0.00400        128.02257        131.26072
   0.20000   1.50000   6.88000     11330.00000         0.01000         0.00300         11.52159         11.36127
   0.20000   1.50000   6.88000     20180.00000         0.00800         0.00300         20.74622         20.54780
   0.20000   1.50000   6.88000     32430.00000         0.00800         0.00300         32.71369         32.52674
   0.20000   1.50000   6.88000     42350.00000         0.00800         0.00300         42.18804         41.97052
   0.20000   1.50000   6.88000     59500.00000         0.00800         0.00400         58.74467         58.63038
   0.20000   2.50000  10.88000      3761.00000         0.01500         0.00400          3.78109          3.68615
   0.20000   2.50000  10.88000     11580.00000         0.00700         0.00300         11.70614         11.56916
   0.20000   2.50000  10.88000     20130.00000         0.00900         0.00300         20.35210         20.20873
   0.20000   5.00000  20.88000      1466.00000         0.01200         0.00500          1.47274          1.49244
   0.20000   5.00000  20.88000      2423.00000         0.00900         0.00400          2.40017          2.45426
   0.20000   5.00100  20.88000      3538.00000         0.00900         0.00300          3.48352          3.58831
   0.20000   5.00000  20.88000      4624.00000         0.00800         0.00300          4.49763          4.64958
   0.35000   1.50000   3.67000     11330.00000         0.00900         0.00300         11.39253         11.70581
   0.35000   1.50000   3.67000     14720.00000         0.00900         0.00300         14.83430         15.17937
   0.35000   1.50000   3.67000     18230.00000         0.00900         0.00300         18.55156         18.85380
   0.35000   1.50000   3.67000     43980.00000         0.00900         0.00300         44.43897         44.53138
   0.35000   1.50000   3.67000     89300.00000         0.01400         0.00400         90.72686         90.01406
   0.35000   2.50000   5.52000      3794.00000         0.00900         0.00300          3.85838          3.80178
   0.35000   2.50000   5.52000      6539.00000         0.00900         0.00300          6.68591          6.62588
   0.35000   2.50000   5.52000     10530.00000         0.00900         0.00300         10.70604         10.67909
   0.35000   2.50000   5.52000     13060.00000         0.00800         0.00300         13.12312         13.09304
   0.35000   2.50000   5.52000     29770.00000         0.00900         0.00300         30.15964         30.16443
   0.35000   5.00000  10.17000      1250.00000         0.01100         0.00300          1.23984          1.23113
   0.35000   5.00000  10.17000      2396.00000         0.00800         0.00300          2.38860          2.38872
   0.35000   5.00000  10.17000      4009.00000         0.00800         0.00300          3.96039          3.97873
   0.35000   5.00000  10.17000      6126.00000         0.00800         0.00300          6.09159          6.14720
   0.50000   2.50000   3.38000      1505.00000         0.01000         0.00400          1.51425          1.54308
   0.50000   2.50100   3.38000      2655.00000         0.01100         0.00300          2.68904          2.70083
   0.50000   2.50000   3.38000      6874.00000         0.01000         0.00300          7.07349          6.98776
   0.50000   2.50000   3.38000     15310.00000         0.00800         0.00300         15.72022         15.40342
   0.50000   2.50000   3.38000     31820.00000         0.00900         0.00300         33.18585         32.55671
   0.50000   5.00100   5.88000       472.70000         0.01400         0.00400          0.48936          0.46819
   0.50000   5.00100   5.88000       981.80000         0.00900         0.00300          1.01372          0.97724
   0.50000   5.00100   5.88000      1874.00000         0.00900         0.00300          1.92252          1.86590
   0.50000   5.00000   5.88000      5241.00000         0.00700         0.00300          5.46937          5.33821
   0.50000   7.50000   8.38000       233.90000         0.01700         0.00400          0.23418          0.23019
   0.50000   7.50000   8.38000      1278.00000         0.01100         0.00300          1.28424          1.26829
   0.50000   9.99900  10.88000       145.80000         0.01300         0.00400          0.14351          0.14021
   0.50000  10.00100  10.88000       279.00000         0.01300         0.00300          0.28118          0.27421
   0.50000  10.00000  10.88000       675.60000         0.00800         0.00300          0.69588          0.67811
   0.49200   7.22000   8.33000       998.50000         0.01600         0.00300          0.98746          0.97524
   0.43200   5.68000   8.34000      2846.00000         0.01500         0.00300          2.90873          2.86864
   0.41900   8.39100  12.52000       786.50000         0.02000         0.00300          0.77141          0.78113
