 x    Q2    WSQ   XS_data   XS_stat_err  XS_sys_err    XS_f1f217    XS_ineft
   0.06500   0.92100  14.06000    505100.00000         0.02000         0.01100        503.09467        482.12724
   0.31400   1.10100   3.28000   2107000.00000         0.01900         0.01200       2123.09358       2019.46893
   0.26600   1.07800   3.86000   2001000.00000         0.01900         0.01300       2008.88152       1963.89448
   0.21800   1.04700   4.63000   1744000.00000         0.01900         0.01300       1689.33199       1732.86896
   0.16800   0.99800   5.84000   1449000.00000         0.01800         0.01200       1445.42064       1422.16257
   0.12600   0.93700   7.39000   1165000.00000         0.02000         0.01200       1161.64770       1130.22215
   0.09700   0.87400   9.00000    941700.00000         0.02000         0.01200        929.83510        922.38343
   0.07700   0.81100  10.56000    795800.00000         0.02000         0.01200        809.03060        780.66519
   0.22900   0.71700   3.30000   3768000.00000         0.01900         0.01400       3712.42298       3601.16384
   0.17900   0.69200   4.05000   3184000.00000         0.01900         0.01400       3246.49309       3121.62058
   0.13300   0.65500   5.17000   2457000.00000         0.01800         0.01300       2444.85560       2418.06108
   0.10100   0.61700   6.35000   1935000.00000         0.01800         0.01400       1942.66766       1913.05564
   0.08100   0.58100   7.46000   1596000.00000         0.01800         0.01400       1596.14625       1584.30961
   0.74700  11.76900   4.86000       203.30000         0.03800         0.02000          0.17474          0.19143
   0.70300  11.43700   5.70000       282.80000         0.02300         0.01800          0.25346          0.28458
   0.64700  10.97700   6.86000       446.70000         0.01500         0.01500          0.38598          0.43931
   0.60400  10.59400   7.83000       584.60000         0.01300         0.01400          0.51172          0.58670
   0.55300  10.10600   9.06000       778.80000         0.01900         0.01400          0.73943          0.79001
   0.49800   9.53700  10.50000      1011.00000         0.02000         0.01300          1.02759          1.03977
   0.44900   8.98900  11.89000      1308.00000         0.02000         0.01300          1.27019          1.28312
   0.40600   8.45300  13.25000      1526.00000         0.02100         0.01300          1.50333          1.51699
   0.36800   7.95000  14.52000      1737.00000         0.02100         0.01300          1.70863          1.72913
   0.33400   7.46500  15.75000      1904.00000         0.01700         0.01300          1.90753          1.92697
   0.31300   7.14400  16.57000      2020.00000         0.02500         0.01300          2.03610          2.05469
   0.78400   9.04500   3.37000       314.10000         0.02200         0.02400          0.28999          0.29248
   0.73800   8.81700   4.02000       446.70000         0.01900         0.02000          0.44163          0.44912
   0.68400   8.53000   4.83000       684.20000         0.02100         0.01700          0.66330          0.68543
   0.62800   8.20700   5.74000       972.50000         0.02300         0.01500          0.95932          0.99103
   0.57300   7.85700   6.74000      1353.00000         0.02000         0.01400          1.31697          1.35303
   0.52800   7.54400   7.62000      1627.00000         0.01700         0.01300          1.65302          1.68250
   0.47600   7.14500   8.75000      2084.00000         0.01800         0.01300          2.07855          2.10000
   0.42700   6.73700   9.91000      2435.00000         0.01700         0.01300          2.49009          2.50851
   0.38200   6.32100  11.09000      2765.00000         0.01700         0.01300          2.87928          2.89613
   0.35200   6.01700  11.96000      3101.00000         0.02600         0.01300          3.13753          3.16060
   0.72800   6.55100   3.32000      1118.00000         0.02300         0.01900          1.05516          1.05341
   0.67900   6.37300   3.90000      1452.00000         0.02000         0.01600          1.49403          1.50302
   0.62500   6.16200   4.57000      2103.00000         0.02200         0.01500          2.01930          2.04907
   0.56800   5.91100   5.37000      2758.00000         0.02200         0.01400          2.69854          2.73008
   0.51300   5.64300   6.23000      3364.00000         0.02100         0.01300          3.44586          3.44341
   0.46000   5.35200   7.16000      4069.00000         0.02100         0.01300          4.19454          4.16462
   0.41600   5.08400   8.02000      4822.00000         0.02500         0.01300          4.80370          4.76670
   0.38400   4.87700   8.70000      5101.00000         0.10000         0.01300          5.21264          5.19014
   0.64400   4.35400   3.28000      4543.00000         0.01600         0.01500          4.47823          4.47446
   0.59500   4.22800   3.75000      5642.00000         0.01400         0.01400          5.65483          5.76862
   0.54300   4.07900   4.31000      6924.00000         0.01300         0.01300          6.81662          7.05797
   0.50500   3.95900   4.77000      7699.00000         0.02600         0.01300          7.79990          8.05929
   0.51600  13.40100  13.46000       265.80000         0.02100         0.01300          0.26488          0.26822
   0.47100  12.57100  15.00000       346.40000         0.02200         0.01300          0.34018          0.34326
   0.43600  11.89600  16.26000       395.30000         0.02700         0.01300          0.40598          0.40905
   0.41200  11.40700  17.18000       521.60000         0.09800         0.01300          0.45505          0.45911
   0.65000  13.55300   8.17000       147.10000         0.02200         0.01500          0.12369          0.15017
   0.59800  12.86600   9.51000       212.00000         0.02100         0.01400          0.20678          0.21986
   0.54700  12.13800  10.94000       305.70000         0.02000         0.01300          0.30508          0.30650
   0.48900  11.26800  12.64000       420.20000         0.01600         0.01300          0.42137          0.42315
   0.45700  10.74300  13.67000       492.50000         0.01200         0.01300          0.49748          0.49926
   0.43200  10.34200  14.46000       563.30000         0.03200         0.01300          0.55802          0.55973
   0.81900  11.88400   3.50000        53.70000         0.03600         0.02500          0.05710          0.05586
   0.77400  11.53600   4.25000        95.55000         0.02600         0.02000          0.09010          0.09394
   0.72300  11.12000   5.14000       159.90000         0.02500         0.01700          0.14335          0.15594
   0.66900  10.65300   6.14000       239.80000         0.02300         0.01500          0.22190          0.24488
   0.61600  10.16100   7.20000       359.10000         0.02100         0.01400          0.32408          0.35855
   0.56600   9.65100   8.29000       493.40000         0.02000         0.01400          0.45483          0.49287
   0.51500   9.10600   9.46000       664.80000         0.02100         0.01300          0.63816          0.65108
   0.47900   8.69500  10.36000       733.50000         0.05300         0.01300          0.78059          0.77846
   0.77800   8.80500   3.39000       200.00000         0.02400         0.02100          0.19442          0.19364
   0.72600   8.51000   4.09000       324.70000         0.02000         0.01700          0.30942          0.31092
   0.67300   8.18700   4.86000       484.60000         0.01900         0.01500          0.45980          0.47052
   0.62100   7.84300   5.67000       685.00000         0.01800         0.01400          0.65511          0.66640
   0.57200   7.50100   6.49000       882.20000         0.02400         0.01400          0.87499          0.88381
   0.53400   7.21500   7.17000      1138.00000         0.06200         0.01300          1.07103          1.07472
   0.52200  13.90800  13.61000       118.80000         0.02700         0.01300          0.12258          0.12199
   0.48000  13.01200  14.97000       162.20000         0.02800         0.01300          0.15906          0.15778
   0.46000  12.57900  15.64000       173.10000         0.05700         0.01300          0.17814          0.17699
   0.69600  13.69300   6.87000        56.08000         0.02500         0.01500          0.04697          0.05482
   0.64100  12.92800   8.11000        87.72000         0.02300         0.01400          0.07334          0.08794
   0.58700  12.12700   9.41000       132.50000         0.02200         0.01400          0.12628          0.13233
   0.53800  11.37300  10.63000       185.70000         0.02400         0.01300          0.18536          0.18286
   0.49600  10.68100  11.75000       246.00000         0.03200         0.01300          0.23978          0.23638
   0.81000  11.06900   3.47000        36.82000         0.03300         0.02100          0.03823          0.03718
   0.76900  10.72000   4.09000        61.29000         0.03300         0.01800          0.05846          0.05902
   0.71200  10.20300   5.01000       109.20000         0.02700         0.01600          0.09940          0.10424
   0.64900   9.60300   6.08000       173.90000         0.02400         0.01400          0.16641          0.17548
   0.59000   9.00500   7.15000       262.70000         0.02500         0.01400          0.25411          0.26557
   0.53400   8.40700   8.21000       371.50000         0.02600         0.01300          0.36311          0.37193
   0.73500   6.72600   3.31000       284.70000         0.02000         0.01600          0.27957          0.27355
   0.68600   6.46700   3.84000       409.00000         0.02300         0.01500          0.40918          0.40252
   0.63600   6.18900   4.42000       554.30000         0.02600         0.01400          0.56200          0.56009
   0.59900   5.97000   4.87000       630.00000         0.12300         0.01400          0.70083          0.69965
   0.54600  12.82000  11.53000        80.85000         0.03000         0.01300          0.07882          0.07694
   0.80000  13.88300   4.35000        13.10000         0.03600         0.01900          0.01213          0.01200
   0.71900  12.81500   5.89000        31.78000         0.02900         0.01600          0.02781          0.03073
   0.64200  11.74700   7.43000        65.43000         0.02900         0.01400          0.05414          0.06203
   0.56900  10.67900   8.96000       108.90000         0.03000         0.01300          0.10212          0.10738
   0.78100  10.25200   3.76000        35.30000         0.03400         0.01800          0.03511          0.03405
   0.69100   9.39800   5.09000        80.84000         0.03000         0.01500          0.08062          0.08213
   0.60700   8.54300   6.41000       173.20000         0.02900         0.01400          0.15578          0.15749
   0.52900   7.68900   7.73000       254.70000         0.03900         0.01300          0.26194          0.26025
   0.58000  13.37600  10.55000        20.79000         0.05000         0.04200          0.02089          0.01990
   0.54300  12.56900  11.47000        29.50000         0.03700         0.05300          0.02787          0.02651
   0.51400  11.94500  12.19000        39.07000         0.07000         0.06900          0.03415          0.03259
   0.79200  13.52700   4.42000         4.72300         0.04300         0.03100          0.00454          0.00442
   0.73600  12.68400   5.42000         9.44500         0.04300         0.03000          0.00833          0.00877
   0.68100  11.83900   6.42000        16.16000         0.03800         0.03000          0.01425          0.01550
   0.63200  11.07600   7.32000        24.68000         0.03600         0.03100          0.02196          0.02405
   0.59000  10.41000   8.10000        35.22000         0.03500         0.03300          0.03127          0.03374
   0.54500   9.68200   8.96000        49.42000         0.04000         0.03800          0.04689          0.04709
   0.50900   9.09400   9.66000        60.16000         0.08500         0.05000          0.06234          0.06023
   0.75800   7.58700   3.30000        30.99000         0.02100         0.03000          0.03118          0.02906
   0.70600   7.15000   3.86000        50.20000         0.02100         0.03000          0.05146          0.04803
   0.65400   6.71000   4.43000        77.27000         0.02000         0.03000          0.07740          0.07347
   0.60900   6.31700   4.93000       108.10000         0.01900         0.03000          0.10736          0.10249
   0.56900   5.96300   5.39000       149.00000         0.02700         0.03100          0.14068          0.13435
   0.52200   5.53400   5.94000       178.70000         0.05300         0.03400          0.18903          0.17989
   0.48300   5.17300   6.41000       243.80000         0.05000         0.03900          0.23665          0.22499
   0.44400   4.79600   6.89000       336.20000         0.06100         0.05300          0.29154          0.27819
   0.41300   4.50300   7.27000       401.60000         0.06500         0.07400          0.33946          0.32479
   0.39000   4.27700   7.57000       329.10000         0.23600         0.10700          0.37872          0.36423
   0.47200  13.13600  15.60000        40.37000         0.04800         0.05100          0.04344          0.04178
   0.43200  12.10300  16.81000        51.68000         0.07200         0.06100          0.05537          0.05361
   0.40500  11.39400  17.64000        58.45000         0.09100         0.07100          0.06495          0.06295
   0.37700  10.66300  18.49000        43.20000         0.42800         0.08500          0.07594          0.07369
   0.59500  13.49600  10.08000        24.19000         0.06100         0.02900          0.02704          0.02589
   0.54800  12.54100  11.23000        38.38000         0.05800         0.03000          0.03865          0.03700
   0.50400  11.61900  12.33000        50.69000         0.05700         0.03100          0.05257          0.05032
   0.46600  10.82500  13.27000        63.83000         0.04800         0.03300          0.06691          0.06402
   0.42900  10.02400  14.24000        78.52000         0.06800         0.03800          0.08353          0.08037
   0.40200   9.44400  14.93000        81.08000         0.11700         0.04600          0.09730          0.09371
   0.74100   7.61900   3.54000        54.02000         0.14100         0.03000          0.04975          0.04653
   0.69500   7.24100   4.06000        66.70000         0.07700         0.02900          0.07429          0.07041
   0.64500   6.81900   4.63000        98.02000         0.07100         0.02900          0.10915          0.10484
   0.58700   6.31600   5.33000       158.80000         0.05700         0.02900          0.16497          0.15844
   0.54100   5.90600   5.89000       209.60000         0.06100         0.02900          0.22068          0.21131
   0.50200   5.54500   6.39000       272.20000         0.05500         0.02900          0.27802          0.26561
   0.46200   5.16800   6.91000       327.10000         0.04500         0.02900          0.34529          0.32975
   0.42200   4.78400   7.43000       454.10000         0.04000         0.03000          0.42039          0.40262
   0.38100   4.37400   8.00000       537.30000         0.03800         0.03200          0.50967          0.49083
   0.34400   4.00300   8.51000       589.90000         0.04100         0.03900          0.59298          0.57951
   0.31000   3.64500   9.00000      1062.00000         0.36200         0.05600          0.67794          0.67441
   0.41800   1.68000   3.22000    436500.00000         0.01600         0.00900        420.32756        406.03406
   0.36300   1.64000   3.76000    445800.00000         0.01900         0.01000        446.39485        432.67377
   0.32400   1.60600   4.22000    455000.00000         0.02000         0.01000        414.57228        425.07648
   0.21300   1.45700   6.27000    364700.00000         0.01900         0.01000        367.73553        357.04083
   0.13400   1.25600   9.02000    285100.00000         0.02000         0.01300        274.23691        272.88344
   0.08200   1.01900  12.27000    223800.00000         0.01600         0.01200        219.05718        213.22594
   0.06300   0.88700  14.07000    201800.00000         0.01800         0.01200        198.50778        193.41842
   0.51700   2.37500   3.10000    207500.00000         0.02600         0.01200        192.90053        197.92743
   0.44700   2.32000   3.75000    210700.00000         0.02500         0.01100        215.03739        214.96644
   0.40500   2.27900   4.23000    228100.00000         0.02100         0.01100        212.45626        222.40867
   0.34400   2.20600   5.08000    209500.00000         0.02000         0.01000        224.10100        225.97708
   0.28100   2.10500   6.27000    219300.00000         0.01600         0.01000        220.69089        217.15432
   0.22900   1.99300   7.58000    203300.00000         0.02000         0.01000        204.97024        201.18820
   0.18700   1.86900   9.02000    185100.00000         0.01700         0.00900        182.86850        182.90238
   0.15200   1.73600  10.58000    168000.00000         0.01700         0.00900        166.75597        165.16936
   0.12300   1.59200  12.27000    153000.00000         0.01600         0.00900        151.77335        149.35537
   0.07800   1.27200  16.02000    133000.00000         0.01800         0.02600        129.44520        125.95374
   0.59800   3.49900   3.23000     68030.00000         0.02200         0.01800         66.61023         65.77345
   0.54800   3.45000   3.72000     76520.00000         0.01900         0.01600         76.85643         78.92840
   0.49300   3.38400   4.36000     90160.00000         0.01900         0.01400         84.52332         89.83644
   0.44000   3.31000   5.09000     97400.00000         0.01700         0.01300         95.67771         98.48629
   0.37200   3.18900   6.27000    104400.00000         0.01600         0.01200        104.25815        105.15801
   0.31300   3.05500   7.58000    104100.00000         0.01600         0.01200        107.25988        106.07699
   0.25500   2.87700   9.29000    102400.00000         0.01600         0.01100        100.88319        102.33528
   0.18500   2.57600  12.27000     90710.00000         0.01900         0.01000         92.09000         91.75774
   0.15300   2.39100  14.08000     88640.00000         0.02100         0.00900         86.28710         85.60998
   0.12700   2.19300  16.02000     80510.00000         0.02000         0.00900         81.03972         79.98261
   0.10300   1.98300  18.08000     76480.00000         0.01700         0.00800         76.72263         75.28224
   0.08300   1.75900  20.26000     72680.00000         0.01700         0.02600         73.46397         71.78102
   0.06600   1.52300  22.57000     75500.00000         0.02700         0.02600         71.53183         69.72637
   0.77000   8.19300   3.33000      1075.00000         0.03200         0.02900          1.06168          1.07704
   0.71800   8.02500   4.03000      1568.00000         0.02300         0.02100          1.60118          1.63716
   0.67000   7.85100   4.75000      2245.00000         0.02000         0.01700          2.20059          2.28196
   0.61000   7.61400   5.75000      3127.00000         0.01700         0.01400          3.14725          3.22567
   0.53100   7.24500   7.28000      4525.00000         0.01400         0.01100          4.53915          4.63959
   0.42200   6.60600   9.94000      6332.00000         0.01500         0.00900          6.56721          6.65639
   0.35000   6.07100  12.18000      7648.00000         0.01500         0.00900          7.69770          7.82866
   0.26100   5.22300  15.71000      8640.00000         0.01500         0.02600          8.83467          8.94634
   0.17300   4.08400  20.45000      9768.00000         0.01500         0.02600          9.84752          9.81943
   0.75100   7.33400   3.32000       683.70000         0.01900         0.02000          0.67472          0.67555
   0.70400   7.14800   3.89000       971.10000         0.01600         0.01700          0.97320          0.97449
   0.66000   6.96000   4.47000      1323.00000         0.01600         0.01500          1.28349          1.30255
   0.61600   6.75700   5.09000      1669.00000         0.01600         0.01400          1.65480          1.68479
   0.53600   6.34100   6.37000      2428.00000         0.01500         0.01300          2.49445          2.49454
   0.42600   5.64800   8.50000      3709.00000         0.01400         0.01200          3.75759          3.74501
   0.35300   5.09000  10.21000      4568.00000         0.01400         0.01200          4.55663          4.58072
   0.26300   4.25200  12.78000      5491.00000         0.01600         0.00900          5.53790          5.57904
   0.17400   3.19800  16.02000      7145.00000         0.02200         0.00900          6.63544          6.68534
   0.80200  10.11500   3.38000       185.30000         0.02700         0.02500          0.18000          0.18155
   0.76000   9.88300   4.01000       287.90000         0.02200         0.01900          0.27248          0.27878
   0.69000   9.46800   5.14000       501.40000         0.01900         0.01700          0.47732          0.50469
   0.60700   8.91200   6.66000       870.50000         0.01600         0.01400          0.83592          0.88276
   0.52900   8.31400   8.28000      1324.00000         0.01600         0.01300          1.28384          1.33377
   0.42100   7.33200  10.96000      2058.00000         0.01600         0.01200          2.06325          2.07560
   0.35000   6.55800  13.06000      2644.00000         0.01800         0.01200          2.58099          2.60464
   0.26200   5.41600  16.17000      3306.00000         0.01700         0.00800          3.27134          3.29464
   0.17400   4.01800  19.97000      4103.00000         0.01900         0.01200          4.14353          4.13628
   0.82000  13.90700   3.93000        60.68000         0.03100         0.02700          0.06128          0.05974
   0.78700  13.63800   4.57000        92.51000         0.02500         0.02200          0.08420          0.08963
   0.74900  13.31800   5.35000       137.40000         0.02000         0.01800          0.12128          0.13603
   0.67500  12.64300   6.98000       266.40000         0.01800         0.01300          0.22266          0.26509
   0.59600  11.84400   8.90000       457.10000         0.01800         0.01400          0.41291          0.46271
   0.52100  10.97800  10.99000       701.20000         0.01700         0.01300          0.70388          0.71284
   0.41500   9.57600  14.37000      1142.00000         0.01600         0.01200          1.12726          1.14355
   0.22200   6.18200  22.56000      2153.00000         0.01700         0.00800          2.15218          2.14970
   0.17200   5.05600  25.28000      2587.00000         0.02000         0.01200          2.56491          2.53091
   0.51700   2.49700   3.22000     14860.00000         0.01400         0.00900         14.89951         14.78043
   0.48500   2.43400   3.47000     15980.00000         0.01700         0.00900         16.42543         16.36990
   0.42100   2.29200   4.03000     18990.00000         0.01600         0.00900         18.78530         19.17951
   0.32600   2.02800   5.07000     21740.00000         0.01400         0.00900         21.88135         22.17175
   0.24300   1.72700   6.26000     23750.00000         0.01600         0.01000         24.36004         23.81810
   0.17300   1.39500   7.57000     23100.00000         0.01800         0.01000         25.23851         24.85596
   0.71800   6.02900   3.25000       918.40000         0.02500         0.01700          0.93286          0.93112
   0.65300   5.78200   3.95000      1393.00000         0.03500         0.01500          1.41796          1.42649
   0.61500   5.62400   4.41000      1772.00000         0.03100         0.01400          1.74220          1.76866
   0.54400   5.30300   5.32000      2437.00000         0.02200         0.01300          2.45899          2.48105
   0.43200   4.69300   7.05000      3735.00000         0.02300         0.00900          3.80590          3.76561
   0.35800   4.20800   8.43000      4768.00000         0.01900         0.00900          4.67526          4.64731
   0.26700   3.48800  10.48000      5704.00000         0.01800         0.00900          5.69825          5.73813
   0.17600   2.59800  13.01000      6963.00000         0.02300         0.01200          6.88951          6.99081
   0.78600   9.19800   3.38000       179.40000         0.02400         0.02200          0.18023          0.18078
   0.74700   8.97800   3.92000       263.90000         0.02500         0.01800          0.26315          0.26400
   0.69000   8.63300   4.76000       418.30000         0.01800         0.01600          0.40959          0.42243
   0.60900   8.09800   6.07000       723.30000         0.01900         0.01400          0.71062          0.72843
   0.53300   7.52100   7.48000      1090.00000         0.01600         0.01300          1.09034          1.10541
   0.42400   6.57100   9.80000      1744.00000         0.01700         0.01300          1.75496          1.75391
   0.35300   5.83600  11.59000      2241.00000         0.01800         0.00900          2.23429          2.23702
   0.26400   4.77300  14.19000      2910.00000         0.02000         0.00900          2.89174          2.89946
   0.17600   3.50000  17.29000      3788.00000         0.02400         0.01200          3.72510          3.74975
   0.81800  12.40500   3.63000        55.41000         0.02900         0.02600          0.05753          0.05635
   0.76300  11.96300   4.60000       108.50000         0.02000         0.02000          0.09857          0.10599
   0.67800  11.23600   6.21000       226.30000         0.01900         0.01500          0.20456          0.23004
   0.59900  10.47500   7.88000       400.30000         0.01700         0.01400          0.35629          0.40466
   0.52300   9.65600   9.68000       618.80000         0.01800         0.01300          0.61770          0.62955
   0.41700   8.34900  12.55000      1007.00000         0.01700         0.01200          1.02583          1.02733
   0.34700   7.35500  14.74000      1357.00000         0.01800         0.00900          1.33433          1.33963
   0.25900   5.94100  17.85000      1821.00000         0.02000         0.00900          1.79038          1.79273
   0.17200   4.29000  21.48000      2351.00000         0.02400         0.01200          2.42699          2.41319
   0.59200  13.69400  10.32000       215.70000         0.02000         0.01300          0.21721          0.22064
   0.51700  12.54700  12.59000       349.10000         0.02000         0.01300          0.34611          0.35007
   0.41300  10.74300  16.17000       605.40000         0.02200         0.01200          0.58418          0.58951
   0.34300   9.39100  18.85000       770.60000         0.02000         0.00800          0.78007          0.78644
   0.25700   7.50200  22.60000      1085.00000         0.02300         0.00900          1.08804          1.08668
   0.17100   5.35000  26.86000      1531.00000         0.02400         0.01200          1.54754          1.51780
   0.51600  13.60600  13.63000       220.20000         0.02000         0.01300          0.21443          0.21635
   0.41200  11.51600  17.29000       370.40000         0.01800         0.00900          0.37469          0.37632
   0.34300   9.98000  19.98000       510.40000         0.01800         0.00900          0.51369          0.51449
   0.25700   7.88000  23.66000       728.50000         0.01900         0.00900          0.74025          0.73490
   0.17100   5.54800  27.75000       987.30000         0.03000         0.01300          1.09070          1.06514
