 exp   x    Q2    WSQ   F2Dp_data   F2Dp_err  F2Dp_norm  F2Dp_f1f217   F2Dp_ineft   F2d_f1f217   F2p_f1f217      F2d_ineft   F2p_ineft
8.0   0.46000   1.57000   2.72340      0.76090      0.05230      0.01000          1.58100          0.82712          0.35168          0.22244          0.17619          0.21302
8.0   0.46500   1.57700   2.69475      0.82630      0.05050      0.01000          1.63435          0.85350          0.34325          0.21002          0.17338          0.20314
8.0   0.46900   1.58400   2.67375      0.82380      0.04790      0.01000          1.66862          0.87019          0.33680          0.20184          0.17112          0.19664
8.0   0.47400   1.59100   2.64589      0.85950      0.04810      0.01000          1.70691          0.88837          0.32886          0.19266          0.16829          0.18944
8.0   0.47900   1.59800   2.61847      0.84360      0.04810      0.01000          1.73600          0.90117          0.32140          0.18514          0.16547          0.18362
8.0   0.48300   1.60500   2.59834      0.86340      0.04810      0.01000          1.75162          0.90697          0.31590          0.18035          0.16321          0.17995
8.0   0.48800   1.61200   2.57163      0.84090      0.04820      0.01000          1.76550          0.90996          0.30951          0.17531          0.16040          0.17627
8.0   0.49300   1.61900   2.54533      0.85410      0.04820      0.01000          1.77097          0.90716          0.30376          0.17152          0.15761          0.17374
8.0   0.50300   1.63300   2.49388      0.86210      0.05130      0.01000          1.75603          0.88366          0.29421          0.16754          0.15213          0.17216
8.0   0.50800   1.64000   2.46870      0.84510      0.05120      0.01000          1.73395          0.86267          0.29028          0.16741          0.14948          0.17328
8.0   0.51400   1.64700   2.43764      0.86730      0.05130      0.01000          1.69039          0.82770          0.28628          0.16935          0.14643          0.17691
8.0   0.51900   1.65400   2.41325      0.83200      0.05140      0.01000          1.64125          0.79321          0.28320          0.17255          0.14401          0.18155
8.0   0.52400   1.66100   2.38920      0.79870      0.05150      0.01000          1.57910          0.75407          0.28029          0.17750          0.14174          0.18797
8.0   0.52900   1.66800   2.36547      0.77830      0.05150      0.01000          1.50526          0.71238          0.27740          0.18428          0.13961          0.19598
8.0   0.53500   1.67500   2.33620      0.75900      0.05140      0.01000          1.40317          0.66200          0.27385          0.19517          0.13720          0.20726
8.0   0.54000   1.68200   2.31317      0.70790      0.05160      0.01000          1.32327          0.62891          0.27042          0.20435          0.13509          0.21480
8.0   0.54600   1.68900   2.28476      0.63750      0.05160      0.01000          1.24410          0.60476          0.26576          0.21361          0.13218          0.21857
8.0   0.55100   1.69600   2.26239      0.59830      0.05180      0.01000          1.21074          0.60327          0.26118          0.21572          0.12929          0.21432
8.0   0.55700   1.70300   2.23481      0.60070      0.05180      0.01000          1.21686          0.62391          0.25491          0.20948          0.12539          0.20098
8.0   0.56300   1.71000   2.20766      0.56830      0.05190      0.01000          1.27148          0.66669          0.24778          0.19488          0.12202          0.18302
8.0   0.56900   1.71700   2.18093      0.60710      0.05190      0.01000          1.36102          0.76747          0.24000          0.17634          0.12679          0.16520
8.0   0.57500   1.72400   2.15462      0.63190      0.05190      0.01000          1.46142          0.75362          0.23181          0.15862          0.11297          0.14990
8.0   0.58100   1.73200   2.12942      0.68180      0.05220      0.01000          1.55222          0.78145          0.22347          0.14397          0.10766          0.13776
8.0   0.58700   1.73900   2.10388      0.75490      0.05220      0.01000          1.63062          0.80632          0.21515          0.13194          0.10315          0.12792
8.0   0.59300   1.74600   2.07871      0.76180      0.05260      0.01000          1.69093          0.82317          0.20709          0.12247          0.09887          0.12011
8.0   0.59900   1.75300   2.05390      0.78770      0.05270      0.01000          1.73408          0.83206          0.19943          0.11501          0.09470          0.11382
8.0   0.60500   1.76000   2.02945      0.86710      0.05290      0.01000          1.76279          0.83377          0.19223          0.10905          0.09061          0.10868
8.0   0.61200   1.76700   2.00061      0.86410      0.05300      0.01000          1.78283          0.84544          0.18443          0.10345          0.08769          0.10372
8.0   0.61800   1.77400   1.97691      0.87550      0.05300      0.01000          1.79111          0.85698          0.17836          0.09958          0.08588          0.10021
8.0   0.62500   1.78100   1.94895      0.86450      0.05330      0.01000          1.79486          0.86754          0.17190          0.09578          0.08394          0.09675
8.0   0.63100   1.78800   1.92595      0.88930      0.05340      0.01000          1.79525          0.87390          0.16693          0.09298          0.08235          0.09423
8.0   0.64500   1.80200   1.87215      0.88140      0.04890      0.01000          1.79523          0.88155          0.15709          0.08750          0.07901          0.08962
8.0   0.65200   1.80900   1.84589      0.89660      0.04900      0.01000          1.79745          0.88169          0.15300          0.08512          0.07749          0.08789
8.0   0.65900   1.81600   1.82005      0.88540      0.04900      0.01000          1.80199          0.87947          0.14942          0.08292          0.07607          0.08650
8.0   0.66600   1.82300   1.79459      0.85750      0.04910      0.01000          1.80842          0.87485          0.14632          0.08091          0.07476          0.08546
8.0   0.67300   1.83000   1.76952      0.87710      0.04910      0.01000          1.81522          0.86773          0.14364          0.07913          0.07356          0.08477
8.0   0.68000   1.83700   1.74483      0.91310      0.04930      0.01000          1.81998          0.85797          0.14134          0.07766          0.07248          0.08448
8.0   0.68800   1.84400   1.71659      0.89890      0.04920      0.01000          1.81869          0.84309          0.13920          0.07654          0.07144          0.08474
8.0   0.69500   1.85100   1.69266      0.87790      0.05060      0.01000          1.80730          0.82689          0.13755          0.07611          0.07065          0.08544
8.0   0.70300   1.85800   1.66531      0.88520      0.05330      0.01000          1.77732          0.80392          0.13600          0.07652          0.06998          0.08705
8.0   0.71000   1.86500   1.64212      0.90830      0.05330      0.01000          1.73383          0.78027          0.13467          0.07767          0.06952          0.08910
8.0   0.71800   1.87200   1.61560      0.82330      0.05330      0.01000          1.66184          0.74830          0.13322          0.08016          0.06920          0.09248
8.0   0.72600   1.87900   1.58951      0.83920      0.05340      0.01000          1.56944          0.71181          0.13155          0.08382          0.06895          0.09687
8.0   0.73400   1.88600   1.56384      0.74700      0.05370      0.01000          1.46492          0.67207          0.12950          0.08840          0.06854          0.10198
8.0   0.74200   1.89300   1.53857      0.73380      0.05370      0.01000          1.36015          0.63210          0.12687          0.09327          0.06758          0.10691
8.0   0.75100   1.90000   1.51031      0.70380      0.05370      0.01000          1.25911          0.59372          0.12310          0.09776          0.06533          0.11004
8.0   0.75900   1.90700   1.48587      0.72550      0.05380      0.01000          1.20207          0.57538          0.11880          0.09883          0.06197          0.10770
8.0   0.76700   1.91400   1.46179      0.72660      0.05410      0.01000          1.18809          0.57998          0.11369          0.09569          0.05755          0.09923
8.0   0.77600   1.92100   1.43487      0.75450      0.05450      0.01000          1.23716          0.61801          0.10710          0.08657          0.05201          0.08416
8.0   0.78500   1.92800   1.40841      0.92630      0.05460      0.01000          1.36560          0.68837          0.09979          0.07308          0.04659          0.06769
8.0   0.79400   1.93500   1.38238      0.96840      0.08590      0.01000          1.58407          0.78282          0.09212          0.05815          0.04169          0.05326
8.0   0.80300   1.94200   1.35679      1.10240      0.08640      0.01000          1.90837          0.89246          0.08442          0.04424          0.03735          0.04185
8.0   0.81200   1.94900   1.33160      1.42200      0.08670      0.01000          2.36915          1.01126          0.07705          0.03252          0.03347          0.03310
8.0   0.82100   1.95600   1.30682      1.62990      0.08710      0.01000          3.02741          1.13766          0.07029          0.02322          0.02990          0.02628
8.0   0.83100   1.96300   1.27957      2.13440      0.08790      0.01000          4.15464          1.29292          0.06378          0.01535          0.02616          0.02023
8.0   0.84000   1.97000   1.25559      2.40670      0.08850      0.01000          5.82656          1.45748          0.05896          0.01012          0.02289          0.01571
8.0   0.85000   1.97700   1.22924      3.52400      0.08940      0.01000          9.37914          1.70755          0.05491          0.00585          0.01927          0.01129
8.0   0.86000   1.98400   1.20333      5.72990      0.09090      0.01000         18.14815          2.14537          0.05228          0.00288          0.01560          0.00727
8.0   0.87000   1.99100   1.17786     12.77310      0.09230      0.01000         53.87144          3.38449          0.05110          0.00095          0.01182          0.00349
8.0   0.44600   1.62500   2.89885      0.68560      0.05310      0.01000          1.36634          0.68411          0.37545          0.27478          0.18351          0.26824
8.0   0.45800   1.65700   2.84126      0.68140      0.04800      0.01000          1.36154          0.70795          0.36075          0.26496          0.17679          0.24971
8.0   0.46900   1.68900   2.79263      0.73130      0.04810      0.01000          1.42929          0.75022          0.34558          0.24178          0.17058          0.22737
8.0   0.48000   1.72100   2.74477      0.77600      0.04820      0.01000          1.52456          0.79862          0.32942          0.21608          0.16437          0.20582
8.0   0.49200   1.75300   2.69036      0.79120      0.04840      0.01000          1.62709          0.84813          0.31147          0.19142          0.15763          0.18586
8.0   0.50400   1.78600   2.63801      0.86190      0.04860      0.01000          1.69987          0.88118          0.29457          0.17329          0.15092          0.17127
8.0   0.51500   1.81800   2.59245      0.83200      0.04890      0.01000          1.73774          0.89466          0.28063          0.16149          0.14481          0.16186
8.0   0.52700   1.85000   2.54079      0.84800      0.04910      0.01000          1.75129          0.89098          0.26721          0.15258          0.13828          0.15520
8.0   0.53900   1.88200   2.49001      0.80430      0.04820      0.01000          1.72980          0.86502          0.25572          0.14783          0.13193          0.15252
8.0   0.55100   1.91400   2.44004      0.77890      0.05170      0.01000          1.66612          0.81528          0.24587          0.14757          0.12590          0.15443
8.0   0.65400   2.17200   2.02946      0.87100      0.04830      0.01000          1.73037          0.82010          0.14989          0.08662          0.07068          0.08618
8.0   0.66700   2.20400   1.98070      0.84910      0.04830      0.01000          1.76275          0.84070          0.13824          0.07842          0.06621          0.07875
8.0   0.68100   2.23600   1.92776      0.87300      0.04890      0.01000          1.77081          0.85800          0.12730          0.07189          0.06238          0.07270
8.0   0.69500   2.26800   1.87566      0.87420      0.04920      0.01000          1.77086          0.86547          0.11795          0.06661          0.05885          0.06800
8.0   0.72300   2.33300   1.77419      0.91050      0.04840      0.01000          1.78421          0.85392          0.10311          0.05779          0.05256          0.06155
8.0   0.73700   2.36500   1.72431      0.90090      0.04860      0.01000          1.78646          0.83304          0.09723          0.05443          0.04980          0.05979
8.0   0.75100   2.39700   1.67510      0.88790      0.04890      0.01000          1.75433          0.79905          0.09204          0.05246          0.04733          0.05924
8.0   0.76600   2.42900   1.62237      0.81220      0.04910      0.01000          1.64522          0.74406          0.08694          0.05284          0.04506          0.06057
8.0   0.78100   2.46100   1.57044      0.75650      0.04930      0.01000          1.45595          0.67050          0.08171          0.05612          0.04289          0.06397
8.0   0.79500   2.49300   1.52320      0.66810      0.04730      0.01000          1.26610          0.60058          0.07612          0.06012          0.04011          0.06678
8.0   0.81100   2.52600   1.46903      0.61430      0.04700      0.01000          1.15462          0.57480          0.06879          0.05958          0.03497          0.06084
8.0   0.82600   2.55800   1.41921      0.67510      0.04920      0.01000          1.27844          0.66449          0.06103          0.04774          0.02906          0.04373
8.0   0.84200   2.59000   1.36636      0.83640      0.08270      0.01000          1.78208          0.86314          0.05260          0.02952          0.02341          0.02712
8.0   0.85700   2.62200   1.31786      1.47530      0.08360      0.01000          2.81613          1.08891          0.04541          0.01612          0.01889          0.01735
8.0   0.87300   2.65400   1.26645      2.51590      0.08490      0.01000          5.41126          1.37632          0.03939          0.00728          0.01447          0.01051
8.0   0.90600   2.71900   1.16246    261.94270      0.10600      0.01000        251.79553          7.41972          0.03453          0.00014          0.00537          0.00072
8.0   0.34550   1.64300   3.99278      0.83940      0.05040      0.01000          1.66124          0.84125          0.46683          0.28102          0.23364          0.27773
8.0   0.34900   1.65400   3.96561      0.80570      0.05050      0.01000          1.65866          0.84023          0.46373          0.27958          0.23186          0.27595
8.0   0.35300   1.66500   3.93207      0.80940      0.05050      0.01000          1.65523          0.83905          0.46009          0.27796          0.22984          0.27392
8.0   0.35650   1.67600   3.90562      0.79540      0.05050      0.01000          1.65238          0.83797          0.45678          0.27644          0.22803          0.27213
8.0   0.36050   1.68700   3.87297      0.80750      0.05040      0.01000          1.64897          0.83679          0.45296          0.27469          0.22598          0.27006
8.0   0.36400   1.69800   3.84719      0.83890      0.05050      0.01000          1.64623          0.83577          0.44949          0.27304          0.22416          0.26820
8.0   0.36800   1.70800   3.81366      0.84470      0.05070      0.01000          1.64305          0.83479          0.44552          0.27116          0.22209          0.26604
8.0   0.37150   1.71900   3.78854      0.79170      0.05070      0.01000          1.64064          0.83401          0.44189          0.26934          0.22025          0.26408
8.0   0.37550   1.73000   3.75755      0.81090      0.04770      0.01000          1.63805          0.83342          0.43769          0.26721          0.21815          0.26175
8.0   0.37950   1.74100   3.72697      0.80000      0.04730      0.01000          1.63573          0.83314          0.43337          0.26494          0.21603          0.25930
8.0   0.38350   1.75200   3.69680      0.80570      0.04740      0.01000          1.63375          0.83324          0.42892          0.26253          0.21391          0.25672
8.0   0.38750   1.76300   3.66703      0.79580      0.04740      0.01000          1.63210          0.83372          0.42434          0.25999          0.21178          0.25401
8.0   0.39150   1.77300   3.63609      0.77400      0.04740      0.01000          1.63085          0.83476          0.41964          0.25731          0.20965          0.25115
8.0   0.39550   1.78400   3.60710      0.81300      0.04750      0.01000          1.62998          0.83607          0.41483          0.25450          0.20750          0.24818
8.0   0.40350   1.80600   3.55019      0.84740      0.05030      0.01000          1.62966          0.83980          0.40499          0.24851          0.20317          0.24192
8.0   0.40750   1.81700   3.52225      0.84560      0.05040      0.01000          1.63023          0.84215          0.40002          0.24537          0.20099          0.23866
8.0   0.41200   1.82800   3.48925      0.82600      0.05040      0.01000          1.63173          0.84542          0.39441          0.24171          0.19855          0.23486
8.0   0.41600   1.83900   3.46203      0.80390      0.05040      0.01000          1.63354          0.84827          0.38950          0.23844          0.19636          0.23149
8.0   0.42050   1.84900   3.42850      0.81350      0.05050      0.01000          1.63656          0.85221          0.38401          0.23464          0.19393          0.22756
8.0   0.42450   1.86000   3.40198      0.81070      0.05050      0.01000          1.63926          0.85522          0.37923          0.23134          0.19173          0.22419
8.0   0.42900   1.87100   3.37066      0.84440      0.05050      0.01000          1.64289          0.85881          0.37397          0.22763          0.18927          0.22039
8.0   0.43350   1.88200   3.33976      0.81560      0.05050      0.01000          1.64656          0.86199          0.36885          0.22401          0.18681          0.21672
8.0   0.43750   1.89300   3.31421      0.83930      0.05050      0.01000          1.64923          0.86402          0.36437          0.22093          0.18461          0.21366
8.0   0.44200   1.90300   3.28278      0.83750      0.05060      0.01000          1.65204          0.86567          0.35951          0.21762          0.18215          0.21042
8.0   0.44650   1.91400   3.25303      0.85740      0.05060      0.01000          1.65351          0.86551          0.35479          0.21457          0.17969          0.20761
8.0   0.45100   1.92500   3.22365      0.82200      0.05070      0.01000          1.65332          0.86305          0.35023          0.21183          0.17722          0.20534
8.0   0.45550   1.93600   3.19463      0.88500      0.05080      0.01000          1.65078          0.85751          0.34582          0.20949          0.17475          0.20378
8.0   0.46050   1.94700   3.16137      0.82810      0.05080      0.01000          1.64401          0.84617          0.34117          0.20753          0.17202          0.20329
8.0   0.46450   1.95800   3.13764      0.78650      0.05090      0.01000          1.63550          0.83370          0.33745          0.20633          0.16981          0.20368
8.0   0.46950   1.96800   3.10405      0.81850      0.05090      0.01000          1.61763          0.80937          0.33319          0.20598          0.16710          0.20645
8.0   0.47450   1.97900   3.07206      0.78130      0.05090      0.01000          1.59193          0.77790          0.32899          0.20666          0.16438          0.21131
8.0   0.47900   1.99000   3.04484      0.79410      0.05100      0.01000          1.56208          0.74519          0.32513          0.20814          0.16191          0.21728
8.0   0.48350   2.00100   3.01793      0.74350      0.05110      0.01000          1.52513          0.71968          0.32124          0.21063          0.15945          0.22156
8.0   0.48850   2.01200   2.98709      0.76820      0.05130      0.01000          1.47478          0.69423          0.31686          0.21485          0.15674          0.22578
8.0   0.49350   2.02300   2.95665      0.70030      0.05250      0.01000          1.42068          0.67538          0.31223          0.21978          0.15403          0.22807
8.0   0.50850   2.05500   2.86665      0.65650      0.05640      0.01000          1.32240          0.67599          0.29634          0.22409          0.14596          0.21592
8.0   0.51350   2.06700   2.83867      0.67990      0.05020      0.01000          1.33562          0.69373          0.29029          0.21734          0.14326          0.20651
8.0   0.51850   2.07700   2.80914      0.69750      0.05050      0.01000          1.37294          0.71875          0.28393          0.20680          0.14060          0.19562
8.0   0.52350   2.08800   2.78089      0.74740      0.05060      0.01000          1.42342          0.74600          0.27732          0.19483          0.13794          0.18490
8.0   0.52850   2.09900   2.75297      0.77380      0.05080      0.01000          1.47951          0.77373          0.27058          0.18288          0.13529          0.17485
8.0   0.53450   2.11000   2.71797      0.78180      0.05080      0.01000          1.54900          0.80669          0.26238          0.16939          0.13214          0.16381
8.0   0.53950   2.12100   2.69077      0.84250      0.05100      0.01000          1.59718          0.82901          0.25565          0.16007          0.12951          0.15623
8.0   0.54450   2.13100   2.66304      0.81780      0.05100      0.01000          1.63902          0.84791          0.24908          0.15197          0.12691          0.14968
8.0   0.55050   2.14300   2.63018      0.83020      0.05100      0.01000          1.67769          0.86432          0.24155          0.14398          0.12382          0.14325
8.0   0.55550   2.15300   2.60314      0.80960      0.05100      0.01000          1.70011          0.87249          0.23562          0.13859          0.12126          0.13898
8.0   0.56150   2.16400   2.57032      0.80780      0.05130      0.01000          1.71636          0.87553          0.22906          0.13346          0.11824          0.13505
8.0   0.56650   2.17500   2.54472      0.86240      0.05140      0.01000          1.71998          0.87213          0.22402          0.13025          0.11574          0.13271
8.0   0.57250   2.18600   2.51270      0.81340      0.05130      0.01000          1.71298          0.86058          0.21854          0.12758          0.11282          0.13109
8.0   0.57850   2.19600   2.48038      0.80260      0.05150      0.01000          1.69078          0.83987          0.21365          0.12636          0.10999          0.13096
8.0   0.58400   2.20800   2.45318      0.80900      0.05130      0.01000          1.65787          0.81466          0.20948          0.12636          0.10746          0.13191
8.0   0.58950   2.21900   2.42556      0.82970      0.05130      0.01000          1.60881          0.78185          0.20559          0.12779          0.10506          0.13438
8.0   0.59550   2.22900   2.39443      0.81190      0.05150      0.01000          1.53342          0.73685          0.20169          0.13153          0.10265          0.13931
8.0   0.60150   2.24000   2.36438      0.82170      0.05160      0.01000          1.44070          0.68793          0.19780          0.13730          0.10040          0.14594
8.0   0.60750   2.25100   2.33470      0.74320      0.05150      0.01000          1.33707          0.64031          0.19381          0.14495          0.09823          0.15341
8.0   0.61350   2.26200   2.30540      0.69990      0.05170      0.01000          1.23903          0.60320          0.18957          0.15300          0.09592          0.15902
8.0   0.61950   2.27200   2.27583      0.64300      0.05160      0.01000          1.16862          0.58639          0.18502          0.15832          0.09323          0.15900
8.0   0.62600   2.28400   2.24492      0.59350      0.05170      0.01000          1.15006          0.59782          0.17957          0.15613          0.08986          0.15031
8.0   0.63200   2.29500   2.21668      0.58240      0.05200      0.01000          1.18972          0.63285          0.17411          0.14635          0.08675          0.13708
8.0   0.63800   2.30400   2.18764      0.57340      0.05210      0.01000          1.27561          0.71975          0.16832          0.13195          0.08826          0.12262
8.0   0.64450   2.31500   2.15729      0.58110      0.05230      0.01000          1.38846          0.73170          0.16177          0.11651          0.07992          0.10923
8.0   0.65100   2.32600   2.12732      0.61160      0.05250      0.01000          1.49749          0.76401          0.15513          0.10360          0.07536          0.09863
8.0   0.65750   2.33700   2.09773      0.70140      0.05280      0.01000          1.58797          0.79133          0.14854          0.09354          0.07158          0.09046
8.0   0.66400   2.34900   2.06901      0.73760      0.05300      0.01000          1.65479          0.80803          0.14215          0.08590          0.06799          0.08414
8.0   0.67100   2.35900   2.03700      0.79220      0.04870      0.01000          1.70611          0.81529          0.13558          0.07947          0.06414          0.07867
8.0   0.67750   2.37000   2.00851      0.83250      0.04840      0.01000          1.73434          0.82242          0.12986          0.07487          0.06137          0.07462
8.0   0.68400   2.38100   1.98035      0.83330      0.04860      0.01000          1.75025          0.83632          0.12451          0.07114          0.05957          0.07123
8.0   0.69100   2.39100   1.94956      0.83970      0.04870      0.01000          1.75857          0.84779          0.11920          0.06778          0.05777          0.06814
8.0   0.69800   2.40200   1.91962      0.89020      0.04890      0.01000          1.76130          0.85560          0.11433          0.06491          0.05605          0.06551
8.0   0.70500   2.41300   1.89005      0.89520      0.05020      0.01000          1.76208          0.86038          0.10986          0.06235          0.05441          0.06324
8.0   0.71200   2.42500   1.86125      0.85960      0.05210      0.01000          1.76317          0.86232          0.10576          0.05998          0.05283          0.06126
8.0   0.71900   2.43500   1.83200      0.89430      0.05230      0.01000          1.76616          0.86160          0.10204          0.05778          0.05134          0.05959
8.0   0.72600   2.44600   1.80350      0.91000      0.05220      0.01000          1.77103          0.85807          0.09862          0.05569          0.04990          0.05816
8.0   0.73350   2.45600   1.77268      0.90210      0.05110      0.01000          1.77751          0.85086          0.09534          0.05363          0.04847          0.05697
8.0   0.74100   2.46800   1.74299      0.88590      0.05090      0.01000          1.78120          0.84000          0.09229          0.05182          0.04708          0.05605
8.0   0.74850   2.47800   1.71298      0.93610      0.05110      0.01000          1.77716          0.82459          0.08958          0.05040          0.04582          0.05556
8.0   0.75600   2.49000   1.68401      0.91330      0.05120      0.01000          1.75850          0.80467          0.08699          0.04947          0.04460          0.05543
8.0   0.76400   2.50000   1.65261      0.90370      0.05120      0.01000          1.71389          0.77673          0.08449          0.04930          0.04347          0.05597
8.0   0.77150   2.51100   1.62405      0.87910      0.05130      0.01000          1.64579          0.74490          0.08215          0.04992          0.04247          0.05701
8.0   0.77900   2.52200   1.59584      0.84580      0.05170      0.01000          1.55281          0.70741          0.07980          0.05139          0.04151          0.05867
8.0   0.78700   2.53200   1.56564      0.83850      0.05160      0.01000          1.43288          0.66214          0.07722          0.05390          0.04046          0.06111
8.0   0.79500   2.54400   1.53635      0.77850      0.05180      0.01000          1.31294          0.61778          0.07435          0.05663          0.03910          0.06330
8.0   0.80350   2.55400   1.50495      0.76410      0.05080      0.01000          1.20690          0.58091          0.07106          0.05888          0.03711          0.06389
8.0   0.81150   2.56500   1.47617      0.74370      0.04830      0.01000          1.15624          0.57186          0.06757          0.05844          0.03454          0.06040
8.0   0.82000   2.57600   1.44582      0.72160      0.04850      0.01000          1.17738          0.60211          0.06355          0.05398          0.03134          0.05205
8.0   0.82800   2.58700   1.41775      0.78830      0.04870      0.01000          1.28613          0.66936          0.05954          0.04629          0.02827          0.04224
8.0   0.83650   2.59800   1.38815      0.86070      0.08210      0.01000          1.51699          0.77308          0.05520          0.03639          0.02522          0.03263
8.0   0.84550   2.60900   1.35710      1.02820      0.08230      0.01000          1.92584          0.90443          0.05069          0.02632          0.02229          0.02465
8.0   0.85400   2.61900   1.32810      1.21160      0.08250      0.01000          2.52959          1.03905          0.04671          0.01847          0.01975          0.01901
8.0   0.86250   2.63000   1.29963      1.38700      0.08280      0.01000          3.46500          1.18196          0.04314          0.01245          0.01734          0.01467
8.0   0.87150   2.64100   1.26976      1.60550      0.08320      0.01000          5.14396          1.35442          0.03998          0.00777          0.01487          0.01098
8.0   0.88050   2.65200   1.24028      2.10900      0.08350      0.01000          8.41745          1.58038          0.03755          0.00446          0.01241          0.00785
8.0   0.88950   2.66300   1.21117      2.80820      0.08380      0.01000         16.41623          1.95796          0.03595          0.00219          0.00992          0.00506
8.0   0.89950   2.67400   1.17912      5.17710      0.08470      0.01000         57.68650          3.22485          0.03520          0.00061          0.00707          0.00219
8.0   0.42250   2.26300   3.97357      0.79140      0.05030      0.01000          1.63391          0.81068          0.37472          0.22934          0.18690          0.23054
8.0   0.42750   2.28200   3.93637      0.78300      0.04730      0.01000          1.63008          0.80926          0.36940          0.22661          0.18404          0.22742
8.0   0.43250   2.30000   3.89827      0.80590      0.04740      0.01000          1.62614          0.80782          0.36405          0.22388          0.18120          0.22430
8.0   0.43750   2.31900   3.86193      0.78230      0.04740      0.01000          1.62229          0.80638          0.35860          0.22104          0.17834          0.22117
8.0   0.44300   2.33800   3.82001      0.79920      0.04740      0.01000          1.61803          0.80497          0.35256          0.21790          0.17524          0.21769
8.0   0.44800   2.35700   3.78452      0.78630      0.04760      0.01000          1.61446          0.80387          0.34693          0.21489          0.17239          0.21445
8.0   0.45850   2.39500   3.70891      0.78190      0.05050      0.01000          1.60774          0.80285          0.33485          0.20828          0.16646          0.20733
8.0   0.46350   2.41400   3.67455      0.79520      0.05070      0.01000          1.60517          0.80303          0.32895          0.20493          0.16363          0.20376
8.0   0.46900   2.43200   3.63386      0.73210      0.05080      0.01000          1.60268          0.80410          0.32239          0.20116          0.16056          0.19968
8.0   0.47450   2.45100   3.59479      0.75100      0.05090      0.01000          1.60089          0.80577          0.31573          0.19722          0.15750          0.19546
8.0   0.47950   2.47000   3.56155      0.79410      0.05090      0.01000          1.59999          0.80760          0.30966          0.19354          0.15470          0.19155
8.0   0.48500   2.49000   3.52438      0.79280      0.05100      0.01000          1.59971          0.81021          0.30299          0.18940          0.15164          0.18716
8.0   0.49050   2.50900   3.48654      0.79110      0.05110      0.01000          1.60338          0.81340          0.29693          0.18519          0.14861          0.18270
8.0   0.49650   2.52800   3.44400      0.82080      0.05120      0.01000          1.60674          0.81748          0.29010          0.18055          0.14535          0.17780
8.0   0.50150   2.54600   3.41112      0.78830      0.04820      0.01000          1.60878          0.82061          0.28428          0.17671          0.14261          0.17379
8.0   0.50750   2.56500   3.36954      0.78270      0.04730      0.01000          1.61081          0.82454          0.27730          0.17215          0.13939          0.16905
8.0   0.51300   2.58400   3.33339      0.81490      0.04740      0.01000          1.61121          0.82723          0.27085          0.16810          0.13643          0.16493
8.0   0.51850   2.60300   3.29761      0.79520      0.04740      0.01000          1.61047          0.82872          0.26449          0.16423          0.13349          0.16109
8.0   0.52450   2.62200   3.25740      0.76990      0.04750      0.01000          1.60810          0.82808          0.25778          0.16030          0.13034          0.15740
8.0   0.53000   2.64100   3.22237      0.78060      0.04750      0.01000          1.60385          0.82411          0.25185          0.15703          0.12745          0.15465
8.0   0.53600   2.66000   3.18304      0.79480      0.04960      0.01000          1.59608          0.81428          0.24576          0.15398          0.12434          0.15270
8.0   0.54200   2.67900   3.14416      0.77490      0.05020      0.01000          1.58330          0.79667          0.24003          0.15160          0.12126          0.15221
8.0   0.54750   2.69800   3.11021      0.76410      0.05030      0.01000          1.56587          0.77310          0.23498          0.15006          0.11844          0.15321
8.0   0.55350   2.71700   3.07212      0.76340      0.05030      0.01000          1.53702          0.73701          0.22975          0.14948          0.11542          0.15661
8.0   0.55950   2.73600   3.03444      0.72680      0.05040      0.01000          1.49639          0.69597          0.22465          0.15013          0.11243          0.16155
8.0   0.56550   2.75500   2.99715      0.72160      0.05030      0.01000          1.44340          0.66589          0.21951          0.15208          0.10947          0.16440
8.0   0.57200   2.77400   2.95601      0.62880      0.05060      0.01000          1.37596          0.64262          0.21387          0.15543          0.10632          0.16546
8.0   0.57800   2.79200   2.91880      0.66250      0.05060      0.01000          1.31963          0.63507          0.20835          0.15789          0.10345          0.16289
8.0   0.58450   2.81100   2.87859      0.65240      0.05070      0.01000          1.28592          0.64364          0.20211          0.15717          0.10037          0.15594
8.0   0.59050   2.83000   2.84290      0.67840      0.05090      0.01000          1.29266          0.66431          0.19601          0.15163          0.09755          0.14685
8.0   0.59650   2.84900   2.80755      0.70440      0.05110      0.01000          1.33268          0.69315          0.18977          0.14240          0.09477          0.13672
8.0   0.60300   2.86800   2.76857      0.72920      0.05130      0.01000          1.40026          0.72915          0.18298          0.13068          0.09181          0.12592
8.0   0.61550   2.90600   2.69572      0.80410      0.04760      0.01000          1.53221          0.79057          0.17020          0.11108          0.08624          0.10909
8.0   0.62250   2.92500   2.65415      0.80500      0.04780      0.01000          1.59104          0.81571          0.16349          0.10276          0.08323          0.10203
8.0   0.62850   2.94400   2.62052      0.82360      0.04800      0.01000          1.62574          0.82884          0.15805          0.09721          0.08066          0.09732
8.0   0.63550   2.96300   2.57983      0.82790      0.04810      0.01000          1.65181          0.83564          0.15213          0.09210          0.07776          0.09306
8.0   0.64200   2.98200   2.54321      0.79750      0.04880      0.01000          1.65894          0.83235          0.14700          0.08861          0.07513          0.09027
8.0   0.64850   3.00100   2.50696      0.79550      0.05100      0.01000          1.64869          0.81957          0.14218          0.08624          0.07258          0.08856
8.0   0.65550   3.01900   2.46700      0.81100      0.05120      0.01000          1.60536          0.79347          0.13662          0.08510          0.06998          0.08820
