 exp   x    Q2    WSQ   F2Dp_data   F2Dp_err  F2Dp_norm  F2Dp_f1f217   F2Dp_ineft   F2d_f1f217   F2p_f1f217      F2d_ineft   F2p_ineft
4.0   0.72400  11.13000   5.12328      0.67560      0.02880      0.01100          1.49986          0.72050          0.04219          0.02813          0.02238          0.03106
4.0   0.66800  10.64100   6.16900      0.72560      0.02680      0.01100          1.47247          0.71808          0.06617          0.04494          0.03613          0.05031
4.0   0.61700  10.16600   7.19085      0.70980      0.02580      0.01100          1.47462          0.72452          0.09605          0.06513          0.05298          0.07313
4.0   0.56600   9.65600   8.28443      0.72520      0.02380      0.01100          1.49617          0.73558          0.13708          0.09162          0.07429          0.10099
4.0   0.51400   9.09300   9.47802      0.71520      0.02480      0.01100          1.50264          0.74974          0.19300          0.12844          0.10056          0.13413
4.0   0.47900   8.69500  10.33776      0.80050      0.06650      0.01100          1.52283          0.76042          0.23520          0.15445          0.12062          0.15862
4.0   0.78000   8.81400   3.36635      0.73510      0.02580      0.01100          1.41735          0.74214          0.02925          0.02063          0.01551          0.02090
4.0   0.72700   8.51300   4.07712      0.70430      0.02280      0.01100          1.39942          0.72395          0.04747          0.03392          0.02504          0.03459
4.0   0.67200   8.17900   4.87249      0.70530      0.02180      0.01100          1.40410          0.72018          0.07321          0.05214          0.03894          0.05407
4.0   0.62100   7.84800   5.67004      0.70430      0.01980      0.01100          1.41087          0.72541          0.10537          0.07468          0.05596          0.07714
4.0   0.57300   7.50500   6.47309      0.74550      0.02780      0.01100          1.43900          0.73502          0.14481          0.10063          0.07585          0.10319
4.0   0.53700   7.23300   7.11663      0.68650      0.08230      0.01100          1.45975          0.74406          0.17934          0.12286          0.09320          0.12526
4.0   0.52200  13.89600  13.60504      0.75290      0.03270      0.01100          1.43163          0.74822          0.16358          0.11426          0.09055          0.12102
4.0   0.48300  13.06900  14.86933      0.76480      0.03370      0.01100          1.66102          0.75972          0.23303          0.14029          0.11278          0.14844
4.0   0.46000  12.57900  15.64701      0.72170      0.07040      0.01100          1.73813          0.76701          0.27199          0.15649          0.12698          0.16555
4.0   0.69600  13.69800   6.86339      0.68650      0.02980      0.01100          1.54379          0.71893          0.04704          0.03047          0.02627          0.03655
4.0   0.64100  12.92500   8.11916      0.72520      0.02780      0.01100          1.61514          0.72143          0.07598          0.04704          0.04175          0.05787
4.0   0.58900  12.15200   9.35993      0.74400      0.02580      0.01100          1.51246          0.73056          0.11530          0.07623          0.06119          0.08375
4.0   0.53800  11.37300  10.64676      0.73110      0.02880      0.01100          1.49720          0.74316          0.16500          0.11020          0.08493          0.11429
4.0   0.49400  10.66100  11.80033      0.77620      0.03870      0.01100          1.55574          0.75590          0.21618          0.13896          0.10902          0.14422
4.0   0.81400  11.09600   3.41580      0.72270      0.03770      0.01100          1.50624          0.76136          0.01835          0.01218          0.00937          0.01230
4.0   0.76900  10.71700   4.09964      0.68650      0.03970      0.01100          1.47587          0.73490          0.02908          0.01970          0.01511          0.02055
4.0   0.71300  10.21500   4.99214      0.73260      0.03270      0.01100          1.45534          0.71914          0.04791          0.03292          0.02560          0.03560
4.0   0.65000   9.61700   6.05874      0.72220      0.02880      0.01100          1.43663          0.71984          0.07882          0.05487          0.04281          0.05948
4.0   0.59100   9.01700   7.12055      0.76930      0.02880      0.01100          1.45194          0.72990          0.12001          0.08265          0.06484          0.08883
4.0   0.53500   8.41000   8.18998      0.74000      0.03080      0.01100          1.48393          0.74388          0.17240          0.11618          0.09122          0.12263
4.0   0.73600   6.73100   3.29474      0.71370      0.02280      0.01100          1.41343          0.73921          0.05128          0.03628          0.02693          0.03642
4.0   0.68700   6.47100   3.82857      0.70730      0.02780      0.01100          1.40121          0.72436          0.07536          0.05379          0.03925          0.05418
4.0   0.63500   6.18200   4.43379      0.71370      0.03170      0.01100          1.42981          0.73043          0.10768          0.07531          0.05615          0.07688
4.0   0.60000   5.97200   4.86169      0.80150      0.15280      0.01100          1.43860          0.73460          0.13399          0.09314          0.06991          0.09516
4.0   0.54600  12.82000  11.54021      0.72120      0.03770      0.01100          1.51392          0.74133          0.15507          0.10243          0.07950          0.10723
4.0   0.80000  13.88300   4.35110      0.71470      0.04270      0.01100          1.61313          0.75858          0.01907          0.01182          0.00937          0.01235
4.0   0.71900  12.81500   5.88872      0.71370      0.03470      0.01100          1.58347          0.72039          0.04185          0.02643          0.02199          0.03052
4.0   0.64200  11.74700   7.43086      0.69790      0.03470      0.01100          1.55094          0.72084          0.07698          0.04963          0.04257          0.05905
4.0   0.56900  10.67900   8.96937      0.76190      0.03570      0.01100          1.50423          0.73491          0.13267          0.08820          0.07140          0.09716
4.0   0.78100  10.25200   3.75512      0.72910      0.04070      0.01100          1.43819          0.73410          0.02658          0.01848          0.01385          0.01886
4.0   0.69100   9.39800   5.08293      0.75140      0.03470      0.01100          1.42419          0.71818          0.05919          0.04156          0.03177          0.04424
4.0   0.60700   8.54300   6.41149      0.68700      0.03570      0.01100          1.42588          0.72695          0.11093          0.07779          0.05953          0.08190
4.0   0.52900   7.68900   7.72633      0.75740      0.04660      0.01100          1.47384          0.74583          0.18363          0.12459          0.09590          0.12859
5.0   0.58200  13.41300  10.51375      0.75190      0.08830      0.00600          1.43356          0.73255          0.11750          0.08196          0.06285          0.08579
5.0   0.55200  12.77600  11.24928      0.69390      0.14090      0.00600          1.50362          0.73974          0.14908          0.09915          0.07670          0.10368
5.0   0.79100  13.51200   4.45053      0.72710      0.05160      0.00600          1.63649          0.75071          0.02152          0.01315          0.01051          0.01400
5.0   0.73600  12.67900   5.42826      0.69840      0.05260      0.00600          1.58625          0.72359          0.03653          0.02303          0.01890          0.02612
5.0   0.68300  11.87000   6.38956      0.67460      0.04660      0.00600          1.53454          0.71773          0.05683          0.03704          0.03084          0.04297
5.0   0.63400  11.10300   7.28997      0.72710      0.04560      0.00600          1.51428          0.72180          0.08277          0.05466          0.04588          0.06356
5.0   0.59100  10.41400   8.08734      0.71320      0.04760      0.00600          1.52268          0.72974          0.11401          0.07488          0.06252          0.08568
5.0   0.54500   9.67700   8.95932      0.73850      0.05750      0.00600          1.49264          0.74102          0.15719          0.10531          0.08394          0.11328
5.0   0.50700   9.07200   9.70185      0.86850      0.12600      0.00600          1.50405          0.75181          0.20129          0.13383          0.10432          0.13876
5.0   0.76100   7.61200   3.27098      0.70230      0.02580      0.00600          1.41670          0.73640          0.03843          0.02713          0.02031          0.02758
5.0   0.70400   7.13200   3.87904      0.69240      0.02380      0.00600          1.39123          0.72271          0.06310          0.04535          0.03301          0.04568
5.0   0.65500   6.71400   4.41674      0.69240      0.02080      0.00600          1.41272          0.72645          0.09104          0.06444          0.04775          0.06572
5.0   0.61100   6.33300   4.91233      0.73260      0.02480      0.00600          1.42706          0.73135          0.12275          0.08602          0.06423          0.08782
5.0   0.56600   5.93500   5.43122      0.71280      0.03970      0.00600          1.45645          0.74025          0.16334          0.11215          0.08430          0.11388
5.0   0.53500   5.65200   5.79284      0.90320      0.11510      0.00600          1.47398          0.74784          0.19489          0.13222          0.09996          0.13367
5.0   0.47100  13.11700  15.61261      0.74200      0.06940      0.00600          1.70294          0.76352          0.25205          0.14801          0.11984          0.15695
5.0   0.43200  12.10300  16.79356      0.88980      0.08830      0.00600          1.82545          0.77639          0.32215          0.17648          0.14511          0.18690
5.0   0.40500  11.39400  17.61969      0.97020      0.10810      0.00600          1.85259          0.78593          0.36440          0.19670          0.16359          0.20815
5.0   0.37700  10.66300  18.50117      1.10760      0.49600      0.00600          1.84048          0.79638          0.40079          0.21776          0.18334          0.23022
5.0   0.59300  13.46700  10.12330      0.70730      0.09230      0.00600          1.41574          0.73012          0.10819          0.07642          0.05833          0.07989
5.0   0.54900  12.55800  11.19667      0.71080      0.09230      0.00600          1.50850          0.74047          0.15278          0.10128          0.07832          0.10578
5.0   0.50500  11.64900  12.29868      0.76140      0.08040      0.00600          1.57372          0.75273          0.20383          0.12952          0.10174          0.13516
5.0   0.46200  10.73900  13.38594      0.78170      0.06550      0.00600          1.62167          0.76610          0.25896          0.15969          0.12763          0.16659
5.0   0.43000  10.05800  14.21305      0.78670      0.08630      0.00600          1.66458          0.77687          0.30492          0.18318          0.14848          0.19112
5.0   0.40500   9.51500  14.85918      0.77720      0.14880      0.00600          1.68152          0.78576          0.33944          0.20186          0.16550          0.21062
5.0   0.72400   7.48100   3.73223      0.50540      0.13490      0.00600          1.38238          0.72118          0.05266          0.03810          0.02764          0.03832
5.0   0.67800   7.10100   4.25281      0.83180      0.08730      0.00600          1.40192          0.72464          0.07578          0.05405          0.03983          0.05497
5.0   0.62200   6.61900   4.90283      0.75090      0.07940      0.00600          1.42017          0.72877          0.11283          0.07945          0.05915          0.08116
5.0   0.56800   6.15200   5.55934      0.73110      0.06550      0.00600          1.45106          0.73905          0.15974          0.11008          0.08252          0.11166
5.0   0.52400   5.74800   6.10182      0.75190      0.07140      0.00600          1.47761          0.75011          0.20516          0.13885          0.10495          0.13992
5.0   0.48300   5.37400   6.63265      0.79710      0.06250      0.00600          1.51917          0.76183          0.25498          0.16784          0.12820          0.16828
5.0   0.44200   4.97700   7.16354      0.69090      0.05560      0.00600          1.54108          0.77480          0.30523          0.19807          0.15338          0.19796
5.0   0.40200   4.58300   7.69785      0.75440      0.04960      0.00600          1.57777          0.78856          0.35887          0.22745          0.17916          0.22720
5.0   0.36300   4.19300   8.23832      0.74500      0.04270      0.00600          1.60331          0.80309          0.40790          0.25441          0.20477          0.25498
5.0   0.32900   3.85000   8.73248      0.66320      0.08830      0.00600          1.61606          0.81669          0.44590          0.27592          0.22683          0.27774
6.0   0.42000   1.68100   3.20174      0.80450      0.01090      0.00400          1.66714          0.87536          0.38761          0.23250          0.19649          0.22447
6.0   0.36400   1.64100   3.74760      0.78720      0.01790      0.00400          1.64125          0.83842          0.45079          0.27467          0.22488          0.26822
6.0   0.32400   1.60600   4.23115      0.81790      0.01880      0.00400          1.66970          0.84521          0.48138          0.28830          0.24397          0.28866
6.0   0.21300   1.45700   6.26373      0.87350      0.01690      0.00400          1.66132          0.87481          0.56648          0.34098          0.28750          0.32864
6.0   0.13400   1.25600   8.99749      0.89180      0.01880      0.00400          1.78709          0.91432          0.59494          0.33291          0.30079          0.32897
6.0   0.08200   1.01900  12.28818      0.92800      0.01490      0.00400          1.79580          0.94648          0.58313          0.32472          0.29209          0.30860
6.0   0.06300   0.88700  14.07272      0.93300      0.01690      0.00400          1.79015          0.95905          0.56158          0.31370          0.28159          0.29361
6.0   0.51900   2.37700   3.08332      0.72470      0.03470      0.00400          1.57393          0.76598          0.27235          0.17304          0.13640          0.17807
6.0   0.44800   2.32000   3.73893      0.77670      0.02780      0.00400          1.61257          0.80549          0.34791          0.21575          0.17292          0.21468
6.0   0.40400   2.27700   4.23949      0.80250      0.02080      0.00400          1.64244          0.81243          0.38878          0.23671          0.19636          0.24169
6.0   0.34400   2.20600   5.08715      0.87940      0.01690      0.00400          1.61688          0.82269          0.44195          0.27333          0.22846          0.27771
6.0   0.28100   2.10500   6.26646      0.84470      0.01090      0.00400          1.62167          0.84242          0.51061          0.31487          0.26041          0.30913
6.0   0.22900   1.99300   7.59041      0.85610      0.01590      0.00400          1.66813          0.86399          0.56124          0.33645          0.28333          0.32793
6.0   0.18700   1.86900   9.00601      0.87940      0.01390      0.00400          1.73256          0.88470          0.58735          0.33901          0.29786          0.33667
6.0   0.15200   1.73600  10.56541      0.89430      0.01290      0.00400          1.75574          0.90402          0.60792          0.34625          0.30591          0.33839
6.0   0.12300   1.59200  12.23144      0.91260      0.01190      0.00400          1.76777          0.92124          0.61144          0.34588          0.30863          0.33502
6.0   0.07800   1.27200  15.91605      0.92360      0.01490      0.00400          1.74966          0.94940          0.58870          0.33647          0.30154          0.31761
6.0   0.60100   3.50200   3.20531      0.71770      0.01790      0.00400          1.55044          0.78503          0.16979          0.10951          0.08588          0.10940
6.0   0.54800   3.44900   3.72515      0.76380      0.01790      0.00400          1.54795          0.76771          0.21762          0.14059          0.10929          0.14235
6.0   0.49300   3.38400   4.36045      0.75190      0.01790      0.00400          1.58315          0.77612          0.26877          0.16977          0.13666          0.17608
6.0   0.44000   3.31000   5.09308      0.76930      0.01390      0.00400          1.58578          0.78495          0.32484          0.20485          0.16559          0.21096
6.0   0.37200   3.18900   6.26394      0.80850      0.01190      0.00400          1.59983          0.80368          0.40729          0.25459          0.20501          0.25509
6.0   0.31300   3.05500   7.58574      0.82830      0.01190      0.00400          1.61395          0.82485          0.47160          0.29220          0.23941          0.29025
6.0   0.24900   2.85200   9.48217      0.83680      0.01090      0.00400          1.69285          0.85275          0.54201          0.32018          0.27407          0.32140
6.0   0.18500   2.57600  12.22868      0.88540      0.01590      0.00400          1.73230          0.88572          0.59529          0.34364          0.30179          0.34073
6.0   0.15300   2.39100  14.11681      0.87300      0.01790      0.00400          1.76354          0.90397          0.61741          0.35010          0.31129          0.34436
6.0   0.12700   2.19300  15.95507      0.90070      0.02080      0.00400          1.76781          0.91948          0.62393          0.35294          0.31580          0.34345
6.0   0.10300   1.98300  18.14978      0.90170      0.01390      0.00400          1.75669          0.93416          0.62067          0.35332          0.31675          0.33907
6.0   0.08300   1.75900  20.31413      0.92500      0.01590      0.00400          1.72678          0.94648          0.60599          0.35093          0.31404          0.33180
6.0   0.06600   1.52300  22.43311      0.89830      0.02980      0.00400          1.67843          0.95692          0.58005          0.34559          0.30793          0.32179
6.0   0.74700   7.31900   3.35921      0.71670      0.01690      0.00400          1.40440          0.73792          0.04442          0.03163          0.02338          0.03169
6.0   0.70300   7.14400   3.89852      0.71030      0.01190      0.00400          1.39177          0.72296          0.06349          0.04562          0.03322          0.04595
6.0   0.65900   6.95500   4.47922      0.70780      0.01190      0.00400          1.40842          0.72503          0.08707          0.06182          0.04577          0.06313
6.0   0.61600   6.75700   5.09251      0.72660      0.01290      0.00400          1.41810          0.72891          0.11599          0.08179          0.06087          0.08351
6.0   0.53600   6.34100   6.36958      0.74950      0.01190      0.00400          1.46244          0.74567          0.18789          0.12848          0.09663          0.12958
6.0   0.42600   5.64800   8.49057      0.76630      0.00890      0.00400          1.55379          0.77893          0.31832          0.20487          0.16018          0.20564
6.0   0.35300   5.09000  10.20962      0.80700      0.00890      0.00400          1.60150          0.80601          0.40686          0.25405          0.20789          0.25792
6.0   0.26300   4.25200  12.79566      0.84820      0.01390      0.00400          1.66073          0.84554          0.51403          0.30952          0.26509          0.31351
6.0   0.17400   3.19800  16.06167      0.85860      0.02380      0.00400          1.74693          0.89226          0.60626          0.34704          0.30791          0.34510
6.0   0.80400  10.12500   3.34864      0.73510      0.01590      0.00400          1.46517          0.75337          0.02119          0.01446          0.01113          0.01478
6.0   0.75900   9.88100   4.01780      0.71030      0.01590      0.00400          1.43364          0.73009          0.03320          0.02316          0.01742          0.02386
6.0   0.69000   9.47100   5.13544      0.72660      0.01790      0.00400          1.42613          0.71807          0.05940          0.04165          0.03191          0.04444
6.0   0.60700   8.91200   6.65040      0.72610      0.01390      0.00400          1.43429          0.72670          0.10879          0.07585          0.05879          0.08090
6.0   0.52900   8.31400   8.28280      0.73360      0.01390      0.00400          1.48734          0.74556          0.17922          0.12050          0.09441          0.12664
6.0   0.42100   7.33200  10.96403      0.77480      0.01390      0.00400          1.57856          0.77994          0.31324          0.19844          0.15863          0.20339
6.0   0.35000   6.55800  13.05950      0.78720      0.01590      0.00400          1.60364          0.80692          0.39953          0.24914          0.20660          0.25604
6.0   0.26200   5.41600  16.13611      0.84470      0.01490      0.00400          1.62862          0.84610          0.49793          0.30574          0.26478          0.31294
6.0   0.17400   4.01800  19.95431      0.89230      0.02180      0.00400          1.71487          0.89262          0.59654          0.34786          0.30985          0.34712
6.0   0.82000  13.90400   3.93245      0.72810      0.02580      0.00400          1.60713          0.77468          0.01566          0.00974          0.00745          0.00962
6.0   0.78700  13.64100   4.57226      0.70180      0.02180      0.00400          1.62771          0.74786          0.02213          0.01359          0.01092          0.01460
6.0   0.74900  13.31800   5.34340      0.71320      0.01590      0.00400          1.60421          0.72789          0.03185          0.01986          0.01632          0.02241
6.0   0.67500  12.64300   6.96773      0.71420      0.01490      0.00400          1.57938          0.71829          0.05919          0.03747          0.03220          0.04483
6.0   0.59600  11.84400   8.90884      0.70280      0.01690      0.00400          1.53598          0.72894          0.10909          0.07103          0.05873          0.08057
6.0   0.52100  10.97800  10.97337      0.74300      0.01590      0.00400          1.51877          0.74789          0.18421          0.12129          0.09402          0.12571
6.0   0.41500   9.57600  14.37905      0.77130      0.01390      0.00400          1.66804          0.78214          0.32500          0.19484          0.15882          0.20306
6.0   0.51900   2.50100   3.19824      0.78120      0.00890      0.00400          1.61340          0.82648          0.26676          0.16534          0.13467          0.16294
6.0   0.48500   2.43500   3.46597      0.79760      0.01590      0.00400          1.60565          0.81887          0.30371          0.18915          0.15242          0.18614
6.0   0.42100   2.29100   4.03116      0.79060      0.01290      0.00400          1.63648          0.81031          0.37470          0.22897          0.18729          0.23113
6.0   0.32600   2.02800   5.07321      0.81890      0.01090      0.00400          1.62185          0.83038          0.46161          0.28462          0.23917          0.28802
6.0   0.24300   1.72700   6.26035      0.83580      0.01190      0.00400          1.64047          0.86016          0.54531          0.33241          0.27775          0.32291
6.0   0.17300   1.39500   7.54894      0.89970      0.01590      0.00400          1.70949          0.89307          0.59078          0.34559          0.29729          0.33289
6.0   0.72000   6.03700   3.22808      0.71770      0.02680      0.00400          1.42898          0.73671          0.06231          0.04361          0.03247          0.04407
6.0   0.65100   5.77500   3.97632      0.72710      0.04360      0.00400          1.42883          0.73190          0.10118          0.07081          0.05248          0.07170
6.0   0.61400   5.62100   4.41408      0.73510      0.03670      0.00400          1.45062          0.73595          0.12724          0.08771          0.06607          0.08978
6.0   0.54400   5.30300   5.32552      0.73800      0.02580      0.00400          1.48172          0.74745          0.18954          0.12792          0.09736          0.13025
6.0   0.43200   4.69300   7.05078      0.76730      0.02780      0.00400          1.54922          0.77860          0.31966          0.20634          0.16065          0.20633
6.0   0.35800   4.20800   8.42654      0.78520      0.01880      0.00400          1.60443          0.80492          0.41254          0.25712          0.20777          0.25812
6.0   0.26700   3.48800  10.45603      0.86110      0.01690      0.00400          1.67617          0.84382          0.52163          0.31120          0.26379          0.31261
6.0   0.17600   2.59800  13.04372      0.90220      0.02280      0.00400          1.74839          0.89078          0.60464          0.34583          0.30512          0.34253
6.0   0.79100   9.22400   3.31754      0.70130      0.02080      0.00400          1.43644          0.74555          0.02551          0.01776          0.01355          0.01817
6.0   0.74700   8.97900   3.92144      0.71970      0.02580      0.00400          1.40077          0.72543          0.03896          0.02781          0.02053          0.02831
6.0   0.69000   8.63300   4.75895      0.71030      0.01490      0.00400          1.40890          0.71940          0.06244          0.04432          0.03327          0.04624
6.0   0.60900   8.09800   6.07956      0.69990      0.01790      0.00400          1.41767          0.72702          0.11217          0.07912          0.05976          0.08221
6.0   0.53300   7.52100   7.47005      0.75490      0.01390      0.00400          1.46635          0.74486          0.18091          0.12337          0.09436          0.12668
6.0   0.42400   6.57100   9.80700      0.77180      0.01690      0.00400          1.56719          0.77905          0.31298          0.19971          0.15856          0.20354
6.0   0.35300   5.83600  11.57693      0.81100      0.01790      0.00400          1.59806          0.80578          0.40008          0.25035          0.20603          0.25569
6.0   0.26400   4.77300  14.18690      0.84170      0.01980      0.00400          1.64620          0.84507          0.50530          0.30695          0.26404          0.31244
6.0   0.17600   3.50000  17.26672      0.86900      0.02580      0.00400          1.73505          0.89126          0.60155          0.34670          0.30793          0.34550
6.0   0.81800  12.40400   3.64017      0.71130      0.02680      0.00400          1.57024          0.76277          0.01706          0.01086          0.00826          0.01083
6.0   0.76200  11.95500   4.61433      0.69340      0.01690      0.00400          1.55872          0.73220          0.02964          0.01902          0.01518          0.02073
6.0   0.67800  11.23600   6.21663      0.70830      0.01690      0.00400          1.49983          0.71766          0.06012          0.04008          0.03276          0.04564
6.0   0.59900  10.47500   7.89283      0.71770      0.01390      0.00400          1.51955          0.72803          0.10762          0.07082          0.05927          0.08141
6.0   0.52300   9.65600   9.68707      0.73950      0.01790      0.00400          1.49266          0.74714          0.18175          0.12176          0.09490          0.12702
6.0   0.41700   8.34900  12.55294      0.79010      0.01490      0.00400          1.60816          0.78134          0.31749          0.19742          0.15928          0.20385
6.0   0.34700   7.35500  14.72132      0.79460      0.01880      0.00400          1.62334          0.80815          0.40261          0.24802          0.20740          0.25664
6.0   0.25900   5.94100  17.87758      0.83770      0.01980      0.00400          1.61750          0.84762          0.49452          0.30573          0.26633          0.31421
6.0   0.17200   4.29000  21.53222      0.89330      0.02580      0.00400          1.70252          0.89386          0.59399          0.34889          0.31117          0.34811
6.0   0.59200  13.69400  10.31811      0.72560      0.01980      0.00400          1.38299          0.73042          0.10580          0.07650          0.05854          0.08014
6.0   0.51700  12.54700  12.60221      0.72710      0.02080      0.00400          1.57511          0.74936          0.18912          0.12007          0.09436          0.12592
6.0   0.41300  10.74300  16.14946      0.76140      0.02280      0.00400          1.76078          0.78296          0.33966          0.19290          0.15884          0.20287
6.0   0.34300   9.39100  18.86836      0.80900      0.02180      0.00400          1.76157          0.80990          0.43008          0.24415          0.20800          0.25682
6.0   0.25700   7.50200  22.56902      0.85810      0.02580      0.00400          1.63146          0.84876          0.49415          0.30289          0.26702          0.31460
6.0   0.17100   5.35000  26.81690      0.88090      0.02980      0.00400          1.64320          0.89472          0.57560          0.35029          0.31311          0.34995
7.0   0.00150   0.16000 107.38702      0.98250      0.02350      0.00500          1.27115          1.01657          0.17757          0.13969          0.11460          0.11273
7.0   0.00150   0.25000 167.29702      1.00400      0.02500      0.00500          1.02522          1.00984          0.19129          0.18658          0.15146          0.14999
7.0   0.00150   0.35000 233.86369      0.96850      0.02420      0.00500          1.31395          1.00425          0.29025          0.22090          0.18132          0.18056
7.0   0.00150   0.45000 300.43035      1.03400      0.03130      0.00500          1.65767          1.00001          0.40770          0.24595          0.20373          0.20373
7.0   0.00150   0.60000 400.28035      0.99220      0.02160      0.00500          2.13409          0.99529          0.58477          0.27402          0.22850          0.22958
7.0   0.00300   0.17000  57.37702      1.00900      0.02840      0.00500          1.44595          1.01453          0.21194          0.14658          0.12096          0.11922
7.0   0.00300   0.25000  83.96369      0.98340      0.01810      0.00500          1.29079          1.00908          0.24140          0.18702          0.15289          0.15152
7.0   0.00300   0.35000 117.19702      0.98350      0.01810      0.00500          1.04999          1.00374          0.23234          0.22127          0.18256          0.18188
7.0   0.00300   0.45000 150.43035      0.97460      0.01670      0.00500          1.22185          0.99963          0.30086          0.24623          0.20482          0.20490
7.0   0.00300   0.63000 210.25035      0.97140      0.01350      0.00500          1.67161          0.99428          0.46605          0.27880          0.23346          0.23480
7.0   0.00300   0.88000 293.33369      0.99310      0.01320      0.00500          2.12591          0.98939          0.65947          0.31021          0.25934          0.26212
7.0   0.00300   1.12000 373.09369      0.99690      0.01410      0.00500          2.34711          0.98624          0.77989          0.33228          0.27591          0.27976
7.0   0.00500   0.16000  32.72035      1.00600      0.06130      0.00500          1.58242          1.01328          0.22256          0.14065          0.11844          0.11689
7.0   0.00500   0.25000  50.63035      1.00100      0.02530      0.00500          1.46968          1.00786          0.27572          0.18760          0.15477          0.15357
7.0   0.00500   0.35000  70.53035      1.01500      0.02100      0.00500          1.28773          1.00291          0.28559          0.22178          0.18419          0.18366
7.0   0.00500   0.45000  90.43035      0.99550      0.01790      0.00500          1.07759          0.99901          0.26575          0.24662          0.20627          0.20647
7.0   0.00500   0.61000 122.27035      0.98050      0.01340      0.00500          1.26378          0.99434          0.34867          0.27589          0.23203          0.23335
7.0   0.00500   0.88000 176.00035      0.99760      0.01610      0.00500          1.69556          0.98910          0.52565          0.31002          0.26031          0.26318
7.0   0.00500   1.13000 225.75035      0.99030      0.01430      0.00500          1.90436          0.98592          0.63336          0.33258          0.27731          0.28127
7.0   0.00500   1.38000 275.50035      0.99690      0.01330      0.00500          1.95798          0.98364          0.68579          0.35025          0.28940          0.29421
7.0   0.00500   1.71000 341.17035      0.98520      0.01110      0.00500          1.87367          0.98147          0.69169          0.36917          0.30086          0.30654
7.0   0.00800   0.16000  20.72035      0.98270      0.05590      0.00500          1.66968          1.00976          0.23618          0.14145          0.12165          0.12047
7.0   0.00800   0.25000  31.88035      1.01200      0.02490      0.00500          1.61105          1.00567          0.30366          0.18848          0.15754          0.15665
7.0   0.00800   0.35000  44.28035      1.00030      0.02150      0.00500          1.48492          1.00138          0.33047          0.22255          0.18660          0.18634
7.0   0.00800   0.45000  56.68035      1.02100      0.01800      0.00500          1.32236          0.99784          0.32691          0.24722          0.20839          0.20884
7.0   0.00800   0.64000  80.24035      0.96280      0.01020      0.00500          1.03452          0.99281          0.29036          0.28067          0.23768          0.23940
7.0   0.00800   0.86000 107.52035      0.97850      0.01000      0.00500          1.30692          0.98881          0.40217          0.30772          0.26010          0.26305
7.0   0.00800   1.12000 139.76035      0.96520      0.01070      0.00500          1.51559          0.98556          0.50185          0.33113          0.27796          0.28203
7.0   0.00800   1.37000 170.76035      0.97240      0.01130      0.00500          1.58307          0.98334          0.55174          0.34853          0.29004          0.29495
7.0   0.00800   1.75000 217.88035      0.99010      0.00860      0.00500          1.52147          0.98096          0.56231          0.36959          0.30290          0.30878
7.0   0.00800   2.24000 278.64035      0.97600      0.00910      0.00500          1.31923          0.97890          0.51559          0.39082          0.31391          0.32068
7.0   0.00800   2.73000 339.40035      0.98470      0.01080      0.00500          1.12327          0.97749          0.45812          0.40784          0.32142          0.32882
7.0   0.00800   3.46000 429.92035      0.99340      0.01490      0.00500          1.12037          0.97606          0.47977          0.42823          0.32902          0.33710
7.0   0.01250   0.16000  13.52035      0.96930      0.05650      0.00500          1.72511          1.00384          0.24607          0.14264          0.12631          0.12583
7.0   0.01250   0.26000  21.42035      1.00900      0.03200      0.00500          1.71274          1.00146          0.33199          0.19383          0.16486          0.16461
7.0   0.01250   0.35000  28.53035      0.95400      0.02460      0.00500          1.64378          0.99856          0.36778          0.22374          0.19010          0.19038
7.0   0.01250   0.45000  36.43035      0.97000      0.02130      0.00500          1.52746          0.99562          0.37908          0.24817          0.21149          0.21242
7.0   0.01250   0.62000  49.86035      0.98820      0.01310      0.00500          1.29962          0.99160          0.36155          0.27820          0.23772          0.23974
7.0   0.01250   0.88000  70.40035      0.96900      0.01150      0.00500          1.03729          0.98730          0.32110          0.30956          0.26382          0.26722
7.0   0.01250   1.12000  89.36035      0.96340      0.01020      0.00500          1.17904          0.98457          0.38940          0.33027          0.27972          0.28411
7.0   0.01250   1.37000 109.11035      0.98070      0.01060      0.00500          1.25118          0.98249          0.43424          0.34706          0.29157          0.29677
7.0   0.01250   1.74000 138.34035      0.97570      0.00800      0.00500          1.22558          0.98029          0.44962          0.36686          0.30390          0.31001
7.0   0.01250   2.23000 177.05035      0.97480      0.00970      0.00500          1.08440          0.97833          0.42011          0.38742          0.31479          0.32177
7.0   0.01250   2.74000 217.34035      0.98230      0.01060      0.00500          1.09251          0.97693          0.44189          0.40448          0.32246          0.33007
7.0   0.01250   3.46000 274.22035      0.98540      0.00910      0.00500          1.24981          0.97559          0.52967          0.42380          0.32979          0.33804
7.0   0.01250   4.47000 354.01035      0.97440      0.01070      0.00500          1.33471          0.97437          0.59397          0.44502          0.33638          0.34523
7.0   0.01250   5.41000 428.27035      0.98310      0.01490      0.00500          1.33698          0.97362          0.61612          0.46083          0.34044          0.34967
7.0   0.01750   0.25000  14.91607      0.95830      0.04260      0.00500          1.77386          0.99690          0.33930          0.19128          0.16591          0.16643
7.0   0.01750   0.35000  20.53035      0.97570      0.03110      0.00500          1.73948          0.99488          0.39155          0.22510          0.19386          0.19486
7.0   0.01750   0.45000  26.14464      1.00800      0.02680      0.00500          1.65817          0.99264          0.41338          0.24930          0.21480          0.21639
