0.157812,2.24726,1.57032,0.0233647
0.171685,2.42457,1.59682,0.00642744
0.189689,2.66762,1.58952,0.00562929
0.209486,2.94489,1.57936,0.00626484
0.228503,3.20661,1.59285,0.0079188
0.243483,3.39206,1.67232,0.0245788
0.176445,2.50855,1.58633,0.0261517
0.191147,2.69645,1.57811,0.0104893
0.209684,2.94787,1.57571,0.00975875
0.229536,3.22589,1.57779,0.0109293
0.248467,3.48509,1.58477,0.0138384
0.263651,3.67145,1.64445,0.0397677
0.214537,3.046,1.57819,0.0182223
0.23079,3.25381,1.58241,0.0102425
0.249698,3.51055,1.58187,0.00984671
0.269596,3.78879,1.59477,0.0110375
0.288702,4.05051,1.5861,0.0133907
0.305006,4.25001,1.63137,0.0301489
0.252909,3.58869,1.59341,0.0177724
0.270644,3.81468,1.577,0.0116465
0.289706,4.07314,1.59954,0.0114587
0.309597,4.3507,1.56143,0.0123366
0.328992,4.61665,1.57938,0.0149004
0.346404,4.83063,1.60275,0.027068
0.277838,3.96185,1.6,0.0752577
0.292003,4.14171,1.57943,0.0182228
0.310615,4.37917,1.58226,0.013351
0.329749,4.63749,1.57725,0.0129606
0.349558,4.91352,1.592,0.0144028
0.369106,5.18179,1.58901,0.0169141
0.387212,5.40487,1.63265,0.0278839
0.31608,4.50171,1.58814,0.0654577
0.331318,4.69481,1.61513,0.0265814
0.350444,4.93853,1.58762,0.0206632
0.36972,5.19879,1.6188,0.0208496
0.389666,5.47627,1.5893,0.0223406
0.409193,5.74332,1.59242,0.026152
0.427776,5.97244,1.6078,0.0406227
0.393257,5.59404,1.62892,0.036463
0.410929,5.81797,1.57178,0.0216869
0.430321,6.06369,1.58007,0.0185569
0.449769,6.32424,1.54939,0.0181457
0.469615,6.60012,1.63677,0.0210108
0.489168,6.8662,1.61882,0.0243159
0.508452,7.10549,1.59796,0.0338178
0.525958,7.31193,1.61304,0.071916
0.456818,6.51388,1.66339,0.0903253
0.471648,6.7017,1.54634,0.0293073
0.490592,6.94215,1.6329,0.0230465
0.510211,7.18905,1.59398,0.0201464
0.529704,7.44919,1.6335,0.0208266
0.549596,7.72347,1.61026,0.0227199
0.569231,7.98808,1.54115,0.0253367
0.588628,8.22769,1.66178,0.0371057
0.607374,8.45029,1.5827,0.0623874
0.53417,7.60994,1.63698,0.0566598
0.550983,7.82237,1.58151,0.0303078
0.570385,8.06828,1.61482,0.0255131
0.590177,8.31601,1.57325,0.0228666
0.609732,8.57382,1.56488,0.0231805
0.629514,8.84609,1.60485,0.0263314
0.649366,9.1147,1.60081,0.0312418
0.668662,9.34977,1.63052,0.0427333
0.687854,9.57798,1.49885,0.0623152
0.611949,8.71053,1.56432,0.0437077
0.630762,8.95026,1.63121,0.0318567
0.650276,9.19518,1.60226,0.0272652
0.670013,9.44285,1.56689,0.0251944
0.689672,9.69972,1.59544,0.0266293
0.709488,9.96723,1.63702,0.0306064
0.729308,10.2328,1.62164,0.0364252
0.748665,10.4694,1.5892,0.0473959
0.768024,10.7008,1.79461,0.0818761
0.675416,9.63371,1.58695,0.0813466
0.691167,9.83295,1.64807,0.0391269
0.71059,10.0798,1.67331,0.0314302
0.730164,10.325,1.66354,0.0286105
0.750067,10.5738,1.65889,0.0276791
0.769745,10.8272,1.66783,0.0297075
0.789384,11.0901,1.66452,0.033811
0.809171,11.3573,1.61152,0.0399573
0.828996,11.5985,1.68924,0.0562834
