0.157856,2.24791,1.73898,0.0268832
0.17169,2.42493,1.70031,0.00710604
0.189691,2.66779,1.69742,0.00623863
0.209471,2.94468,1.68614,0.00692602
0.228467,3.20623,1.66515,0.00856675
0.243353,3.39061,1.58166,0.0240225
0.176458,2.50873,1.64684,0.0315528
0.191174,2.69697,1.70232,0.0132546
0.209699,2.94828,1.68129,0.0121575
0.229527,3.22563,1.68295,0.0136337
0.248465,3.4852,1.65601,0.0168704
0.263632,3.67163,1.66678,0.0475797
0.214447,3.0451,1.69625,0.0220876
0.230814,3.25406,1.65805,0.0120362
0.249724,3.51068,1.65198,0.011526
0.269546,3.78813,1.63403,0.0126683
0.288706,4.05052,1.63963,0.0155098
0.305083,4.25115,1.54381,0.0316384
0.252913,3.58888,1.67696,0.0216419
0.270672,3.81523,1.62859,0.0137466
0.289687,4.07244,1.62194,0.0133242
0.309535,4.34978,1.62227,0.0145989
0.328971,4.61642,1.58243,0.0169255
0.346388,4.83119,1.60265,0.0309588
0.27781,3.96167,1.57285,0.071281
0.291989,4.14184,1.59047,0.0176997
0.310557,4.37848,1.60802,0.0131474
0.329656,4.63637,1.59168,0.0126404
0.349582,4.91405,1.56824,0.0136933
0.369076,5.18177,1.54245,0.0157691
0.387415,5.40734,1.49331,0.024454
