0.157792,2.24697,1.50994,0.0235891
0.171696,2.42483,1.49413,0.00634232
0.189705,2.66799,1.47331,0.00550954
0.209481,2.94478,1.44841,0.00608248
0.228482,3.2064,1.44285,0.00761682
0.243468,3.39207,1.51012,0.0235686
0.176436,2.50812,1.50414,0.0239098
0.191185,2.69666,1.46701,0.00943987
0.209691,2.94769,1.4428,0.00867272
0.229471,3.22436,1.42571,0.0096071
0.248549,3.48576,1.41598,0.0120537
0.263752,3.67215,1.46047,0.0344896
0.214521,3.0457,1.45696,0.0163414
0.230804,3.25367,1.45285,0.00914619
0.249701,3.51045,1.42079,0.00863927
0.269512,3.7875,1.41416,0.00958621
0.288731,4.05039,1.38979,0.0115211
0.304989,4.24966,1.47445,0.0265732
0.252918,3.58886,1.46591,0.0144879
0.270673,3.81539,1.42838,0.00938643
0.289683,4.07282,1.42658,0.00913199
0.309523,4.34996,1.38452,0.00977396
0.328923,4.61593,1.37902,0.0116708
0.346429,4.83104,1.40204,0.0212325
0.277818,3.96152,1.55114,0.0720706
0.291923,4.14062,1.44572,0.016727
0.310504,4.37749,1.43172,0.0121452
0.329738,4.63696,1.39146,0.0115664
0.349612,4.91414,1.39873,0.0128148
0.369032,5.17984,1.40729,0.0151404
0.387244,5.40473,1.39336,0.0242984
0.31627,4.50436,1.48782,0.0603675
0.331499,4.69743,1.40407,0.0230599
0.350334,4.93712,1.40055,0.0181356
0.369797,5.19939,1.40668,0.0180721
0.389563,5.47526,1.34671,0.0189695
0.409223,5.74306,1.33885,0.0220697
0.427746,5.9725,1.37211,0.0347105
0.443697,6.16225,1.24856,0.0999359
0.393211,5.59427,1.39265,0.0308253
0.410976,5.81956,1.35444,0.0184338
0.430221,6.06325,1.34458,0.0156177
0.449716,6.3239,1.31819,0.0152666
0.469593,6.60078,1.35491,0.0173121
0.489064,6.86511,1.36683,0.0203465
0.508463,7.10507,1.36184,0.0285036
0.526185,7.31498,1.2999,0.0581183
0.456832,6.51364,1.38791,0.0751231
0.471527,6.70016,1.31773,0.0247515
0.490608,6.94128,1.34782,0.0189928
0.510217,7.18952,1.33231,0.0167578
0.529796,7.45039,1.33261,0.0170038
0.549493,7.72161,1.3061,0.0184714
0.569246,7.98882,1.25817,0.0207059
0.588561,8.22554,1.28572,0.029125
0.607291,8.45106,1.30317,0.0513322
0.533712,7.60411,1.39929,0.0477613
0.55104,7.82318,1.28261,0.0245446
0.570332,8.06721,1.34043,0.0210207
0.590148,8.31682,1.30231,0.0187942
0.609629,8.57306,1.26569,0.0187199
0.629509,8.84778,1.28041,0.0210497
0.649207,9.11185,1.26462,0.0247959
0.66875,9.35201,1.2902,0.0339641
0.687903,9.57738,1.20622,0.0501671
0.611773,8.70894,1.35796,0.0370864
0.630715,8.94901,1.32423,0.025694
0.650313,9.19571,1.28544,0.0217897
0.670007,9.44339,1.25546,0.0201108
0.689666,9.69847,1.28484,0.0213375
0.709493,9.96837,1.26129,0.0237199
0.729358,10.2339,1.29481,0.0290006
0.748798,10.4709,1.21038,0.0364261
0.768259,10.7046,1.32131,0.0613072
0.675467,9.63418,1.41298,0.0701146
0.691225,9.83416,1.35439,0.0317228
0.710443,10.077,1.31074,0.0245624
0.730165,10.3257,1.32568,0.0226518
0.749965,10.5743,1.29238,0.0215357
0.769669,10.8281,1.33561,0.0236044
0.789518,11.0982,1.31286,0.0265541
0.809195,11.3557,1.30284,0.0319746
0.828681,11.5909,1.34914,0.0446322
0.843864,11.7806,1.19602,0.0843987
