 ***x   Q2   Theta   Eprime   Sig_Born   Sig_Rad
  0.199552804       2.80480146       16.8075008       3.09999990       84.6307602       97.7415695    
  0.218170479       3.06648088       17.5799999       3.09999990       68.8661423       78.3383179    
  0.258231670       3.62955856       19.1399994       3.09999990       45.5609016       50.3519440    
  0.298115522       4.19014311       20.5799999       3.09999990       31.0148888       33.4287224    
  0.338015705       4.75095797       21.9300003       3.09999990       21.4191666       22.5841599    
  0.378069222       5.31392717       23.2099991       3.09999990       14.8737059       15.3737545    
  0.458223403       6.44052887       25.5900002       3.09999990       7.17867708       7.16745520    
  0.538023770       7.56215763       27.7700005       3.09999990       3.39226866       3.28557467    
  0.618120492       8.68795204       29.8099995       3.09999990       1.50970352       1.42261934    
  0.698201001       9.81351852       31.7299995       3.09999990      0.620598495      0.571593523    
  0.778230608       10.9383698       33.5499992       3.09999990      0.238714144      0.215482697    
  0.818133950       11.8062830       36.1199989       2.90000010      0.122355282      0.109676607    
