EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
H3_kin13.inp                                                            
                                                                        
Hall A 2018: 25 cm Tritium target                                       
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  1,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00042; twall=0.00481; tbeam=0.00342; tspec=0.00732
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL= 2

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL

  10.590 38.712  9.81    1.63   -1.35    0.71    0.00   -0.63  0.759
   2.109  0.616  6.98    1.74   -5.32    0.77    0.00   -4.55 1.397E-01

  10.590 36.293  9.81    1.25   -3.04    0.52    0.00   -2.52  0.764
   2.388  0.637  6.46    1.32   -7.38    0.56    0.00   -6.82 1.427E-01

  10.590 34.396  9.81    1.01   -4.49    0.43    0.00   -4.06  0.782
   2.650  0.659  5.97    1.07   -9.17    0.46    0.00   -8.71 1.411E-01

  10.590 32.862  9.81    0.86   -5.77    0.38    0.00   -5.39  0.818
   2.895  0.680  5.51    0.91  -10.77    0.41    0.00  -10.36 1.358E-01

  10.590 31.594  9.81    0.77   -6.93    0.38    0.00   -6.55  0.874
   3.126  0.701  5.08    0.81  -12.23    0.41    0.00  -11.82 1.275E-01

  10.590 30.524  9.81    0.71   -8.00    0.41    0.00   -7.60  0.955
   3.343  0.721  4.67    0.76  -13.58    0.43    0.00  -13.14 1.172E-01

  10.590 29.608  9.81    0.69   -9.03    0.47    0.00   -8.56  1.065
   3.548  0.742  4.28    0.74  -14.87    0.50    0.00  -14.37 1.057E-01

  0.000 0.000  0.000 .000  0.00  0.00  0.00  0.00  0.00  0.00 0.000
                           0.00  0.00  0.00  0.00  0.00  0.00 0.000E+00

