0.171212  2.41785  1.59621  0.00595641  0.999578  0
0.192727  2.71709  1.58065  0.00831428  1.00034  1
0.193568  2.72098  1.59004  0.00470431  1.0007  0
0.219677  3.08619  1.57651  0.008266  1.00135  1
0.220317  3.09433  1.58312  0.00578847  1.00137  0
0.222429  3.14537  1.58201  0.0109671  1.00144  2
0.240488  3.35593  1.62347  0.0154331  1.00179  0
0.246154  3.46012  1.57714  0.0078433  1.00176  2
0.247392  3.46772  1.58313  0.011018  1.00198  1
0.259444  3.67028  1.57467  0.0122938  1.00217  3
0.274513  3.85562  1.59144  0.00925108  1.00245  2
0.284806  4.0044  1.58951  0.00898509  1.00258  3
0.297839  4.21451  1.56835  0.0129629  1.00296  4
0.298357  4.17083  1.59249  0.0165888  1.00274  2
0.313989  4.41037  1.55425  0.0101311  1.00294  3
0.324754  4.5677  1.57167  0.010194  1.0028  4
0.333991  4.72738  1.61487  0.019803  1.00291  5
0.33991  4.75276  1.59507  0.0169581  1.003  3
0.353091  4.9611  1.58069  0.0120721  1.00301  4
0.361037  5.07776  1.5964  0.0161631  1.00319  5
0.379932  5.31693  1.61528  0.0172122  1.00321  4
0.388682  5.46027  1.58886  0.0174925  1.00296  5
0.411298  5.82076  1.58411  0.0152745  1.00308  7
0.418216  5.85448  1.60843  0.0227697  1.00314  5
0.443951  6.24345  1.56013  0.0134896  1.00313  7
0.47551  6.67842  1.63316  0.016356  1.00303  7
0.482474  6.83744  1.60853  0.017372  1.00302  9
0.506958  7.0847  1.58746  0.0240201  1.00298  7
0.516248  7.26717  1.61094  0.0146454  1.00295  9
0.549966  7.72464  1.60139  0.0158623  1.00285  9
0.554999  7.87126  1.60109  0.02025  1.00298  11
0.586112  8.19414  1.6112  0.0235469  1.00273  9
0.594735  8.37547  1.5832  0.0147879  1.00242  11
0.626326  8.89169  1.61141  0.0232936  1.00253  13
0.638154  8.95713  1.59716  0.017438  1.00248  11
0.663599  9.3613  1.58981  0.0173795  1.00216  13
0.680786  9.49288  1.61448  0.040084  1.00202  11
0.698233  9.9216  1.64843  0.024865  1.00189  15
0.705122  9.90425  1.61446  0.0178098  1.00187  13
0.737569  10.4156  1.66753  0.0182459  1.00124  15
0.738283  10.7604  1.62795  0.0303643  1.00124  16
0.750158  10.4822  1.65018  0.0333089  1.00118  13
0.779175  10.9493  1.66672  0.020041  1.00028  15
0.780569  11.3163  1.63625  0.0201723  1.00042  16
0.820569  11.4905  1.61437  0.0316867  0.999152  15
0.824414  11.8934  1.65817  0.0235183  0.998923  16
