                                           ************ internal ***************  +++++++ internal  + external ++++++++
    E        Ep      Th       s_born       s_rad        s_elas       s_dis        s_rad        s_elas       s_dis
   10.5890   2.9914  26.2012  0.11724E+01  0.11821E+01  0.31585E-04  0.11752E+01  0.11387E+01  0.31654E-04  0.11312E+01
   10.5890   3.0186  26.4687  0.10469E+01  0.10495E+01  0.23500E-04  0.10438E+01  0.10093E+01  0.23537E-04  0.10032E+01
   10.5890   3.0500  26.8082  0.90440E+00  0.90036E+00  0.16321E-04  0.89595E+00  0.86425E+00  0.16333E-04  0.85945E+00
   10.5890   3.0814  27.1478  0.77570E+00  0.76685E+00  0.11304E-04  0.76339E+00  0.73465E+00  0.11303E-04  0.73087E+00
   10.5890   3.0964  27.5730  0.65588E+00  0.64421E+00  0.78838E-05  0.64148E+00  0.61605E+00  0.78776E-05  0.61308E+00
   10.5890   3.1009  28.0676  0.54566E+00  0.53258E+00  0.54579E-05  0.53045E+00  0.50843E+00  0.54502E-05  0.50611E+00
   10.5890   3.1111  28.5096  0.45527E+00  0.44154E+00  0.38226E-05  0.43986E+00  0.42079E+00  0.38149E-05  0.41895E+00
   10.5890   3.1404  28.8047  0.38561E+00  0.37148E+00  0.27309E-05  0.37013E+00  0.35335E+00  0.27234E-05  0.35187E+00
   10.5890   3.1783  29.0071  0.33074E+00  0.31654E+00  0.19967E-05  0.31544E+00  0.30051E+00  0.19898E-05  0.29930E+00
   10.5890   3.2006  29.2552  0.28491E+00  0.27114E+00  0.15122E-05  0.27022E+00  0.25699E+00  0.15061E-05  0.25599E+00
