 ***x   Q2   Theta   Eprime   Sig_Born   Sig_Rad
  0.456832081       6.51364422       26.2119999       2.99090004       1.53902125       1.51670206    
  0.471526921       6.70016146       26.4745007       3.01690006       1.37509394       1.34517646    
  0.490607619       6.94127512       26.8083000       3.04949999       1.18530548       1.14866507    
  0.510217249       7.18951607       27.1544991       3.07999992       1.01305437      0.972706139    
  0.529795825       7.45038748       27.5834999       3.09509993      0.853281140      0.812403679    
  0.549493015       7.72160959       28.0653000       3.10069990      0.710331500      0.670847833    
  0.569245875       7.98882008       28.5114002       3.11039996      0.591006041      0.553623855    
  0.588561118       8.22554207       28.7931004       3.14150000      0.500714898      0.465052426    
  0.607290506       8.45105839       29.0438995       3.17330003      0.425321519      0.391699046    
  0.623408496       8.64213181       29.2441998       3.20169997      0.368691444      0.337076783    
