n   xbj   Q2   Yield   Yield_err
0.36, 0.37966, 5.42259, 2.51664e-07, 7.26521e-08
0.38, 0.393217, 5.5943, 9.0636e-05, 1.39007e-06
0.4, 0.410984, 5.8196, 0.000245526, 2.3196e-06
0.42, 0.430232, 6.06332, 0.000343858, 2.7685e-06
0.44, 0.449729, 6.324, 0.000342644, 2.76335e-06
0.46, 0.469587, 6.60067, 0.000281113, 2.48968e-06
0.48, 0.489071, 6.86513, 0.000204276, 2.1081e-06
0.5, 0.508476, 7.10516, 0.000100597, 1.46577e-06
0.52, 0.526181, 7.31491, 2.11176e-05, 6.66769e-07
0.54, 0.542703, 7.5254, 3.98452e-07, 9.14161e-08
