n   xbj   Q2   Yield   Yield_err
0.52, 0.534035, 7.60755, 7.89374e-06, 1.92036e-07
0.54, 0.550912, 7.82186, 2.67363e-05, 3.5791e-07
0.56, 0.570328, 8.06718, 3.94459e-05, 4.38338e-07
0.58, 0.59014, 8.31663, 4.7612e-05, 4.84118e-07
0.6, 0.60979, 8.57527, 4.58745e-05, 4.74667e-07
0.62, 0.629507, 8.84562, 3.65708e-05, 4.21272e-07
0.64, 0.649154, 9.11092, 2.55805e-05, 3.49812e-07
0.66, 0.668798, 9.34957, 1.38788e-05, 2.55676e-07
0.68, 0.687929, 9.58188, 5.70784e-06, 1.63062e-07
0.7, 0.704776, 9.7836, 7.34853e-07, 5.83107e-08
0.72, 0.721335, 10.0131, 4.62123e-09, 4.62142e-09
