   0.100   1.400  13.480      0.632E+00      0.748E-02      0.432E-02      0.612E+00      0.336E+00      0.340E-01
   0.110   1.540  13.340      0.636E+00      0.734E-02      0.451E-02      0.618E+00      0.324E+00      0.322E-01
   0.120   1.680  13.200      0.638E+00      0.718E-02      0.466E-02      0.621E+00      0.311E+00      0.311E-01
   0.130   1.820  13.060      0.638E+00      0.700E-02      0.476E-02      0.622E+00      0.299E+00      0.305E-01
   0.140   1.960  12.920      0.637E+00      0.683E-02      0.483E-02      0.622E+00      0.287E+00      0.303E-01
   0.150   2.100  12.780      0.634E+00      0.666E-02      0.487E-02      0.620E+00      0.275E+00      0.302E-01
   0.160   2.240  12.640      0.629E+00      0.651E-02      0.488E-02      0.617E+00      0.263E+00      0.301E-01
   0.170   2.380  12.500      0.624E+00      0.638E-02      0.487E-02      0.612E+00      0.252E+00      0.300E-01
   0.180   2.520  12.360      0.618E+00      0.626E-02      0.484E-02      0.607E+00      0.241E+00      0.299E-01
   0.190   2.660  12.220      0.610E+00      0.615E-02      0.480E-02      0.600E+00      0.231E+00      0.296E-01
   0.200   2.800  12.080      0.602E+00      0.605E-02      0.475E-02      0.593E+00      0.221E+00      0.293E-01
   0.210   2.940  11.940      0.593E+00      0.597E-02      0.468E-02      0.585E+00      0.212E+00      0.290E-01
   0.220   3.080  11.800      0.584E+00      0.588E-02      0.461E-02      0.576E+00      0.204E+00      0.286E-01
   0.230   3.220  11.660      0.574E+00      0.581E-02      0.453E-02      0.567E+00      0.195E+00      0.282E-01
   0.240   3.360  11.520      0.563E+00      0.573E-02      0.444E-02      0.557E+00      0.188E+00      0.278E-01
   0.250   3.500  11.380      0.552E+00      0.565E-02      0.435E-02      0.546E+00      0.180E+00      0.274E-01
   0.260   3.640  11.240      0.540E+00      0.557E-02      0.426E-02      0.535E+00      0.173E+00      0.271E-01
   0.270   3.780  11.100      0.528E+00      0.549E-02      0.417E-02      0.523E+00      0.167E+00      0.268E-01
   0.280   3.920  10.960      0.515E+00      0.540E-02      0.407E-02      0.511E+00      0.161E+00      0.265E-01
   0.290   4.060  10.820      0.502E+00      0.531E-02      0.397E-02      0.499E+00      0.155E+00      0.262E-01
   0.300   4.200  10.680      0.489E+00      0.521E-02      0.387E-02      0.487E+00      0.150E+00      0.260E-01
   0.310   4.340  10.540      0.476E+00      0.510E-02      0.377E-02      0.474E+00      0.145E+00      0.258E-01
   0.320   4.480  10.400      0.462E+00      0.498E-02      0.367E-02      0.461E+00      0.140E+00      0.256E-01
   0.330   4.620  10.260      0.448E+00      0.486E-02      0.358E-02      0.448E+00      0.136E+00      0.255E-01
   0.340   4.760  10.120      0.434E+00      0.473E-02      0.348E-02      0.434E+00      0.132E+00      0.254E-01
   0.350   4.900   9.980      0.420E+00      0.459E-02      0.338E-02      0.421E+00      0.128E+00      0.253E-01
   0.360   5.040   9.840      0.406E+00      0.444E-02      0.328E-02      0.407E+00      0.124E+00      0.252E-01
   0.370   5.180   9.700      0.392E+00      0.429E-02      0.319E-02      0.394E+00      0.121E+00      0.252E-01
   0.380   5.320   9.560      0.378E+00      0.413E-02      0.309E-02      0.380E+00      0.118E+00      0.251E-01
   0.390   5.460   9.420      0.364E+00      0.397E-02      0.300E-02      0.366E+00      0.115E+00      0.251E-01
   0.400   5.600   9.280      0.350E+00      0.381E-02      0.291E-02      0.353E+00      0.112E+00      0.251E-01
   0.410   5.740   9.140      0.336E+00      0.364E-02      0.282E-02      0.339E+00      0.109E+00      0.250E-01
   0.420   5.880   9.000      0.323E+00      0.347E-02      0.273E-02      0.326E+00      0.106E+00      0.250E-01
   0.430   6.020   8.860      0.309E+00      0.329E-02      0.264E-02      0.313E+00      0.104E+00      0.250E-01
   0.440   6.160   8.720      0.296E+00      0.312E-02      0.255E-02      0.300E+00      0.102E+00      0.250E-01
   0.450   6.300   8.580      0.283E+00      0.295E-02      0.246E-02      0.287E+00      0.995E-01      0.251E-01
   0.460   6.440   8.440      0.270E+00      0.278E-02      0.238E-02      0.274E+00      0.975E-01      0.251E-01
   0.470   6.580   8.300      0.257E+00      0.261E-02      0.229E-02      0.262E+00      0.955E-01      0.251E-01
   0.480   6.720   8.160      0.245E+00      0.245E-02      0.221E-02      0.250E+00      0.937E-01      0.251E-01
   0.490   6.860   8.020      0.233E+00      0.229E-02      0.213E-02      0.238E+00      0.919E-01      0.251E-01
   0.500   7.000   7.880      0.222E+00      0.214E-02      0.204E-02      0.226E+00      0.902E-01      0.252E-01
   0.510   7.140   7.740      0.210E+00      0.199E-02      0.196E-02      0.214E+00      0.886E-01      0.252E-01
   0.520   7.280   7.600      0.199E+00      0.185E-02      0.188E-02      0.203E+00      0.871E-01      0.252E-01
   0.530   7.420   7.460      0.188E+00      0.171E-02      0.180E-02      0.192E+00      0.857E-01      0.253E-01
   0.540   7.560   7.320      0.178E+00      0.159E-02      0.172E-02      0.182E+00      0.844E-01      0.253E-01
   0.550   7.700   7.180      0.168E+00      0.147E-02      0.164E-02      0.171E+00      0.831E-01      0.253E-01
   0.560   7.840   7.040      0.158E+00      0.136E-02      0.156E-02      0.161E+00      0.819E-01      0.254E-01
   0.570   7.980   6.900      0.149E+00      0.125E-02      0.148E-02      0.152E+00      0.807E-01      0.254E-01
   0.580   8.120   6.760      0.140E+00      0.116E-02      0.140E-02      0.143E+00      0.796E-01      0.255E-01
   0.590   8.260   6.620      0.131E+00      0.108E-02      0.133E-02      0.134E+00      0.786E-01      0.255E-01
   0.600   8.400   6.480      0.123E+00      0.100E-02      0.125E-02      0.125E+00      0.776E-01      0.256E-01
   0.610   8.540   6.340      0.115E+00      0.937E-03      0.118E-02      0.117E+00      0.766E-01      0.256E-01
   0.620   8.680   6.200      0.107E+00      0.879E-03      0.111E-02      0.109E+00      0.758E-01      0.257E-01
   0.630   8.820   6.060      0.100E+00      0.829E-03      0.103E-02      0.101E+00      0.749E-01      0.258E-01
   0.640   8.960   5.920      0.931E-01      0.787E-03      0.963E-03      0.942E-01      0.741E-01      0.258E-01
   0.650   9.100   5.780      0.864E-01      0.751E-03      0.895E-03      0.873E-01      0.734E-01      0.259E-01
   0.660   9.240   5.640      0.801E-01      0.722E-03      0.829E-03      0.808E-01      0.727E-01      0.260E-01
   0.670   9.380   5.500      0.741E-01      0.699E-03      0.765E-03      0.746E-01      0.720E-01      0.260E-01
   0.680   9.520   5.360      0.684E-01      0.680E-03      0.703E-03      0.688E-01      0.714E-01      0.261E-01
   0.690   9.660   5.220      0.630E-01      0.665E-03      0.644E-03      0.633E-01      0.709E-01      0.262E-01
   0.700   9.800   5.080      0.578E-01      0.654E-03      0.588E-03      0.581E-01      0.703E-01      0.263E-01
   0.710   9.940   4.940      0.530E-01      0.644E-03      0.534E-03      0.532E-01      0.698E-01      0.264E-01
   0.720  10.080   4.800      0.484E-01      0.636E-03      0.484E-03      0.486E-01      0.694E-01      0.266E-01
   0.730  10.220   4.660      0.441E-01      0.629E-03      0.436E-03      0.443E-01      0.690E-01      0.267E-01
   0.740  10.360   4.520      0.401E-01      0.621E-03      0.392E-03      0.403E-01      0.686E-01      0.268E-01
   0.750  10.500   4.380      0.363E-01      0.612E-03      0.351E-03      0.365E-01      0.683E-01      0.270E-01
   0.760  10.640   4.240      0.327E-01      0.601E-03      0.314E-03      0.330E-01      0.680E-01      0.271E-01
   0.770  10.780   4.100      0.294E-01      0.587E-03      0.279E-03      0.298E-01      0.677E-01      0.273E-01
   0.780  10.920   3.960      0.263E-01      0.571E-03      0.248E-03      0.268E-01      0.675E-01      0.275E-01
   0.790  11.060   3.820      0.234E-01      0.550E-03      0.220E-03      0.241E-01      0.673E-01      0.277E-01
   0.800  11.200   3.680      0.207E-01      0.527E-03      0.195E-03      0.216E-01      0.672E-01      0.279E-01
   0.810  11.340   3.540      0.183E-01      0.499E-03      0.173E-03      0.192E-01      0.671E-01      0.282E-01
   0.820  11.480   3.400      0.160E-01      0.467E-03      0.153E-03      0.171E-01      0.671E-01      0.285E-01
   0.830  11.620   3.260      0.139E-01      0.432E-03      0.136E-03      0.152E-01      0.671E-01      0.288E-01
   0.840  11.760   3.120      0.119E-01      0.394E-03      0.121E-03      0.134E-01      0.672E-01      0.291E-01
   0.850  11.900   2.980      0.102E-01      0.354E-03      0.107E-03      0.118E-01      0.674E-01      0.295E-01
   0.860  12.040   2.840      0.857E-02      0.311E-03      0.953E-04      0.104E-01      0.676E-01      0.300E-01
   0.870  12.180   2.700      0.713E-02      0.268E-03      0.846E-04      0.912E-02      0.679E-01      0.305E-01
   0.880  12.320   2.560      0.584E-02      0.224E-03      0.749E-04      0.799E-02      0.682E-01      0.311E-01
   0.890  12.460   2.420      0.470E-02      0.182E-03      0.658E-04      0.704E-02      0.687E-01      0.319E-01
   0.900  12.600   2.280      0.370E-02      0.142E-03      0.573E-04      0.624E-02      0.693E-01      0.327E-01
