 ***x   Q2   Theta   Eprime   Sig_Born   Sig_Rad
  0.449953347       1.95056617       18.0000000       3.45589995       70.4711456       65.5783386    
  0.483282775       2.00599217       18.0000000       3.55410004       69.8449783       63.0798988    
  0.516653776       2.05695868       18.0000000       3.64439988       64.0133438       56.1995201    
  0.549976468       2.10386181       18.0000000       3.72749996       53.8920441       47.7970848    
  0.583237886       2.14715242       18.0000000       3.80419993       51.0364761       44.6300201    
  0.616675317       2.18750834       18.0000000       3.87570000       50.6986694       41.7528496    
  0.649971187       2.22487259       18.0000000       3.94190001       36.7621880       31.3122520    
  0.683255911       2.25969720       18.0000000       4.00360012       31.2344608       27.0329037    
  0.716622531       2.29232049       18.0000000       4.06139994       29.1651039       25.0828323    
  0.749970615       2.32285547       18.0000000       4.11549997       29.1515408       24.4929256    
  0.783270240       2.35147119       18.0000000       4.16620016       31.6806259       24.9297619    
  0.816657662       2.37845039       18.0000000       4.21400023       25.2316208       19.3462124    
  0.849948525       2.40379286       18.0000000       4.25890017       17.8362465       14.1281404    
  0.883259356       2.42772388       18.0000000       4.30130005       13.7630424       11.0973911    
  0.916673005       2.45041323       18.0000000       4.34149981       10.6339893       9.38000679    
  0.949949443       2.47180462       18.0000000       4.37939978       12.9160919       10.6634264    
  0.983192265       2.49206734       18.0000000       4.41529989       14.7922773       11.4685955    
   1.01664746       2.51142693       18.0000000       4.44960022       15.2790785       11.1850462    
   1.04989040       2.52971387       18.0000000       4.48199987       13.4787149       9.42602062    
   1.08319616       2.54715419       18.0000000       4.51289988       9.96776676       6.76431656    
   1.11667848       2.56386113       18.0000000       4.54250002       6.45113039       4.31125975    
   1.14987659       2.57966471       18.0000000       4.57049990       3.95045733       2.62602377    
   1.18326938       2.59484744       18.0000000       4.59740019       2.39782834       1.59378266    
   1.21664011       2.60935283       18.0000000       4.62309980       1.48760939      0.990998685    
   1.24988163       2.62318134       18.0000000       4.64760017      0.954862356      0.637894869    
   1.28316331       2.63644505       18.0000000       4.67110014      0.634125292      0.424601883    
   1.31654620       2.64920068       18.0000000       4.69369984      0.434870481      0.291423589    
   1.34995234       2.66144872       18.0000000       4.71540022      0.307376713      0.205652371    
   1.38313031       2.67313218       18.0000000       4.73610020      0.223699212      0.148829401    
   1.41664767       2.68447685       18.0000000       4.75619984      0.166181430      0.109131664    
   1.44993556       2.69531369       18.0000000       4.77540016      0.126286924       8.04177225E-02
   1.48325288       2.70575523       18.0000000       4.79390001       4.77778055E-02   3.15630436E-02
   1.51652920       2.71580195       18.0000000       4.81169987       3.43427025E-02   2.27001030E-02
   1.54988468       2.72550988       18.0000000       4.82889986       2.50372086E-02   1.65569242E-02
   1.58325911       2.73487926       18.0000000       4.84549999       1.85038075E-02   1.22411661E-02
   1.61658585       2.74390960       18.0000000       4.86149979       1.38571290E-02   9.17005260E-03
   1.64979708       2.75260186       18.0000000       4.87690020       1.05108405E-02   6.95736799E-03
   1.68326974       2.76106834       18.0000000       4.89190006       8.04395601E-03   5.32558048E-03
   1.71650231       2.76919556       18.0000000       4.90630007       6.23148819E-03   4.12625261E-03
   1.74989676       2.77709746       18.0000000       4.92030001       4.86816047E-03   3.22385249E-03
   1.78316355       2.78471732       18.0000000       4.93380022       3.84113146E-03   2.54386594E-03
   1.81649160       2.79211116       18.0000000       4.94689989       3.05521511E-03   2.02343310E-03
   1.84983635       2.79927897       18.0000000       4.95959997       2.44928896E-03   1.62210746E-03
   1.88314784       2.80622149       18.0000000       4.97189999       1.97880343E-03   1.31044886E-03
   1.91665649       2.81299448       18.0000000       4.98390007       1.60814601E-03   1.06489833E-03
   1.94974780       2.81948519       18.0000000       4.99539995       1.31906744E-03   8.73358571E-04
   1.98324072       2.82586312       18.0000000       5.00670004       1.08627533E-03   7.19108852E-04
   2.01650596       2.83201528       18.0000000       5.01760006       9.01175896E-04   5.96446043E-04
   2.04979873       2.83799815       18.0000000       5.02820015       7.51793443E-04   4.97456058E-04
   2.08307743       2.84381151       18.0000000       5.03849983       6.30645663E-04   4.17168601E-04
   2.11663985       2.84951234       18.0000000       5.04860020       5.31007245E-04   3.51130817E-04
   2.14977312       2.85498691       18.0000000       5.05830002       4.50311665E-04   2.97646446E-04
   2.18311620       2.86034894       18.0000000       5.06780005       3.83283332E-04   2.53221078E-04
   2.21664762       2.86559796       18.0000000       5.07709980       3.27427319E-04   2.16192755E-04
   2.24997234       2.87067795       18.0000000       5.08610010       2.81196990E-04   1.85545068E-04
   2.28303432       2.87558818       18.0000000       5.09480000       2.42772992E-04   1.60069656E-04
   2.31657076       2.88044238       18.0000000       5.10340023       2.09992068E-04   1.38332180E-04
