EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
H3_kin11.inp                                                            
                                                                        
Hall A 2018: 25 cm Tritium target                                       
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  1,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00045; twall=0.00481; tbeam=0.00341; tspec=0.00832
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=122

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL

  10.589 28.336  7.60    0.92   -1.00    0.37    0.00   -0.62  0.786
   2.997  0.534  7.52    0.98   -5.42    0.40    0.00   -5.02 7.536E-01

  10.589 28.619  7.82    0.88   -1.61    0.35    0.00   -1.26  0.784
   3.023  0.551  7.25    0.93   -6.17    0.38    0.00   -5.79 6.501E-01

  10.589 28.936  8.07    0.83   -2.25    0.33    0.00   -1.92  0.782
   3.051  0.570  6.96    0.88   -6.95    0.36    0.00   -6.59 5.488E-01

  10.589 29.254  8.32    0.80   -2.90    0.32    0.00   -2.58  0.784
   3.079  0.590  6.66    0.84   -7.73    0.34    0.00   -7.39 4.589E-01

  10.589 29.633  8.57    0.77   -3.49    0.31    0.00   -3.18  0.789
   3.095  0.610  6.37    0.81   -8.44    0.33    0.00   -8.11 3.796E-01

  10.589 30.095  8.85    0.75   -4.05    0.31    0.00   -3.74  0.797
   3.099  0.630  6.09    0.79   -9.11    0.33    0.00   -8.78 3.081E-01

  10.589 30.499  9.11    0.73   -4.60    0.31    0.00   -4.29  0.810
   3.110  0.649  5.80    0.77   -9.77    0.33    0.00   -9.44 2.507E-01

  10.589 30.770  9.35    0.70   -5.18    0.32    0.00   -4.87  0.831
   3.137  0.669  5.51    0.74  -10.47    0.34    0.00  -10.13 2.061E-01

  10.589 30.982  9.58    0.68   -5.75    0.33    0.00   -5.42  0.859
   3.170  0.688  5.23    0.72  -11.15    0.35    0.00  -10.80 1.702E-01

  10.589 31.196  9.79    0.67   -6.24    0.34    0.00   -5.90  0.893
   3.195  0.705  4.97    0.71  -11.75    0.36    0.00  -11.38 1.420E-01

  10.589 31.496 10.01    0.66   -6.73    0.37    0.00   -6.37  0.935
   3.210  0.723  4.71    0.70  -12.32    0.39    0.00  -11.93 1.161E-01

  0.000 0.000  0.000 .000  0.00  0.00  0.00  0.00  0.00  0.00 0.000
                           0.00  0.00  0.00  0.00  0.00  0.00 0.000E+00

