 ***x   Q2   Theta   Eprime   Sig_Born   Sig_Rad
  0.534029603       7.60753489       28.3372993       2.99769998      0.569006264      0.544938028    
  0.550920069       7.82199144       28.6193008       3.02300000      0.494887024      0.470265836    
  0.570321739       8.06717014       28.9360008       3.05130005      0.419961333      0.395549685    
  0.590132058       8.31659985       29.2539005       3.07909989      0.353427291      0.329990476    
  0.609790027       8.57532597       29.6371002       3.09509993      0.293687671      0.272019565    
  0.629489779       8.84550858       30.0823994       3.10089993      0.240717039      0.221301854    
  0.649153054       9.11097050       30.4965000       3.10980010      0.196866751      0.179638430    
  0.668789804       9.34955311       30.7539005       3.13930011      0.162981704      0.147542074    
  0.687911391       9.58175659       31.0056000       3.16650009      0.134699762      0.121012829    
  0.704760313       9.78351116       31.2129993       3.19140005      0.113448381      0.101236232    
  0.721326232       10.0130730       31.5849991       3.19169998       9.34633911E-02   8.29340667E-02
