 ***x   Q2   Theta   Eprime   Sig_Born   Sig_Rad
  0.379657686       5.42260265       23.9339008       2.97779989       3.07749605       3.15003610    
  0.393210858       5.59426594       24.1933002       3.00749993       2.78599524       2.82665396    
  0.410975933       5.81955576       24.5361004       3.04310012       2.43909144       2.45040560    
  0.430220634       6.06324577       24.9046993       3.07879996       2.10656476       2.09388423    
  0.449715734       6.32390356       25.3733006       3.09549999       1.78625035       1.75887346    
  0.469593465       6.60078049       25.9195004       3.09850001       1.49084926       1.45526242    
  0.489064306       6.86510849       26.3983994       3.10870004       1.25429916       1.21397769    
  0.508463144       7.10506868       26.7162991       3.14260006       1.07451129       1.03040791    
  0.526184618       7.31498241       26.9491005       3.18079996      0.936513782      0.890697062    
  0.542694867       7.52536058       27.2593002       3.19959998      0.811017871      0.765713394    
