5.7660 0.7929 50.0000
5.7660 0.8571 50.0000
5.7660 0.9198 50.0000
5.7660 0.9808 50.0000
5.7660 1.0403 50.0000
5.7660 1.0985 50.0000
5.7660 1.1551 50.0000
5.7660 1.2104 50.0000
5.7660 1.2645 50.0000
5.7660 1.3172 50.0000
5.7660 1.3687 50.0000
5.7660 1.4191 50.0000
5.7660 1.4682 50.0000
5.7660 1.5163 50.0000
5.7660 1.5634 50.0000
5.7660 1.6094 50.0000
5.7660 1.6543 50.0000
5.7660 1.6985 50.0000
5.7660 1.7415 50.0000
5.7660 1.7837 50.0000
5.7660 1.8251 50.0000
5.7660 1.8655 50.0000
5.7660 1.9051 50.0000
5.7660 1.9441 50.0000
5.7660 1.9821 50.0000
5.7660 2.0194 50.0000
5.7660 2.0561 50.0000
5.7660 2.0919 50.0000
5.7660 2.1271 50.0000
5.7660 2.1617 50.0000
5.7660 2.1956 50.0000
5.7660 2.2288 50.0000
5.7660 2.2615 50.0000
5.7660 2.2935 50.0000
5.7660 2.3559 50.0000
