15.7300 13.1390 10.0000
15.7300 13.1210 10.0000
15.7300 13.1020 10.0000
15.7300 13.0830 10.0000
15.7300 13.0650 10.0000
15.7300 13.0460 10.0000
15.7300 13.0270 10.0000
15.7300 13.0090 10.0000
15.7300 12.9900 10.0000
15.7300 12.9720 10.0000
15.7300 12.9530 10.0000
15.7300 12.9340 10.0000
15.7300 12.9150 10.0000
15.7300 12.8960 10.0000
15.7300 12.8770 10.0000
15.7300 12.8590 10.0000
15.7300 12.8400 10.0000
15.7300 12.8210 10.0000
15.7300 12.8030 10.0000
15.7300 12.7840 10.0000
15.7300 12.7650 10.0000
15.7300 12.7470 10.0000
15.7300 12.7280 10.0000
15.7300 12.7090 10.0000
15.7300 12.6910 10.0000
15.7300 12.6720 10.0000
15.7300 12.6530 10.0000
15.7300 12.6350 10.0000
15.7300 12.6160 10.0000
15.7300 12.5970 10.0000
15.7300 12.5790 10.0000
15.7300 12.5600 10.0000
15.7300 12.5410 10.0000
15.7300 12.5230 10.0000
15.7300 12.5040 10.0000
15.7300 12.4850 10.0000
15.7300 12.4670 10.0000
15.7300 12.4480 10.0000
15.7300 12.4290 10.0000
15.7300 12.4110 10.0000
15.7300 12.3920 10.0000
15.7300 12.3730 10.0000
15.7300 12.3550 10.0000
15.7300 12.3360 10.0000
15.7300 12.3180 10.0000
15.7300 12.2990 10.0000
15.7300 12.2800 10.0000
15.7300 12.2620 10.0000
15.7300 12.2420 10.0000
15.7300 12.2230 10.0000
15.7300 12.2050 10.0000
15.7300 12.1860 10.0000
15.7300 12.1670 10.0000
15.7300 12.1490 10.0000
15.7300 12.1300 10.0000
15.7300 12.1110 10.0000
15.7300 12.0930 10.0000
15.7300 12.0740 10.0000
15.7300 12.0550 10.0000
15.7300 12.0370 10.0000
15.7300 12.0180 10.0000
15.7300 11.9990 10.0000
15.7300 11.9810 10.0000
15.7300 11.9620 10.0000
