0.15  60  0.0195  0.519572
0.15  60  0.01875  0.399671
0.15  60  0.018  0.319737
0.15  60  0.01725  0.262641
0.15  60  0.0165  0.219819
0.15  75  0.0277943  0.592457
0.15  75  0.0266825  0.473966
0.15  75  0.0255707  0.389329
0.15  75  0.024459  0.325851
0.15  75  0.0233472  0.27648
0.15  75  0.0222354  0.236983
0.15  75  0.0211237  0.204667
0.15  75  0.0200119  0.177737
0.15  75  0.0189001  0.15495
0.15  90  0.0375  0.799342
0.15  90  0.036  0.639473
0.15  90  0.0345  0.525282
0.15  90  0.033  0.439638
0.15  90  0.0315  0.373026
0.15  90  0.03  0.319737
0.15  90  0.0285  0.276136
0.15  90  0.027  0.239803
0.15  90  0.0255  0.209059
0.15  90  0.024  0.182707
0.15  90  0.0225  0.159868
0.15  90  0.021  0.139885
0.15  90  0.0195  0.122252
0.15  145  0.0682182  1.45412
0.15  145  0.0627607  0.955567
0.15  145  0.0573033  0.678591
0.15  145  0.0518458  0.502334
0.15  145  0.0463884  0.380309
0.15  145  0.0409309  0.290825
0.15  145  0.0354735  0.222395
0.2  60  0.035  0.746052
0.2  60  0.033  0.502443
0.2  60  0.031  0.367105
0.2  60  0.029  0.280981
0.2  60  0.027  0.221356
0.2  60  0.025  0.177632
0.2  60  0.023  0.144195
0.2  75  0.0518827  1.10592
0.2  75  0.0489179  0.744803
0.2  75  0.0459532  0.544183
0.2  75  0.0429885  0.416515
0.2  75  0.0400238  0.32813
0.2  75  0.037059  0.263314
0.2  75  0.0340943  0.213749
0.2  75  0.0311296  0.174619
0.2  75  0.0281649  0.142942
0.2  75  0.0252002  0.116774
0.2  75  0.0222354  0.0947931
0.2  75  0.0192707  0.0760685
0.2  90  0.07  1.4921
0.2  90  0.066  1.00489
0.2  90  0.062  0.73421
0.2  90  0.058  0.561961
0.2  90  0.054  0.442712
0.2  90  0.05  0.355263
0.2  90  0.046  0.28839
0.2  90  0.042  0.235595
0.2  90  0.038  0.192857
0.2  90  0.034  0.157551
0.2  90  0.03  0.127895
0.2  90  0.026  0.102632
0.2  145  0.123702  2.19734
0.2  145  0.116426  1.55107
0.2  145  0.109149  1.1633
0.2  145  0.101873  0.904788
0.2  145  0.0945959  0.720138
0.2  145  0.0873193  0.58165
0.2  145  0.0800427  0.473937
0.2  145  0.0727661  0.387766
0.2  145  0.0654895  0.317263
0.2  145  0.0582129  0.258511
0.2  145  0.0509363  0.208797
0.25  34  0.0192333  0.409972
0.25  34  0.0183785  0.279822
0.25  34  0.0175236  0.207517
0.25  34  0.0166688  0.161504
0.25  34  0.015814  0.129649
0.25  34  0.0149592  0.106289
0.25  34  0.0141044  0.0884254
0.25  34  0.0132496  0.0743225
0.25  60  0.05375  0.818374
0.25  60  0.05125  0.606908
0.25  60  0.04875  0.472338
0.25  60  0.04625  0.379175
0.25  60  0.04375  0.310855
0.25  60  0.04125  0.258611
0.25  60  0.03875  0.217365
0.25  60  0.03625  0.183975
0.25  60  0.03375  0.156393
0.25  60  0.03125  0.133224
0.25  60  0.02875  0.113487
0.25  75  0.0833829  1.77737
0.25  75  0.079677  1.21313
0.25  75  0.075971  0.899657
0.25  75  0.0722651  0.700176
0.25  75  0.0685592  0.562074
0.25  75  0.0648533  0.4608
0.25  75  0.0611474  0.383354
0.25  75  0.0574415  0.322213
0.25  75  0.0537356  0.272718
0.25  75  0.0500297  0.231831
0.25  75  0.0463238  0.197486
0.25  75  0.0426179  0.168229
