 ***x   Q2   Theta   Eprime   Sig_Born   Sig_Rad
  0.379502565       5.41960382       23.9227009       2.97889996       3.84817958       3.96290016    
  0.393257082       5.59403753       24.1879005       3.00869989       3.49055481       3.56543231    
  0.410929471       5.81797266       24.5277996       3.04430008       3.07414961       3.10850191    
  0.430321008       6.06369114       24.9006996       3.07999992       2.66744828       2.66906857    
  0.449769437       6.32423687       25.3719006       3.09599996       2.27680993       2.25706649    
  0.469615400       6.60011959       25.9134998       3.09960008       1.91607010       1.88283539    
  0.489167988       6.86619663       26.3987999       3.10910010       1.62233865       1.58045304    
  0.508452117       7.10548639       26.7196999       3.14199996       1.40081131       1.35200310    
  0.525957763       7.31192732       26.9438000       3.18070006       1.23278856       1.17967749    
  0.542802989       7.52747107       27.2658005       3.19899988       1.07185841       1.01790512    
