20.999 16.391 10 0.000865 0.00142
20.999 16.366 10 0.00239 0.00171
20.999 16.341 10 0.00291 0.00177
20.999 16.316 10 0.00362 0.00165
20.999 16.291 10 0.00453 0.00267
20.999 16.266 10 0.00401 0.00229
20.999 16.241 10 0.00804 0.00191
20.999 16.216 10 0.00938 0.00159
20.999 16.191 10 0.00851 0.00169
20.999 16.166 10 0.00602 0.00121
20.999 16.141 10 0.00906 0.00135
20.999 16.116 10 0.0101 0.0011
20.999 16.091 10 0.0107 0.00106
20.999 16.066 10 0.0132 0.00118
20.999 16.041 10 0.0132 0.00145
20.999 16.016 10 0.0177 0.00139
20.999 15.991 10 0.0182 0.00142
20.999 15.966 10 0.0186 0.0013
20.999 15.941 10 0.0256 0.0017
20.999 15.916 10 0.0272 0.00181
20.999 15.89 10 0.0284 0.00158
20.999 15.865 10 0.0325 0.0015
20.999 15.84 10 0.0403 0.00167
20.999 15.815 10 0.0474 0.00189
20.999 15.79 10 0.0485 0.00197
20.999 15.764 10 0.0547 0.00202
20.999 15.739 10 0.0642 0.00207
20.999 15.714 10 0.0697 0.003
20.999 15.689 10 0.0742 0.00227
20.999 15.664 10 0.0832 0.00258
20.999 15.639 10 0.0792 0.00234
20.999 15.614 10 0.0884 0.00255
20.999 15.589 10 0.0953 0.00293
20.999 15.564 10 0.0991 0.00282
20.999 15.539 10 0.108 0.00305
20.999 15.514 10 0.118 0.0036
20.999 15.489 10 0.119 0.00333
20.999 15.464 10 0.124 0.00424
20.999 15.439 10 0.146 0.00429
20.999 15.414 10 0.154 0.0043
20.999 15.389 10 0.166 0.00502
20.999 15.364 10 0.18 0.00488
20.999 15.339 10 0.2 0.00537
20.999 15.314 10 0.203 0.00644
20.999 15.289 10 0.222 0.0063
20.999 15.264 10 0.261 0.00763
20.999 15.239 10 0.28 0.0101
20.999 15.214 10 0.312 0.00847
20.999 15.189 10 0.293 0.00864
20.999 15.164 10 0.328 0.01
20.999 15.139 10 0.338 0.0138
