15.73 13.139 10 0.0265 0.0155
15.73 13.121 10 0.00886 0.00981
15.73 13.102 10 0.016 0.00928
15.73 13.083 10 0.0347 0.00938
15.73 13.065 10 0.0323 0.00812
15.73 13.046 10 0.029 0.00708
15.73 13.027 10 0.0375 0.00656
15.73 13.009 10 0.04 0.00602
15.73 12.99 10 0.0384 0.00587
15.73 12.972 10 0.0402 0.00534
15.73 12.953 10 0.0468 0.00617
15.73 12.934 10 0.0551 0.00545
15.73 12.915 10 0.0612 0.00561
15.73 12.896 10 0.0801 0.00628
15.73 12.877 10 0.0836 0.00645
15.73 12.859 10 0.0953 0.00696
15.73 12.84 10 0.116 0.0073
15.73 12.821 10 0.146 0.00767
15.73 12.803 10 0.149 0.00783
15.73 12.784 10 0.17 0.00797
15.73 12.765 10 0.213 0.00902
15.73 12.747 10 0.242 0.00979
15.73 12.728 10 0.286 0.00981
15.73 12.709 10 0.34 0.0121
15.73 12.691 10 0.379 0.011
15.73 12.672 10 0.442 0.0132
15.73 12.653 10 0.518 0.0129
15.73 12.635 10 0.599 0.0139
15.73 12.616 10 0.647 0.0148
15.73 12.597 10 0.72 0.0151
15.73 12.579 10 0.798 0.0188
15.73 12.56 10 0.856 0.0175
15.73 12.541 10 0.907 0.0176
15.73 12.523 10 0.954 0.0205
15.73 12.504 10 0.888 0.0177
15.73 12.485 10 0.925 0.0197
15.73 12.467 10 0.891 0.0218
15.73 12.448 10 0.922 0.0184
15.73 12.429 10 0.872 0.0195
15.73 12.411 10 0.92 0.019
15.73 12.392 10 0.946 0.0199
15.73 12.373 10 1 0.0236
15.73 12.355 10 1.06 0.0222
15.73 12.336 10 1.12 0.0227
15.73 12.318 10 1.18 0.0262
15.73 12.299 10 1.26 0.0282
15.73 12.28 10 1.29 0.0281
15.73 12.262 10 1.37 0.0269
15.73 12.242 10 1.45 0.028
15.73 12.223 10 1.57 0.0311
15.73 12.205 10 1.62 0.0339
15.73 12.186 10 1.73 0.0359
15.73 12.167 10 1.88 0.0364
15.73 12.149 10 1.95 0.0381
15.73 12.13 10 2.07 0.0487
15.73 12.111 10 2.21 0.0501
15.73 12.093 10 2.31 0.0466
15.73 12.074 10 2.56 0.0507
15.73 12.055 10 2.54 0.0615
15.73 12.037 10 2.69 0.0637
15.73 12.018 10 2.85 0.0868
15.73 11.999 10 2.81 0.0688
15.73 11.981 10 3.17 0.0929
15.73 11.962 10 3.33 0.114
