5.766 3.4559 18 67.9 0.232
5.766 3.5541 18 64.5 0.208
5.766 3.6444 18 59.1 0.195
5.766 3.7275 18 52.6 0.191
5.766 3.8042 18 47.8 0.19
5.766 3.8757 18 42.9 0.193
5.766 3.9419 18 36.7 0.2
5.766 4.0036 18 31.1 0.109
5.766 4.0614 18 27.5 0.101
5.766 4.1155 18 24.1 0.0993
5.766 4.1662 18 22 0.0945
5.766 4.214 18 19.6 0.0913
5.766 4.2589 18 17.2 0.0872
5.766 4.3013 18 16.2 0.0859
5.766 4.3415 18 16.4 0.0884
5.766 4.3794 18 17.3 0.0939
5.766 4.4153 18 17.5 0.0974
5.766 4.4496 18 16.4 0.0985
5.766 4.482 18 13.4 0.0917
5.766 4.5129 18 10.5 0.0844
5.766 4.5425 18 7.53 0.0746
5.766 4.5705 18 5.48 0.0671
5.766 4.5974 18 3.87 0.0588
5.766 4.6231 18 2.83 0.054
5.766 4.6476 18 1.96 0.00738
5.766 4.6711 18 1.45 0.00625
5.766 4.6937 18 1.08 0.00535
5.766 4.7154 18 0.81 0.00464
5.766 4.7361 18 0.622 0.00405
5.766 4.7562 18 0.48 0.00359
5.766 4.7754 18 0.383 0.00326
5.766 4.7939 18 0.307 0.00303
5.766 4.8117 18 0.253 0.00277
5.766 4.8289 18 0.206 0.00257
5.766 4.8455 18 0.17 0.00237
5.766 4.8615 18 0.145 0.00226
5.766 4.8769 18 0.121 0.00207
5.766 4.8919 18 0.104 0.00196
5.766 4.9063 18 0.0854 0.00183
5.766 4.9203 18 0.0761 0.00178
5.766 4.9338 18 0.0672 0.00165
5.766 4.9469 18 0.0561 0.00157
5.766 4.9596 18 0.048 0.00145
5.766 4.9719 18 0.0394 0.00137
5.766 4.9839 18 0.0356 0.0013
5.766 4.9954 18 0.0306 0.00125
5.766 5.0067 18 0.0259 0.00117
5.766 5.0176 18 0.0233 0.00109
5.766 5.0282 18 0.0174 0.00104
5.766 5.0385 18 0.0148 0.000961
5.766 5.0486 18 0.0108 0.000909
5.766 5.0583 18 0.0104 0.000843
5.766 5.0678 18 0.0079 0.000796
5.766 5.0771 18 0.00671 0.000739
5.766 5.0861 18 0.00479 0.000666
5.766 5.0948 18 0.00366 0.000621
5.766 5.1034 18 0.00409 0.000604
5.766 5.1117 18 0.00299 0.000561
5.766 5.1198 18 0.00139 0.000529
5.766 5.1278 18 0.00239 0.000504
5.766 5.1355 18 0.00163 0.000439
5.766 5.143 18 0.00128 0.000417
5.766 5.1504 18 0.000776 0.000401
5.766 5.1576 18 0.00104 0.000382
5.766 5.1646 18 0.000598 0.000356
5.766 5.1715 18 0.000799 0.000306
5.766 5.1782 18 0.000468 0.000313
5.766 5.1848 18 -3.44e-05 0.000273
5.766 5.1912 18 2.94e-05 0.000257
5.766 5.1975 18 -3.74e-05 0.000256
5.766 5.2036 18 8.07e-05 0.000209
5.766 5.2097 18 0.000382 0.000199
5.766 5.2155 18 -0.000152 0.000166
5.766 5.2213 18 0.00037 0.000173
5.766 5.227 18 0.000102 0.000322
5.766 5.2325 18 0.00331 0.00269
5.766 5.2379 18 0.00331 0.88
5.766 5.2432 18 0.00331 0.966
5.766 5.2484 18 0.00331 0.772
5.766 5.2535 18 0.00331 0.892
5.766 5.2585 18 0.00331 0.881
5.766 5.2634 18 0.00331 0.847
