                                           ************ internal ***************  +++++++ internal  + external ++++++++
    E        Ep      Th       s_born       s_rad        s_elas       s_dis        s_rad        s_elas       s_dis
   10.5890   2.9973  28.3438  0.93698E+00  0.93554E+00  0.17284E-05  0.93172E+00  0.89753E+00  0.17291E-05  0.89339E+00
   10.5890   3.0235  28.6176  0.81744E+00  0.81095E+00  0.12119E-05  0.80781E+00  0.77669E+00  0.12119E-05  0.77329E+00
   10.5890   3.0511  28.9390  0.69438E+00  0.68408E+00  0.86465E-06  0.68157E+00  0.65396E+00  0.86447E-06  0.65125E+00
   10.5890   3.0802  29.2475  0.58586E+00  0.57313E+00  0.65349E-06  0.57111E+00  0.54686E+00  0.65316E-06  0.54468E+00
   10.5890   3.0957  29.6315  0.48758E+00  0.47394E+00  0.51531E-06  0.47231E+00  0.45146E+00  0.51490E-06  0.44969E+00
   10.5890   3.1007  30.0844  0.39924E+00  0.38573E+00  0.41346E-06  0.38441E+00  0.36685E+00  0.41304E-06  0.36542E+00
   10.5890   3.1092  30.5059  0.32578E+00  0.31288E+00  0.33473E-06  0.31179E+00  0.29710E+00  0.33432E-06  0.29593E+00
   10.5890   3.1377  30.7623  0.27041E+00  0.25809E+00  0.27401E-06  0.25718E+00  0.24466E+00  0.27360E-06  0.24368E+00
   10.5890   3.1688  30.9878  0.22393E+00  0.21244E+00  0.22355E-06  0.21166E+00  0.20105E+00  0.22313E-06  0.20021E+00
   10.5890   3.1951  31.2017  0.18712E+00  0.17657E+00  0.18400E-06  0.17588E+00  0.16685E+00  0.18361E-06  0.16612E+00
   10.5890   3.2057  31.5123  0.15425E+00  0.14485E+00  0.15003E-06  0.14425E+00  0.13670E+00  0.14968E-06  0.13606E+00
