                                           ************ internal ***************  +++++++ internal  + external ++++++++
    E        Ep      Th       s_born       s_rad        s_elas       s_dis        s_rad        s_elas       s_dis
   10.5890   2.9977  28.3373  0.57515E+00  0.57456E+00  0.70969E-05  0.57203E+00  0.55117E+00  0.70954E-05  0.54841E+00
   10.5890   3.0230  28.6193  0.50075E+00  0.49712E+00  0.52248E-05  0.49505E+00  0.47609E+00  0.52201E-05  0.47384E+00
   10.5890   3.0513  28.9360  0.42548E+00  0.41941E+00  0.36985E-05  0.41776E+00  0.40091E+00  0.36924E-05  0.39912E+00
   10.5890   3.0791  29.2539  0.35856E+00  0.35099E+00  0.26205E-05  0.34968E+00  0.33487E+00  0.26142E-05  0.33345E+00
   10.5890   3.0951  29.6371  0.29838E+00  0.29018E+00  0.18637E-05  0.28914E+00  0.27638E+00  0.18580E-05  0.27524E+00
   10.5890   3.1009  30.0824  0.24492E+00  0.23674E+00  0.13274E-05  0.23590E+00  0.22511E+00  0.13227E-05  0.22420E+00
   10.5890   3.1098  30.4965  0.20058E+00  0.19269E+00  0.95334E-06  0.19202E+00  0.18293E+00  0.94939E-06  0.18220E+00
   10.5890   3.1393  30.7539  0.16625E+00  0.15868E+00  0.69408E-06  0.15813E+00  0.15036E+00  0.69151E-06  0.14976E+00
   10.5890   3.1665  31.0056  0.13751E+00  0.13042E+00  0.51087E-06  0.12997E+00  0.12337E+00  0.50875E-06  0.12287E+00
   10.5890   3.1914  31.2130  0.11584E+00  0.10926E+00  0.39175E-06  0.10887E+00  0.10319E+00  0.38996E-06  0.10277E+00
   10.5890   3.1917  31.5850  0.95396E-01  0.89541E-01  0.29997E-06  0.89215E-01  0.84459E-01  0.29852E-06  0.84101E-01
