                                           ************ internal ***************  +++++++ internal  + external ++++++++
    E        Ep      Th       s_born       s_rad        s_elas       s_dis        s_rad        s_elas       s_dis
   10.5890   2.9430  28.2581  0.85878E+00  0.86261E+00  0.25687E-05  0.85919E+00  0.82834E+00  0.25710E-05  0.82466E+00
   10.5890   2.9966  28.3361  0.76915E+00  0.76723E+00  0.17467E-05  0.76441E+00  0.73541E+00  0.17474E-05  0.73237E+00
   10.5890   3.0235  28.6191  0.66380E+00  0.65791E+00  0.12105E-05  0.65561E+00  0.62957E+00  0.12106E-05  0.62710E+00
   10.5890   3.0514  28.9356  0.56054E+00  0.55176E+00  0.86547E-06  0.54993E+00  0.52706E+00  0.86527E-06  0.52509E+00
   10.5890   3.0791  29.2543  0.46890E+00  0.45841E+00  0.65358E-06  0.45695E+00  0.43712E+00  0.65325E-06  0.43554E+00
   10.5890   3.0951  29.6331  0.38804E+00  0.37700E+00  0.51587E-06  0.37582E+00  0.35892E+00  0.51545E-06  0.35765E+00
   10.5890   3.0992  30.0948  0.31506E+00  0.30432E+00  0.41334E-06  0.30337E+00  0.28929E+00  0.41291E-06  0.28827E+00
   10.5890   3.1097  30.4985  0.25633E+00  0.24616E+00  0.33535E-06  0.24538E+00  0.23366E+00  0.33494E-06  0.23283E+00
   10.5890   3.1369  30.7701  0.21073E+00  0.20116E+00  0.27370E-06  0.20051E+00  0.19064E+00  0.27328E-06  0.18995E+00
   10.5890   3.1698  30.9818  0.17394E+00  0.16506E+00  0.22350E-06  0.16451E+00  0.15618E+00  0.22308E-06  0.15558E+00
   10.5890   3.1953  31.1961  0.14499E+00  0.13689E+00  0.18442E-06  0.13641E+00  0.12935E+00  0.18403E-06  0.12883E+00
   10.5890   3.2096  31.4958  0.11841E+00  0.11125E+00  0.14926E-06  0.11082E+00  0.10498E+00  0.14891E-06  0.10452E+00
