 ***x   Q2   Theta   Eprime   Sig_Born   Sig_Rad
  0.675285220       9.63145351       32.0245018       2.98850012      0.136190444      0.123547047    
  0.691314757       9.83517170       32.2643013       3.00769997      0.115598515      0.104165271    
  0.710477710       10.0775328       32.5443993       3.03040004       9.44555551E-02   8.44399258E-02
  0.730227888       10.3257456       32.8245010       3.05369997       7.61556029E-02   6.75276071E-02
  0.749986053       10.5737495       33.1035004       3.07599998       6.08700998E-02   5.35380505E-02
  0.769698203       10.8279743       33.4191017       3.09240007       4.80333306E-02   4.19143774E-02
  0.789443433       11.0912285       33.7798996       3.10220003       3.73400077E-02   3.23286876E-02
  0.809227347       11.3543005       34.1348000       3.11199999       2.87360214E-02   2.46774629E-02
  0.828870773       11.5956984       34.3819008       3.13400006       2.21723337E-02   1.88764017E-02
  0.843527317       11.7735128       34.5550995       3.15120006       1.81695074E-02   1.53631838E-02
