                                           ************ internal ***************  +++++++ internal  + external ++++++++
    E        Ep      Th       s_born       s_rad        s_elas       s_dis        s_rad        s_elas       s_dis
   10.5890   2.9995  21.7064  0.56974E+01  0.61817E+01  0.11102E-02  0.61237E+01  0.60424E+01  0.11138E-02  0.59799E+01
   10.5890   3.0378  22.0305  0.51038E+01  0.54859E+01  0.72148E-03  0.54399E+01  0.53508E+01  0.72357E-03  0.53013E+01
   10.5890   3.0792  22.4384  0.44402E+01  0.47221E+01  0.42157E-03  0.46874E+01  0.45943E+01  0.42261E-03  0.45569E+01
   10.5890   3.0965  22.9693  0.37724E+01  0.39743E+01  0.23904E-03  0.39483E+01  0.38582E+01  0.23955E-03  0.38301E+01
   10.5890   3.0993  23.5685  0.31616E+01  0.33025E+01  0.13271E-03  0.32829E+01  0.31995E+01  0.13295E-03  0.31784E+01
   10.5890   3.1104  24.1027  0.26702E+01  0.27669E+01  0.73370E-04  0.27520E+01  0.26752E+01  0.73478E-04  0.26592E+01
   10.5890   3.1484  24.4357  0.23273E+01  0.23911E+01  0.41959E-04  0.23796E+01  0.23071E+01  0.42002E-04  0.22947E+01
   10.5890   3.1880  24.6698  0.20779E+01  0.21200E+01  0.25852E-04  0.21106E+01  0.20418E+01  0.25869E-04  0.20317E+01
