                                           ************ internal ***************  +++++++ internal  + external ++++++++
    E        Ep      Th       s_born       s_rad        s_elas       s_dis        s_rad        s_elas       s_dis
   10.5890   2.9966  28.3361  0.77059E+00  0.76685E+00  0.17467E-05  0.76403E+00  0.73449E+00  0.17474E-05  0.73145E+00
   10.5890   3.0235  28.6191  0.66665E+00  0.65928E+00  0.12105E-05  0.65699E+00  0.63043E+00  0.12106E-05  0.62797E+00
   10.5890   3.0514  28.9356  0.56492E+00  0.55494E+00  0.86547E-06  0.55311E+00  0.52972E+00  0.86525E-06  0.52775E+00
   10.5890   3.0791  29.2543  0.47470E+00  0.46315E+00  0.65358E-06  0.46168E+00  0.44130E+00  0.65323E-06  0.43973E+00
   10.5890   3.0951  29.6331  0.39502E+00  0.38294E+00  0.51587E-06  0.38176E+00  0.36426E+00  0.51543E-06  0.36299E+00
   10.5890   3.0992  30.0948  0.32291E+00  0.31109E+00  0.41334E-06  0.31014E+00  0.29545E+00  0.41290E-06  0.29442E+00
   10.5890   3.1097  30.4985  0.26464E+00  0.25334E+00  0.33535E-06  0.25256E+00  0.24020E+00  0.33493E-06  0.23936E+00
   10.5890   3.1369  30.7701  0.21918E+00  0.20838E+00  0.27370E-06  0.20773E+00  0.19720E+00  0.27327E-06  0.19650E+00
   10.5890   3.1698  30.9818  0.18217E+00  0.17199E+00  0.22350E-06  0.17143E+00  0.16244E+00  0.22307E-06  0.16185E+00
   10.5890   3.1953  31.1961  0.15272E+00  0.14328E+00  0.18442E-06  0.14279E+00  0.13508E+00  0.18402E-06  0.13456E+00
   10.5890   3.2096  31.4958  0.12531E+00  0.11679E+00  0.14926E-06  0.11637E+00  0.10991E+00  0.14890E-06  0.10946E+00
