 ***Ebeam    Eprime  Theta     x        Q2      Sig_Born     Sig_Born_In  Sig_Born_QE  Sig_Rad      Sig_Rad_EL   Sig_Rad_QE   Sig_Rad_DIS  C_cor
   10.5890   2.9830  18.9210   0.2392   3.4135  0.11869E+02  0.11869E+02  0.22335E-03  0.13365E+02  0.10311E-01  0.21652E+00  0.13138E+02  0.10003E+01
   10.5890   3.0274  19.2613   0.2529   3.5889  0.10697E+02  0.10697E+02  0.16748E-03  0.11870E+02  0.69691E-02  0.17174E+00  0.11692E+02  0.10003E+01
   10.5890   3.0774  19.7022   0.2707   3.8154  0.93427E+01  0.93426E+01  0.10939E-03  0.10193E+02  0.42151E-02  0.12833E+00  0.10061E+02  0.10004E+01
   10.5890   3.0968  20.2983   0.2897   4.0728  0.79027E+01  0.79026E+01  0.60531E-04  0.84929E+01  0.24491E-02  0.94537E-01  0.83959E+01  0.10004E+01
   10.5890   3.0999  20.9745   0.3095   4.3500  0.65724E+01  0.65724E+01  0.25630E-04  0.69670E+01  0.13852E-02  0.68965E-01  0.68967E+01  0.10005E+01
   10.5890   3.1107  21.5757   0.3289   4.6159  0.55388E+01  0.55388E+01  0.44197E-05  0.57961E+01  0.79362E-03  0.51208E-01  0.57441E+01  0.10005E+01
   10.5890   3.1577  21.9119   0.3464   4.8310  0.48979E+01  0.48979E+01 -0.38592E-05  0.50614E+01  0.48326E-03  0.39602E-01  0.50213E+01  0.10006E+01
   10.5890   3.1971  22.2250   0.3626   5.0303  0.43607E+01  0.43607E+01 -0.74086E-05  0.44612E+01  0.30391E-03  0.31384E-01  0.44295E+01  0.10006E+01
