                                           ************ internal ***************  +++++++ internal  + external ++++++++
    E        Ep      Th       s_born       s_rad        s_elas       s_dis        s_rad        s_elas       s_dis
   10.5890   2.9837  18.9238  0.83947E+01  0.96607E+01  0.38041E-02  0.94810E+01  0.95628E+01  0.38309E-02  0.93693E+01
   10.5890   3.0272  19.2620  0.76007E+01  0.86365E+01  0.27370E-02  0.84943E+01  0.85271E+01  0.27549E-02  0.83740E+01
   10.5890   3.0777  19.7008  0.66733E+01  0.74703E+01  0.17995E-02  0.73645E+01  0.73526E+01  0.18104E-02  0.72389E+01
   10.5890   3.0976  20.2947  0.56754E+01  0.62707E+01  0.11528E-02  0.61931E+01  0.61544E+01  0.11590E-02  0.60709E+01
   10.5890   3.1005  20.9720  0.47434E+01  0.51796E+01  0.72950E-03  0.51229E+01  0.50701E+01  0.73297E-03  0.50092E+01
   10.5890   3.1110  21.5758  0.40150E+01  0.43358E+01  0.47197E-03  0.42938E+01  0.42336E+01  0.47395E-03  0.41885E+01
   10.5890   3.1566  21.9161  0.35647E+01  0.38093E+01  0.32485E-03  0.37768E+01  0.37104E+01  0.32600E-03  0.36755E+01
   10.5890   3.1950  22.2159  0.32007E+01  0.33904E+01  0.23363E-03  0.33644E+01  0.32955E+01  0.23433E-03  0.32675E+01
