n   xbj   Q2   Yield   Yield_err
0.66, 0.675301, 9.63156, 7.09704e-07, 2.58549e-08
0.68, 0.691317, 9.83513, 3.26459e-06, 5.56382e-08
0.7, 0.710471, 10.0774, 5.19816e-06, 7.03846e-08
0.72, 0.730249, 10.3259, 6.22936e-06, 7.71537e-08
0.74, 0.749988, 10.5737, 6.63167e-06, 7.96475e-08
0.76, 0.769718, 10.8281, 5.79316e-06, 7.43622e-08
0.78, 0.789437, 11.0911, 4.44525e-06, 6.5028e-08
0.8, 0.809225, 11.3542, 3.02021e-06, 5.34978e-08
0.82, 0.828878, 11.5957, 1.62993e-06, 3.92293e-08
0.84, 0.843553, 11.7737, 3.78826e-07, 1.88817e-08
